gene,delivery_modality,polarity,up_frac,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,druggability_tractability,is_surface_protein,has_extracellular_domain,extracellular_length,druggable_pathway,is_ctx_specific
SNPH,待新模態 (無已知遞送方式),repressor,0.6961325966850829,0,False,171.0,181.0,10.0,12.0,,,False,False,0.0,,False
SNRPB2,待新模態 (無已知遞送方式),mixed,0.43506493506493504,0,False,142.0,12.0,154.0,48.0,,,,,,,False
SNTB1,待新模態 (無已知遞送方式),mixed,0.38578680203045684,0,False,,197.0,16.0,,,,False,False,,,False
SNX1,待新模態 (無已知遞送方式),mixed,0.46875,0,False,63.0,64.0,3.0,1.0,,,False,False,,,False
SOD2,小分子 (胞內可成藥口袋),repressor,0.7671232876712328,0,False,67.0,6.0,73.0,7.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME,False
SOS2,待新模態 (無已知遞送方式),repressor,0.7553516819571865,0,False,321.0,6.0,327.0,2.0,,,False,False,,,False
SP1,待新模態 (無已知遞送方式),repressor,0.6715039577836411,0,False,278.0,129.0,222.0,407.0,,,,,,,False
SP100,待新模態 (無已知遞送方式),mixed,0.5082956259426847,0,False,104.0,230.0,307.0,126.0,,,,,,,False
SP140L,待新模態 (無已知遞送方式),repressor,0.6512820512820513,0,False,1168.0,1170.0,3.0,2.0,,,,,,,False
SP2,待新模態 (無已知遞送方式),mixed,0.49056603773584906,0,False,1289.0,382.0,1671.0,1021.0,,,,,,,False
SP3,待新模態 (無已知遞送方式),activator,0.26548672566371684,0,False,97.0,16.0,14.0,113.0,,,,,,,False
SPAG7,待新模態 (無已知遞送方式),repressor,0.7704918032786885,0,False,55.0,6.0,61.0,21.0,,,,,,,False
SPOP,待新模態 (無已知遞送方式),mixed,0.6403940886699507,0,False,125.0,149.0,54.0,24.0,,,,,,,False
SPSB2,待新模態 (無已知遞送方式),repressor,0.8846153846153846,0,False,49.0,52.0,35.0,3.0,,,,,,,False
SRD5A3,抗體 (表面但胞外域有限),mixed,0.5925925925925926,0,False,45.0,54.0,9.0,9.0,,,True,False,0.0,DRUGGABLE GENOME;ENZYME,False
SREBF2,抗體 (表面但胞外域有限),mixed,0.3763440860215054,0,False,86.0,7.0,12.0,93.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSCRIPTION FACTOR,False
SRM,小分子 (胞內可成藥口袋),repressor,0.6608695652173913,0,False,109.0,6.0,115.0,29.0,,,False,False,,DRUGGABLE GENOME;ENZYME,False
SRP9,待新模態 (無已知遞送方式),repressor,0.723404255319149,0,False,233.0,2.0,235.0,3.0,,,False,False,,,False
SRR,待新模態 (無已知遞送方式),repressor,0.8259473346178549,0,False,347.0,466.0,813.0,278.0,,,False,False,,,False
SRRD,待新模態 (無已知遞送方式),mixed,0.5359281437125748,0,False,164.0,37.0,133.0,201.0,,,,,,,False
SRSF10,待新模態 (無已知遞送方式),mixed,0.6175468483816013,0,False,770.0,377.0,1147.0,824.0,,,,,,,False
SRSF11,待新模態 (無已知遞送方式),repressor,0.7626112759643917,0,False,428.0,507.0,79.0,88.0,,,,,,,False
SRSF6,待新模態 (無已知遞送方式),mixed,0.5986842105263158,0,False,87.0,12.0,53.0,99.0,,,,,,,False
SS18L2,待新模態 (無已知遞送方式),repressor,0.7222222222222222,0,False,424.0,8.0,4.0,432.0,,,,,,,False
SSBP1,待新模態 (無已知遞送方式),mixed,0.598283612586841,0,False,1231.0,132.0,952.0,1363.0,,,,,,,False
SSR2,小分子 (胞內可成藥口袋),repressor,0.7647058823529411,0,False,32.0,82.0,50.0,72.0,,,False,False,0.0,DRUGGABLE GENOME,False
SSR3,抗體 (表面但胞外域有限),repressor,0.8939393939393939,0,False,35.0,66.0,31.0,31.0,,,True,False,0.0,,False
STAG2,小分子 (胞內可成藥口袋),mixed,0.5184590690208668,0,False,106.0,271.0,165.0,187.0,,,False,False,,CLINICALLY ACTIONABLE;DRUG RESISTANCE,False
STAP1,待新模態 (無已知遞送方式),mixed,0.5675675675675675,0,False,74.0,74.0,0.0,1.0,,,,,,,False
STARD7,待新模態 (無已知遞送方式),mixed,0.5033557046979866,0,False,147.0,2.0,4.0,149.0,,,,,,,False
STAT3,小分子 (胞內可成藥口袋),mixed,0.5643004115226338,1,False,668.0,925.0,1370.0,1593.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR COMPLEX;TUMOR SUPPRESSOR,True
STAT5A,待新模態 (無已知遞送方式),mixed,0.578544061302682,1,False,252.0,9.0,19.0,261.0,,,,,,,True
STAT6,小分子 (胞內可成藥口袋),mixed,0.5025716385011021,1,True,1125.0,3.0,233.0,1128.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR,True
STIM1,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.8271604938271605,0,False,76.0,5.0,81.0,10.0,,,True,True,191.0,,False
STIP1,待新模態 (無已知遞送方式),mixed,0.5845535457938559,0,False,417.0,1029.0,1008.0,1446.0,,,,,,,False
STK11,小分子 (胞內可成藥口袋),repressor,0.7329075882794891,0,False,681.0,1086.0,1171.0,405.0,,,False,False,0.0,CLINICALLY ACTIONABLE;DRUG RESISTANCE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TUMOR SUPPRESSOR,False
STK35,小分子 (胞內可成藥口袋),mixed,0.5473684210526316,0,False,61.0,95.0,34.0,37.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
STOM,待新模態 (無已知遞送方式),repressor,0.7189542483660131,0,False,52.0,59.0,94.0,7.0,,,False,False,0.0,,False
STRAP,待新模態 (無已知遞送方式),mixed,0.6287838555496548,0,False,850.0,1700.0,1216.0,850.0,,,,,,,False
STX16,待新模態 (無已知遞送方式),repressor,0.7615507169410515,0,False,929.0,216.0,1145.0,522.0,,,False,False,0.0,,False
SUCLG1,待新模態 (無已知遞送方式),mixed,0.5698324022346368,0,False,108.0,2.0,110.0,69.0,,,,,,,False
SUGP1,待新模態 (無已知遞送方式),mixed,0.5148514851485149,0,False,79.0,95.0,107.0,16.0,,,,,,,False
SUPT20H,小分子 (胞內可成藥口袋),repressor,0.6927022841656988,0,False,876.0,3072.0,3948.0,3312.0,0.8022851299965428,2.0,,,,,False
SUPT3H,待新模態 (無已知遞送方式),repressor,0.6827956989247311,0,False,557.0,558.0,1.0,2.0,,,,,,,False
SYNCRIP,待新模態 (無已知遞送方式),activator,0.2909090909090909,0,False,23.0,37.0,14.0,55.0,,,,,,,False
SYVN1,抗體 (表面但胞外域有限),repressor,0.6691176470588235,0,False,87.0,114.0,201.0,93.0,,,True,False,0.0,,False
SZRD1,待新模態 (無已知遞送方式),mixed,0.47665847665847666,0,False,283.0,36.0,88.0,319.0,,,,,,,False
TADA1,小分子 (胞內可成藥口袋),repressor,0.7138147728443391,0,False,705.0,2944.0,3649.0,3114.0,0.8285647409891969,2.0,,,,,False
TADA2A,待新模態 (無已知遞送方式),mixed,0.5029940119760479,0,False,272.0,9.0,53.0,281.0,,,,,,,False
TADA2B,小分子 (胞內可成藥口袋),repressor,0.7078998802093185,0,False,1239.0,4681.0,5920.0,5260.0,0.5988324325843294,2.0,,,,,False
TAF13,待新模態 (無已知遞送方式),mixed,0.5622379454926625,0,False,1152.0,2190.0,3342.0,2100.0,,,,,,,False
TAF6L,待新模態 (無已知遞送方式),repressor,0.7000783085356304,0,False,1271.0,3368.0,4639.0,3486.0,,,False,False,,,False
TARS2,待新模態 (無已知遞送方式),mixed,0.6372549019607843,0,False,1161.0,663.0,1824.0,777.0,,,False,False,,,False
TASOR,待新模態 (無已知遞送方式),repressor,0.7401960784313726,0,False,88.0,286.0,374.0,360.0,,,,,,,False
TASP1,待新模態 (無已知遞送方式),mixed,0.4411764705882353,0,False,45.0,23.0,35.0,68.0,,,,,,,False
TATDN2,待新模態 (無已知遞送方式),mixed,0.47619047619047616,0,False,167.0,199.0,53.0,32.0,,,,,,,False
TBC1D10A,待新模態 (無已知遞送方式),repressor,0.96,0,False,122.0,125.0,6.0,3.0,,,False,False,,,False
TBC1D14,待新模態 (無已知遞送方式),repressor,0.7961165048543689,0,False,102.0,103.0,1.0,2.0,,,False,False,,,False
TBC1D31,待新模態 (無已知遞送方式),repressor,0.7794117647058824,0,False,50.0,18.0,68.0,10.0,,,False,False,,,False
TBL1X,待新模態 (無已知遞送方式),repressor,0.792156862745098,0,False,72.0,61.0,133.0,61.0,,,,,,,False
TBL1XR1,抗體 (表面但胞外域有限),mixed,0.5181950509461426,0,False,292.0,135.0,125.0,427.0,,,True,False,0.0,CLINICALLY ACTIONABLE;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
TBPL1,待新模態 (無已知遞送方式),activator,0.3448275862068966,0,False,34.0,24.0,26.0,58.0,,,False,False,,,False
TBX21,待新模態 (無已知遞送方式),mixed,0.5471167369901547,1,False,363.0,40.0,308.0,403.0,,,,,,,True
TCEAL1,待新模態 (無已知遞送方式),mixed,0.6168100595632032,0,False,543.0,484.0,1027.0,25.0,,,,,,,False
TCEAL3,待新模態 (無已知遞送方式),mixed,0.40748898678414097,0,False,454.0,454.0,0.0,44.0,,,,,,,False
TEFM,待新模態 (無已知遞送方式),mixed,0.5923566878980892,0,False,58.0,30.0,69.0,88.0,,,False,False,,,False
TENT2,待新模態 (無已知遞送方式),repressor,0.7663492063492063,0,False,1202.0,156.0,1358.0,61.0,,,False,False,,,False
TENT5C,待新模態 (無已知遞送方式),repressor,0.815028901734104,0,False,59.0,48.0,107.0,66.0,,,,,,,False
TEP1,待新模態 (無已知遞送方式),mixed,0.6463022508038585,0,False,1359.0,1363.0,192.0,4.0,,,False,False,,,False
TESK2,待新模態 (無已知遞送方式),mixed,0.4507042253521127,0,False,62.0,9.0,7.0,71.0,,,,,,,False
TESPA1,待新模態 (無已知遞送方式),repressor,0.7206225680933852,0,False,1521.0,454.0,1975.0,141.0,0.7618234638627701,,,,,,False
TET2,小分子 (胞內可成藥口袋),activator,0.13807531380753138,0,False,69.0,125.0,58.0,56.0,,,False,False,,CLINICALLY ACTIONABLE;ENZYME,False
TFAM,待新模態 (無已知遞送方式),mixed,0.5449029126213593,0,False,2620.0,341.0,818.0,2961.0,0.6748343213970932,,,,,,False
TFAP4,待新模態 (無已知遞送方式),repressor,0.6594387755102041,0,False,359.0,113.0,199.0,472.0,,,,,,,False
TFB1M,待新模態 (無已知遞送方式),mixed,0.4122401847575058,0,True,865.0,1.0,7.0,866.0,,,,,,,True
TFDP1,待新模態 (無已知遞送方式),repressor,0.66270783847981,0,False,160.0,280.0,440.0,122.0,,,,,,,False
TFG,小分子 (胞內可成藥口袋),mixed,0.5966101694915255,0,False,427.0,7.0,434.0,156.0,,,False,False,,CLINICALLY ACTIONABLE,False
TGFBRAP1,待新模態 (無已知遞送方式),repressor,0.803921568627451,0,False,49.0,2.0,3.0,51.0,,,,,,,False
TGIF2,待新模態 (無已知遞送方式),repressor,0.8018867924528302,0,False,102.0,4.0,2.0,106.0,,,,,,,False
THAP11,待新模態 (無已知遞送方式),repressor,0.7444478247642227,0,False,1105.0,1547.0,1298.0,442.0,,,,,,,False
THAP5,待新模態 (無已知遞送方式),repressor,0.9551282051282052,0,False,85.0,90.0,5.0,66.0,,,,,,,False
THRA,待新模態 (無已知遞送方式),mixed,0.589041095890411,0,False,334.0,337.0,3.0,101.0,,,,,,,False
THRAP3,待新模態 (無已知遞送方式),mixed,0.49825783972125437,0,False,940.0,1200.0,836.0,260.0,,,,,,,False
TIA1,待新模態 (無已知遞送方式),repressor,0.706081081081081,0,False,160.0,68.0,228.0,5.0,,,,,,,False
TIAL1,待新模態 (無已知遞送方式),mixed,0.5826771653543307,0,False,184.0,54.0,216.0,238.0,,,,,,,False
TIGAR,待新模態 (無已知遞送方式),repressor,0.7598814229249012,0,False,1010.0,1012.0,2.0,8.0,,,False,False,,,False
TIMM10,待新模態 (無已知遞送方式),repressor,0.8073430714567706,0,False,1227.0,1352.0,1056.0,125.0,,,,,,,False
TIMMDC1,抗體 (表面但胞外域有限),mixed,0.575,0,False,117.0,3.0,5.0,120.0,,,True,False,0.0,,False
TIPARP,待新模態 (無已知遞送方式),mixed,0.45695364238410596,0,False,345.0,364.0,19.0,89.0,,,,,,,False
TIPRL,待新模態 (無已知遞送方式),mixed,0.45821997668091724,0,False,505.0,894.0,1290.0,389.0,,,False,False,,,False
TM2D1,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.590215675960021,0,False,803.0,382.0,334.0,1185.0,,,True,True,122.0,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
TM9SF3,抗體 (表面但胞外域有限),mixed,0.6084905660377359,0,False,45.0,96.0,51.0,65.0,,,True,False,0.0,,False
TMED10,小分子 (胞內可成藥口袋),repressor,0.6687543493389004,0,False,247.0,534.0,616.0,287.0,,,False,False,0.0,DRUGGABLE GENOME;G PROTEIN COUPLED RECEPTOR,False
TMED2,待新模態 (無已知遞送方式),repressor,0.7420924574209246,0,False,30.0,129.0,159.0,123.0,,,False,False,0.0,,False
TMED4,待新模態 (無已知遞送方式),mixed,0.5668449197860963,0,False,51.0,92.0,95.0,41.0,,,False,False,0.0,,False
TMEM123,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.6869158878504673,0,False,70.0,72.0,142.0,35.0,,,True,True,140.0,DRUGGABLE GENOME;EXTERNAL SIDE OF PLASMA MEMBRANE,False
TMEM126B,抗體 (表面但胞外域有限),mixed,0.5132382892057027,0,False,413.0,28.0,50.0,441.0,,,True,False,0.0,,False
TMEM131,待新模態 (無已知遞送方式),repressor,0.8901098901098901,0,False,79.0,91.0,12.0,33.0,,,False,False,0.0,,False
TMEM131L,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.9562841530054644,0,False,179.0,83.0,204.0,262.0,,,True,True,829.0,,False
TMEM140,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5869565217391305,0,False,218.0,12.0,11.0,230.0,,,True,True,60.0,,False
TMEM167A,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5624142661179699,0,False,414.0,55.0,205.0,469.0,,,True,True,27.0,,False
TMEM185A,抗體 (表面但胞外域有限),mixed,0.6153846153846154,0,False,37.0,65.0,34.0,28.0,,,True,False,0.0,,False
TMEM205,抗體 (表面但胞外域有限),repressor,0.9269662921348315,0,False,63.0,68.0,110.0,5.0,,,True,False,0.0,,False
TMEM214,抗體 (表面但胞外域有限),repressor,0.6730515191545574,0,False,645.0,110.0,649.0,755.0,,,True,False,0.0,,False
TMEM245,抗體 (表面但胞外域有限),repressor,0.7821782178217822,0,False,199.0,202.0,12.0,3.0,,,True,False,0.0,,False
TMEM263,抗體 (表面但胞外域有限),mixed,0.4860557768924303,0,False,244.0,7.0,13.0,251.0,,,True,False,0.0,,False
TMEM265,抗體 (表面但胞外域有限),mixed,0.6474820143884892,0,False,263.0,278.0,23.0,15.0,,,True,False,0.0,,False
TMEM30A,抗體 (表面但胞外域有限),repressor,0.6607301869991096,0,False,459.0,332.0,791.0,44.0,,,True,False,0.0,CLINICALLY ACTIONABLE;TRANSPORTER,False
TMEM33,抗體 (表面但胞外域有限),mixed,0.6162790697674418,0,False,61.0,25.0,5.0,86.0,,,True,False,0.0,,False
TMEM44,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.45454545454545453,0,False,55.0,0.0,4.0,55.0,,,True,True,72.0,,False
TMEM79,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.8785942492012779,0,False,379.0,251.0,630.0,58.0,,,True,True,59.0,,False
TMEM86A,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5766129032258065,0,False,60.0,59.0,70.0,119.0,,,True,True,15.0,,False
TMEM87B,抗體 (表面但胞外域有限),repressor,0.675,0,False,119.0,120.0,34.0,1.0,,,True,False,0.0,,False
TMX1,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5964708613884374,0,True,2346.0,1.0,2347.0,1960.0,0.953116590555264,,True,True,154.0,DRUGGABLE GENOME;THIOREDOXIN,True
TMX2,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.7478991596638656,0,False,80.0,39.0,119.0,0.0,,,True,True,54.0,DRUGGABLE GENOME;THIOREDOXIN,False
TNFRSF10B,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.38202247191011235,0,False,266.0,267.0,8.0,1.0,,,True,True,155.0,CELL SURFACE;DRUGGABLE GENOME,False
TNPO1,待新模態 (無已知遞送方式),mixed,0.5517241379310345,0,False,738.0,711.0,769.0,1449.0,,,,,,,False
TNRC6A,待新模態 (無已知遞送方式),mixed,0.5423940149625935,0,False,1490.0,57.0,45.0,1547.0,0.2557160301054788,,,,,,False
TOP2B,待新模態 (無已知遞送方式),mixed,0.42424242424242425,0,False,95.0,99.0,4.0,4.0,,,,,,,False
TOR1A,待新模態 (無已知遞送方式),repressor,0.8467153284671532,0,False,49.0,78.0,29.0,59.0,,,False,False,,,False
TP53INP2,待新模態 (無已知遞送方式),mixed,0.49344838606583574,0,False,1184.0,509.0,927.0,1693.0,,,,,,,False
TP53RK,待新模態 (無已知遞送方式),repressor,0.9230769230769231,0,False,,3.0,78.0,,,,,,,,False
TP73,待新模態 (無已知遞送方式),mixed,0.44336569579288027,0,False,7.0,103.0,110.0,96.0,,,,,,,False
TPD52,待新模態 (無已知遞送方式),mixed,0.6111111111111112,0,False,341.0,434.0,121.0,93.0,,,,,,,False
TPRG1L,待新模態 (無已知遞送方式),activator,0.3220338983050847,0,False,50.0,9.0,7.0,59.0,,,,,,,False
TRAF3,待新模態 (無已知遞送方式),repressor,0.698071009225608,0,False,737.0,1344.0,1626.0,607.0,,,,,,,False
TRAPPC13,待新模態 (無已知遞送方式),repressor,0.6666666666666666,0,False,123.0,3.0,126.0,6.0,,,,,,,False
TRIB2,小分子 (胞內可成藥口袋),repressor,0.8995215311004785,0,False,105.0,108.0,101.0,3.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
TRIM14,待新模態 (無已知遞送方式),activator,0.1223021582733813,0,False,127.0,139.0,12.0,21.0,,,,,,,False
TRIM25,小分子 (胞內可成藥口袋),activator,0.3,0,False,23.0,27.0,50.0,44.0,,,False,False,,B30_2 SPRY DOMAIN;DRUGGABLE GENOME;TRANSCRIPTION FACTOR,False
TRIM39,待新模態 (無已知遞送方式),activator,0.09433962264150944,0,False,14.0,53.0,39.0,39.0,,,,,,,False
TRIP12,待新模態 (無已知遞送方式),mixed,0.5348382895593662,0,False,1249.0,2013.0,1830.0,764.0,,,False,False,,,False
TRMT10C,待新模態 (無已知遞送方式),mixed,0.5994152046783626,0,False,333.0,9.0,10.0,342.0,,,,,,,False
TRMT61A,待新模態 (無已知遞送方式),repressor,0.7676537585421412,0,False,98.0,148.0,241.0,50.0,,,,,,,False
TRRAP,小分子 (胞內可成藥口袋),repressor,0.7008219178082192,0,False,689.0,568.0,1257.0,35.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;PHOSPHATIDYLINOSITOL 3 KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR;TUMOR SUPPRESSOR,False
TRUB1,待新模態 (無已知遞送方式),repressor,0.7155963302752294,0,False,108.0,109.0,2.0,1.0,,,False,False,,,False
TSC1,小分子 (胞內可成藥口袋),mixed,0.5251396648044693,0,False,1329.0,1676.0,347.0,1199.0,,,False,False,,CLINICALLY ACTIONABLE;KINASE;TUMOR SUPPRESSOR,False
TSFM,待新模態 (無已知遞送方式),mixed,0.4822888283378747,0,False,366.0,1.0,4.0,367.0,,,False,False,,,False
TSPYL1,待新模態 (無已知遞送方式),activator,0.3,0,False,48.0,2.0,7.0,50.0,,,,,,,False
TSPYL5,待新模態 (無已知遞送方式),repressor,0.7184500533238536,0,False,434.0,1799.0,2233.0,1594.0,,,,,,,False
TTC39C,待新模態 (無已知遞送方式),mixed,0.6246246246246246,0,False,331.0,333.0,4.0,2.0,,,False,False,,,False
TTC5,待新模態 (無已知遞送方式),mixed,0.6384039900249376,0,False,145.0,170.0,231.0,25.0,,,,,,,False
TTC7A,待新模態 (無已知遞送方式),repressor,0.7727272727272727,0,False,106.0,4.0,110.0,2.0,,,,,,,False
TWF1,待新模態 (無已知遞送方式),repressor,0.6581196581196581,0,False,233.0,234.0,117.0,1.0,,,,,,,False
TWNK,待新模態 (無已知遞送方式),mixed,0.5363128491620112,0,False,570.0,232.0,219.0,802.0,,,,,,,False
TXNIP,待新模態 (無已知遞送方式),mixed,0.6491228070175439,0,False,35.0,22.0,48.0,57.0,,,,,,,False
TXNL1,待新模態 (無已知遞送方式),repressor,0.8128342245989305,0,False,170.0,173.0,201.0,3.0,,,,,,,False
TYK2,小分子 (胞內可成藥口袋),activator,0.1111111111111111,0,False,20.0,34.0,29.0,54.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;TYROSINE KINASE,False
U2SURP,待新模態 (無已知遞送方式),mixed,0.6470588235294118,0,False,58.0,68.0,15.0,10.0,,,,,,,False
UBAC1,待新模態 (無已知遞送方式),repressor,0.896551724137931,0,False,36.0,22.0,58.0,22.0,,,,,,,False
UBC,待新模態 (無已知遞送方式),mixed,0.5130699088145897,0,False,1223.0,1272.0,373.0,49.0,,,,,,,False
UBE2E1,待新模態 (無已知遞送方式),repressor,0.7916666666666666,0,False,96.0,60.0,27.0,156.0,,,,,,,False
UBE2E2,待新模態 (無已知遞送方式),repressor,0.7978208232445521,0,True,1520.0,4.0,1524.0,128.0,0.4786828092559536,,False,False,,,True
UBE2F,待新模態 (無已知遞送方式),mixed,0.5588235294117647,0,False,94.0,8.0,102.0,27.0,,,False,False,,,False
UBE2G2,待新模態 (無已知遞送方式),repressor,0.8819599109131403,0,False,115.0,130.0,245.0,74.0,,,,,,,False
UBE2H,待新模態 (無已知遞送方式),repressor,0.780373831775701,0,False,229.0,237.0,191.0,8.0,,,,,,,False
UBE2I,待新模態 (無已知遞送方式),repressor,0.6771819137749737,0,False,296.0,438.0,730.0,734.0,,,,,,,False
UBE2J1,待新模態 (無已知遞送方式),mixed,0.6226415094339622,0,False,51.0,2.0,14.0,53.0,,,False,False,0.0,,False
UBE2L3,待新模態 (無已知遞送方式),repressor,0.6976068376068376,0,False,969.0,1905.0,2874.0,1071.0,0.266852087256841,,,,,,False
UBE2V2,待新模態 (無已知遞送方式),mixed,0.6149584487534626,0,True,1401.0,43.0,32.0,1444.0,,,,,,,True
UBIAD1,抗體 (表面但胞外域有限),mixed,0.5614754098360656,0,False,150.0,4.0,90.0,154.0,,,True,False,0.0,,False
UBL3,待新模態 (無已知遞送方式),mixed,0.6133333333333333,0,False,67.0,75.0,8.0,10.0,,,,,,,False
UBL7,待新模態 (無已知遞送方式),repressor,0.9493243243243243,0,False,295.0,1.0,296.0,1.0,,,False,False,,,False
UBR4,待新模態 (無已知遞送方式),mixed,0.4835069444444444,0,False,699.0,1209.0,585.0,510.0,,,False,False,,,False
UBR5,抗體 (表面但胞外域有限),mixed,0.5456490727532097,0,False,509.0,1197.0,1706.0,1303.0,,,True,False,0.0,CLINICALLY ACTIONABLE;DNA REPAIR,False
UBXN1,小分子 (胞內可成藥口袋),mixed,0.5884377967711301,0,False,3900.0,4440.0,3444.0,540.0,0.7192906263671383,2.0,,,,,False
UBXN6,待新模態 (無已知遞送方式),repressor,0.8024691358024691,0,False,135.0,27.0,21.0,162.0,,,,,,,False
UFC1,待新模態 (無已知遞送方式),mixed,0.5853658536585366,0,False,112.0,123.0,31.0,11.0,,,False,False,,,False
UFL1,待新模態 (無已知遞送方式),mixed,0.5589648798521257,0,False,671.0,650.0,1321.0,734.0,,,False,False,,,False
UFM1,待新模態 (無已知遞送方式),mixed,0.489501312335958,0,False,609.0,1670.0,2279.0,1385.0,1.0211132528084477,,,,,,False
UGDH,待新模態 (無已知遞送方式),mixed,0.5413793103448276,0,False,954.0,966.0,194.0,12.0,,,False,False,,,False
UGGT1,小分子 (胞內可成藥口袋),repressor,0.8461538461538461,0,False,34.0,52.0,22.0,18.0,,,False,False,,DRUGGABLE GENOME,False
ULK4,小分子 (胞內可成藥口袋),repressor,0.826530612244898,0,False,59.0,39.0,98.0,3.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
UQCC1,待新模態 (無已知遞送方式),repressor,0.673202614379085,0,False,,3.0,153.0,,,,False,False,,,False
UQCRB,待新模態 (無已知遞送方式),repressor,0.6584481508339376,0,False,219.0,360.0,440.0,579.0,,,,,,,False
UQCRQ,待新模態 (無已知遞送方式),mixed,0.6037735849056604,0,False,106.0,267.0,208.0,161.0,,,False,False,0.0,,False
URM1,待新模態 (無已知遞送方式),mixed,0.5607375271149675,0,False,378.0,431.0,438.0,53.0,,,,,,,False
USF2,待新模態 (無已知遞送方式),mixed,0.5353535353535354,0,False,55.0,44.0,99.0,25.0,,,False,False,,,False
USP10,待新模態 (無已知遞送方式),mixed,0.46557377049180326,0,False,38.0,112.0,119.0,74.0,,,,,,,False
USP13,待新模態 (無已知遞送方式),mixed,0.5959849435382685,0,False,795.0,797.0,2.0,2.0,,,False,False,,,False
USP22,待新模態 (無已知遞送方式),repressor,0.6725428238815899,0,False,598.0,1783.0,2381.0,1849.0,0.461151726275716,,,,,,False
USP24,待新模態 (無已知遞送方式),mixed,0.436241610738255,0,False,144.0,5.0,3.0,149.0,,,False,False,,,False
USP28,待新模態 (無已知遞送方式),mixed,0.6425339366515838,0,False,183.0,38.0,19.0,221.0,,,,,,,False
USP4,待新模態 (無已知遞送方式),repressor,0.75,0,False,63.0,13.0,18.0,76.0,,,,,,,False
UXS1,待新模態 (無已知遞送方式),mixed,0.5,0,False,161.0,172.0,28.0,11.0,,,False,False,0.0,,False
VARS2,小分子 (胞內可成藥口袋),mixed,0.5768261964735516,0,False,1093.0,54.0,784.0,1147.0,,,False,False,,DRUGGABLE GENOME;ENZYME,False
VAV1,小分子 (胞內可成藥口袋),mixed,0.6162940419056537,1,False,4828.0,70.0,4898.0,3575.0,0.3444029706478581,5.0,,,,,True
VBP1,待新模態 (無已知遞送方式),mixed,0.4807692307692308,0,False,41.0,11.0,14.0,52.0,,,,,,,False
VHL,小分子 (胞內可成藥口袋),repressor,0.8002528445006322,0,False,94.0,240.0,217.0,334.0,,,False,False,,CLINICALLY ACTIONABLE;ENZYME;TRANSCRIPTION FACTOR,False
VPS13A,待新模態 (無已知遞送方式),repressor,0.8571428571428571,0,False,83.0,1.0,1.0,84.0,,,False,False,,,False
VPS29,待新模態 (無已知遞送方式),repressor,0.6702025072324012,0,False,183.0,277.0,460.0,300.0,,,False,False,,,False
VPS4A,待新模態 (無已知遞送方式),mixed,0.54,0,False,49.0,1.0,5.0,50.0,,,,,,,False
VPS8,待新模態 (無已知遞送方式),repressor,0.702048417132216,0,True,535.0,2.0,4.0,537.0,,,False,False,,,True
WAC,待新模態 (無已知遞送方式),mixed,0.43578154425612053,0,False,1311.0,1165.0,2476.0,1669.0,,,False,False,,,False
WARS2,待新模態 (無已知遞送方式),mixed,0.5487804878048781,0,False,880.0,59.0,68.0,939.0,,,,,,,False
WAS,待新模態 (無已知遞送方式),repressor,0.7131313131313132,0,False,462.0,33.0,495.0,44.0,,,,,,,False
WASF2,待新模態 (無已知遞送方式),mixed,0.49887892376681614,0,False,681.0,723.0,42.0,169.0,,,,,,,False
