target_contrast_gene_name,max_de,mean_de,conditions_with_gt10,max_cells,any_offtarget,ontarget_sig_conditions,target_class
MRFAP1,1,0.3333333333333333,0,1089.0,False,0,gpcr
MRGPRD,1,0.3333333333333333,0,778.0,False,0,gpcr
NEK6,1,0.3333333333333333,0,736.0,False,0,kinase
NIPAL2,1,0.3333333333333333,0,930.0,False,0,transporter
NR1I2,1,0.3333333333333333,0,971.0,False,0,nuclear_receptor
NR4A2,1,0.3333333333333333,0,1083.0,False,1,nuclear_receptor
NR6A1,1,0.3333333333333333,0,430.0,False,0,nuclear_receptor
NTRK3,1,0.3333333333333333,0,484.0,False,0,kinase
OSMR,1,0.3333333333333333,0,605.0,False,0,cytokine_receptor
P2RY13,1,0.3333333333333333,0,344.0,False,0,gpcr
PAWR,1,0.3333333333333333,0,814.0,False,1,gpcr
PDGFA,1,0.3333333333333333,0,811.0,False,0,cytokine
RLN2,1,0.3333333333333333,0,635.0,False,1,cytokine
S1PR5,1,0.3333333333333333,0,835.0,False,0,gpcr
SCN8A,1,0.3333333333333333,0,513.0,False,0,ion_channel
SLC16A10,1,0.3333333333333333,0,313.0,False,0,transporter
SLC1A2,1,0.3333333333333333,0,719.0,False,0,transporter
SLC23A1,1,0.3333333333333333,0,192.0,False,0,transporter
SLC25A29,1,0.3333333333333333,0,1180.0,False,0,transporter
SLC29A3,1,0.3333333333333333,0,563.0,False,1,transporter
SLC3A1,1,0.3333333333333333,0,567.0,False,0,transporter
SLC40A1,1,0.3333333333333333,0,892.0,False,1,transporter
SLC46A3,1,0.3333333333333333,0,709.0,False,1,transporter
SLC5A2,1,0.3333333333333333,0,1074.0,False,0,transporter
TAC4,1,0.3333333333333333,0,641.0,False,0,cytokine
TAS2R20,1,0.3333333333333333,0,918.0,False,0,gpcr
THRB,1,0.3333333333333333,0,1165.0,False,0,nuclear_receptor
TSSK4,1,0.3333333333333333,0,223.0,False,0,kinase
TSSK6,1,0.3333333333333333,0,502.0,True,0,kinase
ABCC8,0,0.0,0,487.0,False,0,transporter
ABCG1,0,0.0,0,288.0,False,0,transporter
ANGPT2,0,0.0,0,1354.0,False,0,cytokine
AQP9,0,0.0,0,1326.0,False,0,ion_channel
BLK,0,0.0,0,779.0,False,0,kinase
BMP1,0,0.0,0,323.0,False,0,cytokine
BMP8B,0,0.0,0,519.0,False,0,cytokine
CACNA1H,0,0.0,0,584.0,False,0,ion_channel
CCL25,0,0.0,0,448.0,False,0,cytokine
CDC42BPB,0,0.0,0,561.0,False,0,kinase
CDK5,0,0.0,0,243.0,False,0,kinase
CELSR2,0,0.0,0,216.0,False,0,gpcr
CHRNA1,0,0.0,0,662.0,False,0,ion_channel
CHRNA6,0,0.0,0,703.0,False,0,ion_channel
CNTF,0,0.0,0,940.0,False,0,cytokine
CSF2RA,0,0.0,0,799.0,False,0,cytokine_receptor
CXCL11,0,0.0,0,632.0,False,0,cytokine
CXCL5,0,0.0,0,376.0,False,0,cytokine
EDA,0,0.0,0,613.0,False,0,cytokine
EFNA4,0,0.0,0,246.0,False,0,cytokine
ESRRB,0,0.0,0,1218.0,False,0,nuclear_receptor
F2RL1,0,0.0,0,728.0,False,0,gpcr
FGR,0,0.0,0,950.0,False,0,kinase
GPR34,0,0.0,0,673.0,False,0,gpcr
GPR75,0,0.0,0,171.0,False,0,gpcr;cytokine_receptor
GRIN2B,0,0.0,0,1063.0,False,0,ion_channel
HCAR1,0,0.0,0,353.0,False,0,gpcr
IL13RA1,0,0.0,0,526.0,False,0,cytokine_receptor
IL15,0,0.0,0,352.0,False,0,cytokine
IL17D,0,0.0,0,326.0,False,0,cytokine
IL17RE,0,0.0,0,363.0,False,0,cytokine_receptor
IL1B,0,0.0,0,561.0,False,0,cytokine
IL1R2,0,0.0,0,881.0,False,0,cytokine_receptor
IL36RN,0,0.0,0,1441.0,False,0,cytokine
KALRN,0,0.0,0,348.0,False,0,kinase
KCNG3,0,0.0,0,1979.0,False,0,ion_channel
KCNJ14,0,0.0,0,834.0,False,0,ion_channel
KCNMA1,0,0.0,0,452.0,False,0,ion_channel
LIFR,0,0.0,0,1233.0,False,0,cytokine_receptor
LTK,0,0.0,0,696.0,False,0,kinase
LYN,0,0.0,0,469.0,False,0,kinase
MAK,0,0.0,0,349.0,False,0,kinase
MCHR1,0,0.0,0,935.0,False,0,gpcr
NEK10,0,0.0,0,346.0,False,0,kinase
NR1H3,0,0.0,0,545.0,False,0,nuclear_receptor
NR2E3,0,0.0,0,907.0,False,0,nuclear_receptor
NRBP2,0,0.0,0,668.0,False,0,kinase
PAK3,0,0.0,0,2296.0,False,0,kinase
PGR,0,0.0,0,382.0,False,0,nuclear_receptor
PLK2,0,0.0,0,971.0,False,0,kinase
POMC,0,0.0,0,904.0,False,0,cytokine
PTAFR,0,0.0,0,922.0,False,0,gpcr
PTGDR2,0,0.0,0,642.0,False,0,gpcr
PTK2,0,0.0,0,1298.0,False,0,kinase
RORC,0,0.0,0,1352.0,False,0,nuclear_receptor
SCNN1D,0,0.0,0,1042.0,False,0,ion_channel
SIK1,0,0.0,0,851.0,False,0,kinase
SLC15A3,0,0.0,0,446.0,False,0,transporter
SLC17A1,0,0.0,0,780.0,False,0,transporter
SLC17A9,0,0.0,0,511.0,False,0,transporter
SLC22A17,0,0.0,0,374.0,False,0,transporter
SLC25A34,0,0.0,0,830.0,False,0,transporter
SLC26A1,0,0.0,0,939.0,False,0,transporter
SLC26A3,0,0.0,0,550.0,False,0,transporter
SLC2A14,0,0.0,0,994.0,False,0,transporter
SLC35E2A,0,0.0,0,532.0,False,0,transporter
SLC39A4,0,0.0,0,1305.0,False,0,transporter
SLC44A3,0,0.0,0,215.0,False,0,transporter
SLC45A4,0,0.0,0,1137.0,False,0,transporter
SLC4A8,0,0.0,0,377.0,False,0,transporter
SLC6A1,0,0.0,0,695.0,False,0,transporter
SLC7A8,0,0.0,0,1105.0,False,0,transporter
TAS2R14,0,0.0,0,727.0,False,0,gpcr
TAS2R5,0,0.0,0,699.0,False,0,gpcr
TNFRSF13C,0,0.0,0,357.0,False,0,cytokine_receptor
TNFSF4,0,0.0,0,1165.0,False,0,cytokine
TRPC1,0,0.0,0,753.0,False,0,ion_channel
ZACN,0,0.0,0,459.0,False,0,ion_channel
