target_contrast_gene_name,culture_condition,n_cells_target,n_total_de_genes,ontarget_effect_size,offtarget_flag,crossdonor_correlation_mean,crossguide_correlation,has_crossdonor,has_crossguide,low_crossdonor,low_crossguide,low_cells
KRI1,Rest,45.0,96,-2.2416412326569435,False,,,False,False,False,False,True
KRR1,Stim8hr,66.0,146,-8.423581094043689,False,-0.0058226550895223,,True,False,True,False,True
KRT72,Stim8hr,356.0,105,0.0,False,0.3048432032010466,-0.0813488142991886,True,True,False,True,False
KTI12,Rest,588.0,768,-6.777109878128362,False,0.4755410732154333,0.8080620383519441,True,True,False,False,False
KTI12,Stim48hr,594.0,730,-6.988794114717096,False,0.5188252370639138,0.7517007359818292,True,True,False,False,False
KTI12,Stim8hr,564.0,826,-9.91023356262024,False,0.6103894677841938,0.7885624893042608,True,True,False,False,False
KTN1,Stim8hr,454.0,108,-15.990671608166569,False,0.4278896915977643,0.4121591874277955,True,True,False,False,False
L2HGDH,Rest,1130.0,110,-11.1694666209329,False,0.76389519750564,0.6542429029668473,True,True,False,False,False
L2HGDH,Stim48hr,952.0,118,-14.868414380614444,False,0.7065268724355646,0.3847174242628816,True,True,False,False,False
L2HGDH,Stim8hr,1057.0,113,-13.417897254485442,False,0.6377016478193712,0.7686288621769232,True,True,False,False,False
L3MBTL2,Rest,1501.0,364,-19.05116829205364,False,0.7970887144561879,0.8953668082254403,True,True,False,False,False
L3MBTL2,Stim48hr,1440.0,497,-16.552379039046304,False,0.7874991286491383,0.8542680141331053,True,True,False,False,False
L3MBTL2,Stim8hr,1460.0,365,-25.58555447219236,False,0.7640623059434679,0.8238014109514888,True,True,False,False,False
LAGE3,Rest,159.0,65,-7.162660442652416,False,0.316321684272019,,True,False,False,False,True
LAGE3,Stim8hr,191.0,188,-7.99444057595167,True,0.5069511689981231,0.5377884750596141,True,True,False,False,True
LAIR2,Stim48hr,200.0,198,-2.0541981562401306,False,0.1448066189033783,0.1304600607561031,True,True,True,True,False
LAMP1,Rest,777.0,238,-28.50019697863141,False,-0.1024185294040895,0.3155621003673503,True,True,True,False,False
LAMTOR2,Rest,239.0,405,-12.725978555991086,False,0.5787046883305744,,True,False,False,False,False
LAMTOR2,Stim48hr,204.0,2063,-11.781630625970642,True,0.576873423199124,0.6400518871426017,True,True,False,False,False
LAMTOR2,Stim8hr,233.0,593,-12.35746344409713,True,0.5364011955700031,,True,False,False,False,False
LAMTOR3,Rest,315.0,87,-12.212162085264374,False,0.5836972590258389,0.2671413263998433,True,True,False,False,False
LAMTOR3,Stim48hr,358.0,159,-12.606328554361422,False,0.7071606347571459,-0.2280536784234014,True,True,False,True,False
LAMTOR3,Stim8hr,303.0,182,-11.773049828871605,False,0.4172463557194664,-0.1395866616145623,True,True,False,True,False
LAMTOR4,Stim48hr,542.0,684,-27.806857445075515,False,0.5727263594398977,0.9233047758515232,True,True,False,False,False
LAMTOR4,Stim8hr,467.0,334,-22.13175037329848,False,0.466211630457132,0.9937302089490712,True,True,False,False,False
LAMTOR5,Stim48hr,181.0,346,-12.421701870760057,False,0.4665024783028813,,True,False,False,False,True
LARP4,Stim48hr,600.0,67,-21.597968275562067,False,0.5440040349693976,,True,False,False,False,False
LARS2,Rest,352.0,122,-7.010219356401855,False,0.3667199467997836,0.7563350718127096,True,True,False,False,False
LARS2,Stim48hr,232.0,601,-2.50424920562109,False,0.4391594974204867,0.0941412815382787,True,True,False,True,False
LARS2,Stim8hr,414.0,813,-10.311869518652122,False,0.4505484141800788,0.7866981878912155,True,True,False,False,False
LAT,Stim48hr,295.0,3187,-12.43463036547714,False,0.6240149300369727,,True,False,False,False,False
LAT,Stim8hr,469.0,5536,-17.262825348106805,False,0.696844881625302,,True,False,False,False,False
LAT2,Rest,2900.0,193,-5.378235358881576,False,-0.2538053692788226,,True,False,True,False,False
LAT2,Stim48hr,3101.0,131,-12.320845143634871,False,-0.1698517477768036,0.4252700691813647,True,True,True,False,False
LAT2,Stim8hr,3893.0,254,-6.457486825015196,False,-0.2846887365860755,0.3537325626375114,True,True,True,False,False
LBH,Rest,70.0,1002,-2.3077139662464146,False,0.3251266127513131,,True,False,False,False,True
LBH,Stim48hr,192.0,162,-1.595403889186349,False,0.4345294934538929,,True,False,False,False,True
LBH,Stim8hr,139.0,108,-3.796931019311603,False,-0.0407006939838924,0.1153578935262506,True,True,True,True,True
LCK,Rest,102.0,309,-10.907615125457276,False,0.5013491880945743,,True,False,False,False,True
LCK,Stim48hr,107.0,916,-9.689430654295728,False,0.5973133456685568,,True,False,False,False,True
LCK,Stim8hr,116.0,2414,-8.989514710597316,False,0.6090761699866419,,True,False,False,False,True
LCP2,Stim48hr,54.0,1535,-1.697510546026582,False,0.5292536764056631,,True,False,False,False,True
LCP2,Stim8hr,153.0,4982,-7.147499177948063,False,0.7656418390628641,,True,False,False,False,True
LENG8,Rest,99.0,71,-3.6046831494179097,False,-0.0726542614436715,,True,False,True,False,True
LEO1,Rest,347.0,3015,-11.243671145872888,False,0.6229945740620985,0.7463857564501035,True,True,False,False,False
LEO1,Stim48hr,169.0,1791,-10.59556693725946,False,0.6103807327330165,0.6312018039400796,True,True,False,False,True
LEO1,Stim8hr,226.0,2664,-13.311349892022893,False,0.6252815380618597,0.6824137697364737,True,True,False,False,False
LETM2,Stim48hr,491.0,386,-6.1532450055532255,False,0.3157105856813119,,True,False,False,False,False
LIG1,Rest,83.0,1057,-6.483381765805426,False,0.3850676068419508,,True,False,False,False,True
LIG1,Stim48hr,70.0,70,-6.77014654799845,False,0.2226228210975934,,True,False,False,False,True
LIG1,Stim8hr,92.0,712,-6.059690265673706,True,0.4199637720185261,0.4370930882964498,True,True,False,False,True
LIG3,Stim48hr,300.0,1177,-6.980123824563979,False,0.5473357736482607,0.6699397721050439,True,True,False,False,False
LIG4,Stim8hr,284.0,106,-7.599749539777823,False,-0.0449871363412167,0.4216004657264522,True,True,True,False,False
LIN37,Rest,455.0,143,-6.023815166146417,False,0.5701327363150552,0.7714830955651808,True,True,False,False,False
LIN37,Stim8hr,410.0,259,-4.864658315942389,False,0.1737857192971339,-0.1130315572816748,True,True,True,True,False
LMAN1,Stim48hr,140.0,52,-8.63621553411263,False,0.4411327042503258,0.6021992431031771,True,True,False,False,True
LMNA,Rest,560.0,58,-8.317813943090425,False,0.502602791371178,0.6782068460937382,True,True,False,False,False
LMO4,Stim48hr,38.0,150,-3.9109719652980415,False,,,False,False,False,False,True
LMTK2,Rest,520.0,76,-6.733044712972304,False,-0.1659333700714217,0.5455323849274493,True,True,True,False,False
LMTK2,Stim8hr,614.0,600,-8.517262142169765,False,0.1101639995432409,0.4755671597821264,True,True,True,False,False
LOXL4,Rest,669.0,94,0.0,False,-0.0642067914231362,-0.1019164657078246,True,True,True,True,False
LOXL4,Stim8hr,808.0,107,0.0,False,-0.0065709389355266,0.7153706780805311,True,True,True,False,False
LPCAT3,Rest,595.0,144,-6.130583635671935,False,0.0693544982144342,0.4027680827507979,True,True,True,False,False
LPCAT3,Stim8hr,576.0,62,-7.740137789529743,False,0.5949316149422101,0.6638595138623239,True,True,False,False,False
LRBA,Stim48hr,351.0,223,-17.53319371518427,False,0.602025171720237,-0.1190748292200974,True,True,False,True,False
LRBA,Stim8hr,376.0,2993,-17.732844265379157,False,0.6227153393845225,-0.103421063444402,True,True,False,True,False
LRIG1,Stim8hr,403.0,139,-14.778718120697564,False,0.5766843916629849,0.0118866742626647,True,True,False,True,False
LRP2BP,Rest,2396.0,1280,-1.4759743404264567,True,0.0399995788687008,0.0644866544001677,True,True,True,True,False
LRP2BP,Stim8hr,2717.0,1731,-2.283402654077277,True,0.0418604152083609,0.0113514378380537,True,True,True,True,False
LRP5,Stim48hr,941.0,295,-9.405910977648142,False,0.5398429151458458,0.6076862875152029,True,True,False,False,False
LRP6,Rest,1298.0,1997,0.0,False,0.6123880554316077,0.1500792139662518,True,True,False,True,False
LRP6,Stim48hr,1199.0,120,0.0,False,0.4333573171891835,0.0083407652345814,True,True,False,True,False
LRP6,Stim8hr,1147.0,205,0.0,False,0.6922713903482522,0.1905315851057157,True,True,False,True,False
LRPPRC,Rest,485.0,772,-20.348072240103072,False,0.7083371725286173,0.9373180003148054,True,True,False,False,False
LRPPRC,Stim48hr,197.0,1926,-18.83716571849336,False,0.5897020969057564,0.7676988828701862,True,True,False,False,False
LRPPRC,Stim8hr,475.0,771,-36.572856837648416,False,0.6740883574092907,0.8184980566713371,True,True,False,False,False
LRR1,Stim48hr,39.0,62,-2.7690125383533943,False,,,False,False,False,False,True
LRR1,Stim8hr,41.0,75,-1.1941980248962925,False,,,False,False,False,False,True
LRRC25,Rest,1034.0,70,0.0,False,0.5003429801036994,,True,False,False,False,False
LRRC25,Stim48hr,1039.0,131,0.0,False,0.4762618425917646,,True,False,False,False,False
LRRC25,Stim8hr,1028.0,104,0.0,False,0.5980123971787746,,True,False,False,False,False
LRRC8A,Stim48hr,1553.0,448,-11.415121246269791,False,0.0088816933228674,0.0349454713479662,True,True,True,True,False
LRRC8B,Stim48hr,318.0,58,-10.42444420956444,False,0.3605686097860098,0.149411206699435,True,True,False,True,False
LSM10,Rest,70.0,113,-2.996819494365235,False,0.3323327019704212,,True,False,False,False,True
LSM10,Stim48hr,60.0,62,-4.664484319389729,False,0.3613020633998914,,True,False,False,False,True
LSM11,Stim48hr,157.0,60,-3.162061286404719,False,0.0282185970797713,,True,False,True,False,True
LSM12,Rest,538.0,535,-10.17704072962226,True,0.4469391934349495,0.3724124281366294,True,True,False,False,False
LSM12,Stim48hr,489.0,520,-14.500976213335004,False,0.2630100327387182,0.8523575334611024,True,True,False,False,False
LSM12,Stim8hr,510.0,345,-14.570263944842134,True,0.6097976870128493,0.8744924871158319,True,True,False,False,False
LSM14A,Stim48hr,334.0,137,-14.34680012488004,False,0.1724307026993349,0.3170121086009212,True,True,True,False,False
LSM8,Stim8hr,38.0,51,-2.3016380501247857,False,,,False,False,False,False,True
LSMEM1,Stim48hr,295.0,52,0.6464931515844965,False,-0.332170038281747,,True,False,True,False,False
LSS,Stim48hr,165.0,153,-4.529922006029138,False,-0.0311282487938327,-0.6196286532617425,True,True,True,True,True
LTB4R,Rest,1472.0,192,-4.168650527238961,True,0.253835458264292,0.1349563288435095,True,True,False,True,False
LTB4R,Stim48hr,1420.0,643,-6.802610852551459,True,0.1650624879935119,0.1162857728170705,True,True,True,True,False
LTB4R,Stim8hr,1511.0,318,-3.798240309004471,True,0.0968342380956963,-0.1914038483792841,True,True,True,True,False
LUC7L3,Rest,48.0,165,-6.360490699528123,False,,,False,False,False,False,True
LUC7L3,Stim48hr,44.0,59,-6.947074666206545,False,,,False,False,False,False,True
LUC7L3,Stim8hr,46.0,121,-5.926369466561556,False,,,False,False,False,False,True
LYRM2,Rest,644.0,63,-7.619281840105128,False,0.126077902679124,0.2570853055468798,True,True,True,False,False
LYRM2,Stim8hr,539.0,55,-6.831894556299666,False,0.0346141394908962,0.4475232727554793,True,True,True,False,False
LZTS1,Rest,1390.0,163,-6.905374902907457,False,-0.1512413124117788,,True,False,True,False,False
LZTS1,Stim48hr,1138.0,180,-9.603329884799702,False,0.060427846965321,,True,False,True,False,False
LZTS1,Stim8hr,1275.0,332,-3.92619948716412,False,-0.0075321460395292,,True,False,True,False,False
MAEA,Rest,391.0,1651,-14.284705203720616,False,0.4727164076542438,0.5578829689977844,True,True,False,False,False
MAEA,Stim8hr,423.0,1190,-17.534725372837727,False,0.3845709837078778,0.3765232285448123,True,True,False,False,False
MAF,Stim48hr,726.0,138,-3.21295824213651,False,0.521213600126477,0.2164911885086805,True,True,False,False,False
MAGEH1,Rest,1167.0,92,-14.033444125737764,False,-0.0252798836141155,0.7024201156858795,True,True,True,False,False
MALT1,Stim48hr,325.0,1412,-10.286477434070948,False,0.6191648200556161,0.6025026541827538,True,True,False,False,False
MALT1,Stim8hr,391.0,1640,-12.15938543215661,False,0.6350755752999047,0.6743583865333728,True,True,False,False,False
MAN1A2,Rest,384.0,377,-3.0717855763351585,False,-0.1127858764001482,,True,False,True,False,False
MAN2A1,Rest,559.0,84,-15.436309488398674,False,-0.1386520962417831,0.7441652201851839,True,True,True,False,False
MANEA,Rest,228.0,280,-6.033402461447811,False,0.1939641556819856,,True,False,True,False,False
MANF,Rest,462.0,77,-17.727301548524096,True,0.550977296381085,0.9464185075634663,True,True,False,False,False
MAP1LC3B,Rest,601.0,167,-19.62289444135969,False,0.3647592244503577,-0.3101875551187719,True,True,False,True,False
MAP3K1,Stim8hr,670.0,90,-6.8730786506149615,False,0.2135823460568086,0.6703726169870382,True,True,False,False,False
MAP3K13,Stim8hr,668.0,52,-8.409813084648617,False,0.4627172546202224,0.2055260039039587,True,True,False,False,False
MAP3K5,Stim48hr,181.0,76,-6.139111544840623,False,0.4391463360018026,,True,False,False,False,True
MAP3K5,Stim8hr,215.0,199,-7.728972787400442,False,0.4472816675689535,,True,False,False,False,False
MAP4K1,Stim8hr,809.0,94,-18.18622205501268,False,0.445241539822072,0.6046414130153626,True,True,False,False,False
MAP6D1,Stim8hr,716.0,59,-2.78189914504439,False,-0.0301345918014257,-0.1036737029045613,True,True,True,True,False
MAPK14,Stim48hr,744.0,106,-21.58386026336602,False,0.0462259487618007,,True,False,True,False,False
MAPKAP1,Rest,414.0,101,-13.609030861193368,False,0.4707994697534146,,True,False,False,False,False
MAPKAP1,Stim48hr,352.0,265,-13.078075581760658,False,0.6028189141870561,,True,False,False,False,False
MAPRE3,Rest,96.0,73,-0.9769287354999564,False,0.1060131032275,,True,False,True,False,True
MAPRE3,Stim48hr,165.0,151,-2.7270060501216338,False,0.1406365475817379,,True,False,True,False,True
MARK2,Stim8hr,403.0,66,-11.46923275305397,False,0.604150984692123,0.2605048898877112,True,True,False,False,False
MARS1,Stim8hr,54.0,200,-3.016363616472807,False,,,False,False,False,False,True
MATR3,Rest,331.0,51,0.0,False,-0.0361937794568702,,True,False,True,False,False
MATR3,Stim48hr,382.0,95,0.0,False,0.3072386997049465,0.347108695470346,True,True,False,False,False
MAU2,Rest,978.0,428,-4.770866576266961,True,0.4321479530475526,0.8175720482992802,True,True,False,False,False
MAU2,Stim48hr,819.0,113,-2.98637386237916,False,0.4565912705896902,,True,False,False,False,False
MAU2,Stim8hr,837.0,324,-3.2923560945009687,True,0.4352100955323843,0.0995849510248249,True,True,False,True,False
MAX,Rest,1352.0,90,-20.673799679098924,False,0.0147547250531545,0.1309114186703106,True,True,True,True,False
MAX,Stim48hr,1208.0,101,-13.84017696365733,False,0.2951427973939038,0.2618564997936718,True,True,False,False,False
MAX,Stim8hr,1309.0,2223,-18.59104351892798,False,0.5725178259619729,0.7686436511925461,True,True,False,False,False
MBD2,Rest,75.0,573,-9.554739902324073,False,0.4631765385574016,,True,False,False,False,True
MBD2,Stim48hr,51.0,187,-9.985841972590933,False,-0.0763049939789681,,True,False,True,False,True
MBD2,Stim8hr,89.0,927,-12.462433967324252,False,0.5348660511284821,,True,False,False,False,True
MBD3,Rest,1522.0,54,-18.776645629844563,True,0.6597555119248978,0.5807614536177386,True,True,False,False,False
MBD3,Stim48hr,1419.0,197,-20.62034022352829,True,0.8287863389124026,0.6840229491954543,True,True,False,False,False
MBD3,Stim8hr,1466.0,75,-30.313357339049112,True,0.772067399071533,0.4121991660201451,True,True,False,False,False
MBD5,Stim48hr,237.0,91,-2.776432458226015,False,0.3551626707685076,,True,False,False,False,False
MBD5,Stim8hr,308.0,2254,-2.2273498791259,True,0.4198412965705138,0.1444083829253265,True,True,False,True,False
MBIP,Stim48hr,239.0,308,-9.245418175174024,False,0.4547221644585582,0.7346130901165367,True,True,False,False,False
MBIP,Stim8hr,293.0,86,-10.236368329561014,False,0.4446953634150671,0.6309405950738544,True,True,False,False,False
MBTPS1,Rest,226.0,61,-10.987160847060244,False,0.7819955470641418,,True,False,False,False,False
MBTPS1,Stim48hr,115.0,1271,-7.135912951816285,False,0.4461983447579691,,True,False,False,False,True
MBTPS1,Stim8hr,234.0,280,-15.357483470648544,False,0.6060917501800974,0.9234022203007424,True,True,False,False,False
MBTPS2,Stim8hr,51.0,60,0.0,False,0.2615695531081913,,True,False,False,False,True
MCAT,Rest,663.0,113,-7.175099370322148,True,0.3415521098651374,,True,False,False,False,False
MCAT,Stim48hr,615.0,780,-6.418786701327412,True,0.3380688920417835,0.8144859578244059,True,True,False,False,False
MCEE,Stim8hr,101.0,66,-2.9479749486732376,False,0.045314372195374,,True,False,True,False,True
MCFD2,Stim8hr,208.0,244,-1.0647185426980597,True,0.3010572530384142,,True,False,False,False,False
MCM8,Stim48hr,273.0,356,-13.815480017712192,False,0.5628332955167077,0.9079696266680076,True,True,False,False,False
MCM8,Stim8hr,329.0,217,-11.858176891697877,False,0.577772874225274,0.737295097571985,True,True,False,False,False
MCTS1,Rest,1253.0,974,-24.58791164267637,False,0.6883509578862975,0.7533817865517203,True,True,False,False,False
MCTS1,Stim48hr,1038.0,1184,-31.820355634546186,False,0.6368540887916411,0.7751359252451592,True,True,False,False,False
MCTS1,Stim8hr,1231.0,1361,-31.324994633035715,True,0.4939144663931858,0.812946381793353,True,True,False,False,False
MCUR1,Stim48hr,898.0,153,-24.461084062705407,False,0.6471094826441738,,True,False,False,False,False
MDH2,Stim48hr,998.0,186,-14.912016561978328,True,0.4734030743918002,0.8211547086036489,True,True,False,False,False
MDM4,Rest,134.0,109,-10.707865812802492,False,0.2996398145986058,,True,False,False,False,True
MDM4,Stim48hr,117.0,61,-15.929331454979012,False,0.2262238387010677,,True,False,False,False,True
ME3,Stim48hr,55.0,116,-0.7089589051863894,False,0.2944106937634933,,True,False,False,False,True
MEAF6,Rest,58.0,159,-5.216552339951499,False,0.3174022852544969,,True,False,False,False,True
MEAF6,Stim48hr,77.0,307,-6.428732164364304,False,0.5132551487278778,,True,False,False,False,True
MEAF6,Stim8hr,64.0,469,-8.32808852313446,False,0.4475884351115142,,True,False,False,False,True
MED1,Rest,186.0,252,-7.355348804558413,False,0.3021771983548476,,True,False,False,False,True
MED1,Stim48hr,142.0,232,-9.290765371576857,False,0.6052106676446193,,True,False,False,False,True
MED1,Stim8hr,204.0,819,-10.966430312828733,False,0.5039760951543453,,True,False,False,False,False
MED10,Stim8hr,40.0,139,-5.407610268418227,False,,,False,False,False,False,True
MED12,Rest,229.0,2843,-8.979948184824966,False,0.723523675656954,0.7786355479438286,True,True,False,False,False
MED12,Stim48hr,191.0,2046,-7.788262050419376,False,0.6920505813159682,,True,False,False,False,True
MED12,Stim8hr,219.0,4142,-8.788787110955338,False,0.7370848851627493,0.7760337300577285,True,True,False,False,False
MED13,Stim48hr,1501.0,629,-31.269421982409806,False,0.7001086149608483,0.8775446827402303,True,True,False,False,False
MED13,Stim8hr,1232.0,220,-32.15656256089598,False,0.8204515113832946,,True,False,False,False,False
MED14,Rest,237.0,120,-7.592874060024137,False,0.3220749851067424,,True,False,False,False,False
MED14,Stim48hr,140.0,135,-6.244229802166856,False,0.3706607962285003,,True,False,False,False,True
MED14,Stim8hr,170.0,367,-4.983774634202165,False,0.2171835541881972,,True,False,False,False,True
MED15,Rest,1294.0,2807,-25.02247865139637,False,0.647521738684884,0.8421596538368974,True,True,False,False,False
MED15,Stim48hr,835.0,1341,-26.3227085082091,False,0.614893435660611,0.7130785661573716,True,True,False,False,False
MED15,Stim8hr,1184.0,2051,-29.447528669704624,False,0.5381402352730243,0.7501715214226644,True,True,False,False,False
MED19,Rest,877.0,2012,-7.033382304404051,True,0.5845785199661471,0.311679966683626,True,True,False,False,False
MED19,Stim48hr,660.0,1270,-7.338481332787601,True,0.509276822833249,0.6114426020078028,True,True,False,False,False
MED19,Stim8hr,977.0,3869,-9.381742686028856,True,0.5406355656127327,0.6812817347938915,True,True,False,False,False
MED23,Rest,729.0,147,-13.611336058348048,False,0.6730298586970616,,True,False,False,False,False
MED23,Stim48hr,786.0,367,-17.50997315550852,False,0.6986511487397387,0.906387529972482,True,True,False,False,False
MED23,Stim8hr,754.0,1012,-16.087550336749366,False,0.6792845739195387,0.6784623051739016,True,True,False,False,False
MED24,Rest,755.0,1539,-18.39796710107933,False,0.6816897449661056,0.8013513649743694,True,True,False,False,False
MED24,Stim48hr,669.0,1607,-21.819727601109733,True,0.7294867167540463,0.8424869694026764,True,True,False,False,False
MED24,Stim8hr,700.0,2795,-22.11254349967264,True,0.741860870664107,0.8186636970053354,True,True,False,False,False
MEIS3,Stim48hr,169.0,74,0.0,False,0.341266473831106,,True,False,False,False,True
MEMO1,Rest,55.0,542,0.0,False,0.1567687196224564,,True,False,True,False,True
MEMO1,Stim48hr,47.0,143,0.0,False,,,False,False,False,False,True
MEMO1,Stim8hr,64.0,790,0.0,False,0.2008165392511363,,True,False,False,False,True
MEN1,Rest,165.0,604,-3.0742309306130062,False,0.4850605864359671,,True,False,False,False,True
MEN1,Stim48hr,128.0,2157,-3.096732726094004,False,0.614224549530916,0.650023178314303,True,True,False,False,True
MEN1,Stim8hr,189.0,1316,-4.519639994663155,True,0.6052554015044473,0.6224055660244344,True,True,False,False,True
MEST,Rest,2132.0,825,-2.025546552837528,False,0.4790371808193513,,True,False,False,False,False
MEST,Stim48hr,1449.0,81,-2.193096395964905,False,0.4759396411452145,,True,False,False,False,False
MEST,Stim8hr,1799.0,682,-6.035064773397279,False,0.5138547722472486,,True,False,False,False,False
METAP2,Rest,226.0,772,-11.459362621343445,False,0.3234210268026553,0.5658624623978022,True,True,False,False,False
METAP2,Stim48hr,131.0,528,-11.218003907370491,False,0.4278910241316642,,True,False,False,False,True
METAP2,Stim8hr,186.0,376,-19.6254880459384,False,0.3939144399182954,0.2210605191724857,True,True,False,False,True
METRN,Rest,108.0,78,-2.113629523462994,False,0.037990922148826,-0.870149208763985,True,True,True,True,True
METTL1,Rest,272.0,515,-4.18344027268101,False,0.3899873835596788,0.3675192980884439,True,True,False,False,False
METTL1,Stim48hr,182.0,1283,-3.666250028283999,False,0.5435995220024957,0.6057850263430709,True,True,False,False,True
METTL1,Stim8hr,259.0,1047,-11.6338180420304,False,0.64767541500634,0.6886495111306119,True,True,False,False,False
METTL14,Rest,67.0,55,-3.1709958711334427,False,0.0818690326234032,,True,False,True,False,True
METTL17,Stim48hr,647.0,53,-15.72289803835836,False,0.5643056280756729,0.7958611232821651,True,True,False,False,False
METTL23,Stim48hr,709.0,141,-24.406049161281363,True,0.7792214033354569,0.9342010411867532,True,True,False,False,False
METTL25B,Rest,29.0,283,-0.4550910447454361,False,,,False,False,False,False,True
METTL3,Stim8hr,123.0,132,-5.96774944532472,False,0.2825903874104331,0.1991623667963374,True,True,False,True,True
MFHAS1,Rest,673.0,64,-13.864325739802007,False,0.0225851240261365,,True,False,True,False,False
MFHAS1,Stim48hr,665.0,66,-18.80286071710203,False,-0.0788258595351376,0.1071706760792419,True,True,True,True,False
MFHAS1,Stim8hr,651.0,334,-14.765515906711492,False,0.0401417104663424,,True,False,True,False,False
MFN2,Rest,160.0,214,-2.393423082009268,False,0.1901435672098064,,True,False,True,False,True
MFN2,Stim8hr,157.0,169,-3.124743208317288,False,0.1633436539052242,,True,False,True,False,True
MFSD6,Stim48hr,111.0,86,-5.406934078207955,False,0.3821829870894015,,True,False,False,False,True
MGA,Rest,1472.0,56,-8.7116488743981,False,0.4206226951344904,0.843843179931558,True,True,False,False,False
MGA,Stim48hr,1301.0,123,-9.354986697548672,False,0.6914916137347534,0.9615820591657124,True,True,False,False,False
MGA,Stim8hr,1308.0,131,-14.397544384770688,False,0.6196182279291387,0.7007526401608544,True,True,False,False,False
MIA2,Rest,608.0,53,-11.604567803615726,False,0.5651379800380927,0.9951714337379508,True,True,False,False,False
MIA2,Stim48hr,567.0,1566,-12.660553407161007,False,0.6328756786261861,0.7233572588066495,True,True,False,False,False
MIA3,Rest,121.0,523,-4.544104555188448,False,0.1971480295085301,,True,False,True,False,True
MICOS10,Rest,117.0,68,-11.062869054878968,False,,,False,False,False,False,True
MICOS10,Stim48hr,62.0,461,-7.599455689881452,False,,,False,False,False,False,True
MICOS13,Stim48hr,231.0,134,-5.689678080456388,False,,,False,False,False,False,False
MIDN,Stim8hr,499.0,59,-13.826643754398292,False,0.520122707817271,0.9977725389102396,True,True,False,False,False
MIEN1,Rest,620.0,98,-16.135541248292913,False,0.6743551375497424,0.492263620531698,True,True,False,False,False
MIGA2,Stim48hr,1365.0,76,-13.166360519929986,True,0.9155609691917102,0.9991176606767924,True,True,False,False,False
MIOS,Rest,84.0,469,-3.7428079003456873,False,0.043194835000393,0.0076908942224081,True,True,True,True,True
MIOS,Stim48hr,83.0,768,-4.388312200946748,False,0.4129439186346689,,True,False,False,False,True
MIOS,Stim8hr,103.0,425,-6.531385430953042,False,0.1390584961037788,0.1599378053530615,True,True,True,True,True
MIPEP,Rest,866.0,152,-7.56025045458347,False,0.5885623065593021,0.9902518724731731,True,True,False,False,False
MIPEP,Stim48hr,496.0,2144,-6.004003365005119,False,0.6453015432200847,0.8258929559568762,True,True,False,False,False
MIPEP,Stim8hr,793.0,414,-8.40054606158639,False,0.6871047278093142,0.9563004781417416,True,True,False,False,False
MITD1,Stim48hr,465.0,250,-14.5791804553374,False,0.3281410319592788,0.5120500373576934,True,True,False,False,False
MLKL,Stim48hr,1845.0,80,-18.53978289533166,False,-0.0849565210374607,0.2462175887274196,True,True,True,False,False
MLLT3,Stim8hr,51.0,53,-3.476552047975696,False,0.1243165501758244,,True,False,True,False,True
MLST8,Rest,369.0,298,-11.69534534577704,False,0.4916013992545012,0.6281888134453124,True,True,False,False,False
MLST8,Stim48hr,258.0,564,-13.872193473349792,False,0.4728563777814695,0.7410608965774769,True,True,False,False,False
MLST8,Stim8hr,307.0,131,-17.151660967679785,False,0.6708801964455257,0.8739048795438363,True,True,False,False,False
MLYCD,Rest,352.0,178,-4.575664124867232,False,0.7253005818889765,,True,False,False,False,False
MLYCD,Stim48hr,138.0,520,-2.484085249874137,False,0.4884772478216275,,True,False,False,False,True
MMAB,Rest,539.0,837,-4.01325641713202,False,0.1578113360071698,0.1809487637624748,True,True,True,True,False
MMAB,Stim48hr,401.0,744,-5.404070778064618,False,0.2057247862027189,0.1454124983694573,True,True,False,True,False
MMAB,Stim8hr,597.0,506,-7.199745899639233,False,0.2703681198338213,0.377703984405059,True,True,False,False,False
MMGT1,Stim48hr,373.0,730,-11.3911227905986,False,0.4851962488943127,0.6598124138161257,True,True,False,False,False
MMGT1,Stim8hr,508.0,65,-16.84693705119878,False,0.6451781283774941,0.870370351407309,True,True,False,False,False
MMP9,Rest,746.0,300,0.0,False,-0.1441380377428514,-0.4266169963558628,True,True,True,True,False
MMP9,Stim8hr,919.0,178,0.0,False,-0.1542482979279767,-0.468963849147364,True,True,True,True,False
MNT,Stim8hr,246.0,53,0.0,False,0.1870397140750117,-0.0730831868579212,True,True,True,True,False
MOB1A,Rest,793.0,374,-25.06202138609989,False,0.3866331949481789,,True,False,False,False,False
MOCS3,Rest,110.0,102,-3.6035519903344952,True,0.0912624063633517,,True,False,True,False,True
MOCS3,Stim8hr,115.0,145,-5.741721727046848,True,0.5132683853298002,,True,False,False,False,True
MOGS,Stim8hr,531.0,53,-21.20356124860214,False,0.8075489620273895,0.3342169151241571,True,True,False,False,False
MORC2,Rest,1175.0,413,-8.234791275592457,False,-0.0172763058941361,,True,False,True,False,False
MORC2,Stim48hr,957.0,83,-11.903075455438644,False,0.0593541034422444,,True,False,True,False,False
MORC2,Stim8hr,1123.0,801,-18.93612104023222,False,0.1847078773178529,,True,False,True,False,False
MORF4L1,Stim48hr,1077.0,59,-23.01181807402024,False,0.7289488868103066,,True,False,False,False,False
MORF4L1,Stim8hr,930.0,221,-20.33896706856048,False,0.7364733847739783,0.855225120405762,True,True,False,False,False
