target_contrast_gene_name,culture_condition,n_cells_target,n_total_de_genes,ontarget_effect_size,offtarget_flag,crossdonor_correlation_mean,crossguide_correlation,has_crossdonor,has_crossguide,low_crossdonor,low_crossguide,low_cells
WBP4,Stim8hr,188.0,203,-9.594524744448645,False,0.1830524704616488,0.2343189448742024,True,True,True,False,True
WDFY1,Stim48hr,11510.0,55,-10.203916268267896,False,0.0138625486425631,-0.0183242982414424,True,True,True,True,False
WDR18,Stim48hr,45.0,60,-0.6996554255272106,False,,,False,False,False,False,True
WDR24,Stim8hr,138.0,129,-5.989888764069207,False,0.2545038162040705,,True,False,False,False,True
WDR44,Rest,193.0,272,-6.5507424795785205,False,0.4592832202187131,0.8719592173914813,True,True,False,False,True
WDR44,Stim8hr,164.0,85,-4.819992980632826,False,0.2426968561152353,,True,False,False,False,True
WDR48,Rest,131.0,197,-4.763530932707016,False,0.3626338062207082,0.0188873280829739,True,True,False,True,True
WDR48,Stim8hr,162.0,67,-7.3300729107288465,False,0.5219008673263599,0.71710953285653,True,True,False,False,True
WDR54,Stim48hr,1428.0,166,-31.34257387334829,False,0.0087068748008339,0.0967650018330272,True,True,True,True,False
WDR54,Stim8hr,1322.0,103,-11.332800335164752,False,-0.0148356393375716,0.8020955572908105,True,True,True,False,False
WDR59,Rest,213.0,547,-6.485458894684584,False,0.4528834810362236,,True,False,False,False,False
WDR59,Stim48hr,214.0,1287,-8.383111657108131,False,0.6266985903660731,0.7763314088259259,True,True,False,False,False
WDR59,Stim8hr,290.0,958,-9.754863276755612,False,0.475005397193305,0.5557395449842232,True,True,False,False,False
WDR7,Stim48hr,58.0,150,-1.7903839293561523,False,0.0751694432334776,,True,False,True,False,True
WDR7,Stim8hr,85.0,53,-2.054302170659248,False,0.1563625432662348,,True,False,True,False,True
WDR82,Rest,373.0,1253,-18.74731208425747,False,0.7520233611230758,0.7773779726626409,True,True,False,False,False
WDR82,Stim48hr,313.0,1563,-14.841124596088736,False,0.7188042385138612,,True,False,False,False,False
WDR82,Stim8hr,394.0,1792,-20.873010958667248,False,0.6990068107655825,0.7482960535118901,True,True,False,False,False
WDTC1,Rest,23.0,65,-4.009439269144758,False,,,False,False,False,False,True
WIZ,Rest,937.0,232,-13.882706143751149,False,0.7491133703670846,0.6348083417537767,True,True,False,False,False
WIZ,Stim48hr,1115.0,313,-10.517760345331128,False,0.782997334291118,0.5241887304132429,True,True,False,False,False
WIZ,Stim8hr,1022.0,653,-20.716349288489024,False,0.7427270629806646,0.6367416698884419,True,True,False,False,False
WNK1,Rest,569.0,332,-17.545526920051678,False,0.3373293649952233,0.3447532772847751,True,True,False,False,False
WNK1,Stim48hr,411.0,99,-13.985889197571916,False,0.3701609644343415,0.5024932365089444,True,True,False,False,False
WNK1,Stim8hr,566.0,377,-19.935042867733213,False,0.2027168361981591,0.4460872609429906,True,True,False,False,False
WNT9A,Rest,2181.0,256,0.0,False,0.1816118968368337,0.254792175622197,True,True,True,False,False
WNT9A,Stim48hr,2181.0,125,0.0,False,-0.1125374726768363,,True,False,True,False,False
WRAP53,Rest,555.0,321,-9.680296402061185,True,0.6902183609324583,0.4774007431931037,True,True,False,False,False
WRAP53,Stim48hr,520.0,449,-13.19094860039483,True,0.5955525104034635,0.2802090857479948,True,True,False,False,False
WRAP53,Stim8hr,497.0,159,-10.972806778532924,True,0.2462924969699783,-0.0599445821263566,True,True,False,True,False
WRN,Rest,1820.0,58,-16.164988900252293,False,0.0980089789029208,0.2520093615013658,True,True,True,False,False
XBP1,Rest,948.0,180,-17.748309477037704,False,0.4806146480693393,0.6239997982314127,True,True,False,False,False
XBP1,Stim48hr,1048.0,492,-24.76134340633312,False,0.4714305356818502,0.5212786538040366,True,True,False,False,False
XBP1,Stim8hr,884.0,238,-21.359689012211213,False,0.6643380100606414,0.7047751200131571,True,True,False,False,False
XIAP,Stim48hr,99.0,75,-5.008160407423595,False,0.3503618812637495,,True,False,False,False,True
XIAP,Stim8hr,170.0,65,-6.657302194537452,False,0.2419441717092601,,True,False,False,False,True
XPR1,Rest,547.0,273,-10.99420965115456,False,0.5199093508559676,0.9902735361703188,True,True,False,False,False
XPR1,Stim48hr,540.0,95,-10.859582815025831,False,0.4571931273277146,,True,False,False,False,False
XPR1,Stim8hr,503.0,814,-13.26430348082514,False,0.3804933380601396,0.442669871161636,True,True,False,False,False
XRCC2,Rest,98.0,322,-2.465347333753616,False,0.406673885778875,,True,False,False,False,True
XRCC2,Stim48hr,73.0,515,-4.205363430823753,False,0.439384201865275,,True,False,False,False,True
XRCC2,Stim8hr,159.0,493,-4.195356813137808,False,0.1482963027729376,0.2621611422204931,True,True,True,False,True
XRCC3,Rest,34.0,71,0.0,False,,,False,False,False,False,True
XRN1,Rest,222.0,76,-9.153304503562302,False,0.1790896120408794,,True,False,True,False,False
XRN1,Stim48hr,238.0,100,-10.957169464634106,False,0.119684863123844,0.2387047660875614,True,True,True,False,False
XRN1,Stim8hr,237.0,448,-10.555965922319585,False,0.2033483676000426,,True,False,False,False,False
XRN2,Rest,26.0,179,-3.463904275121032,False,,,False,False,False,False,True
XRRA1,Rest,371.0,344,-5.840963898897032,True,0.558369120481898,0.604761070324334,True,True,False,False,False
XRRA1,Stim48hr,360.0,75,-7.837772858568112,True,0.4278582003908073,0.4574890518454587,True,True,False,False,False
XRRA1,Stim8hr,466.0,2124,-8.250793230696582,True,0.5267464397492293,0.7613829882150206,True,True,False,False,False
YBEY,Rest,47.0,77,-1.9174234793735083,False,,,False,False,False,False,True
YBEY,Stim8hr,42.0,55,-1.756975193322824,False,,,False,False,False,False,True
YBX1,Rest,87.0,57,-8.820737262852969,False,0.1983402167747752,,True,False,True,False,True
YBX1,Stim48hr,48.0,156,-9.136205850580984,False,,,False,False,False,False,True
YEATS2,Rest,202.0,512,-6.502012501050489,False,0.6867656017328748,0.7041784155858842,True,True,False,False,False
YEATS2,Stim48hr,66.0,698,-5.616718626647507,False,0.4400705139243938,,True,False,False,False,True
YEATS2,Stim8hr,150.0,505,-6.608798576433839,False,0.5355059522162963,0.5359567338906229,True,True,False,False,True
YIPF1,Stim8hr,2035.0,92,-14.298995908803644,False,0.2200754161682927,,True,False,False,False,False
YIPF3,Stim48hr,361.0,187,-12.979864061803337,False,0.399619910548997,,True,False,False,False,False
YJU2B,Rest,36.0,73,-2.131072037205033,False,,,False,False,False,False,True
YME1L1,Stim48hr,438.0,81,-12.290363288502371,False,0.3437218415148435,-0.2566930103939089,True,True,False,True,False
YPEL2,Stim8hr,729.0,126,-6.778839977751313,False,0.609141608229061,0.2735827032694393,True,True,False,False,False
YPEL5,Rest,353.0,57,-11.529089128322514,False,0.7548489840912964,,True,False,False,False,False
YTHDF2,Rest,629.0,902,-26.707982717614687,False,0.5197525074923842,0.5936561524890825,True,True,False,False,False
YTHDF2,Stim48hr,434.0,2618,-21.815594176327807,False,0.5798157101137172,0.7860540772723364,True,True,False,False,False
YTHDF2,Stim8hr,498.0,1484,-27.67402235360341,False,0.5889465420621139,0.5611515101111619,True,True,False,False,False
YY1,Rest,651.0,510,-10.965538152307898,False,0.5226674169161,0.7874835448071776,True,True,False,False,False
YY1,Stim48hr,531.0,474,-6.943468476046339,False,0.5971753448284308,0.6211827274051518,True,True,False,False,False
YY1,Stim8hr,611.0,961,-14.912388623082444,False,0.4867767661119482,0.5540809569458747,True,True,False,False,False
YY1AP1,Stim48hr,153.0,65,-7.633557284105893,True,0.1336780809456903,,True,False,True,False,True
ZAP70,Rest,141.0,83,-17.03053948971874,False,0.5529150806101651,,True,False,False,False,True
ZAP70,Stim48hr,52.0,2486,-3.329774443322945,False,0.5264068168035176,,True,False,False,False,True
ZAP70,Stim8hr,144.0,5022,-12.174402170204049,False,0.7835501162583993,,True,False,False,False,True
ZBED1,Rest,85.0,113,-5.218877183614532,False,0.389975052473985,,True,False,False,False,True
ZBED1,Stim8hr,148.0,80,-7.2158959307101265,False,0.324174552175946,,True,False,False,False,True
ZBED3,Stim48hr,308.0,484,-0.9992391404797258,False,0.4333722886481309,-0.4058768626694907,True,True,False,True,False
ZBED3,Stim8hr,417.0,4150,-0.1806191173455316,False,0.5886143891939232,-0.2504905188621367,True,True,False,True,False
ZBED5,Rest,82.0,58,-2.796841604112044,False,0.3376259223683109,,True,False,False,False,True
ZBED6,Rest,182.0,56,0.0,False,0.6412365131636794,,True,False,False,False,True
ZBTB1,Rest,329.0,149,-18.42102410966587,True,0.5974443390486252,0.7465256022835625,True,True,False,False,False
ZBTB1,Stim48hr,450.0,160,-17.191283507030608,True,0.7230310644379343,0.711949700806743,True,True,False,False,False
ZBTB1,Stim8hr,416.0,119,-14.651081780216764,True,0.5685815875657582,0.9327367765131328,True,True,False,False,False
ZBTB14,Stim48hr,150.0,211,-5.75542747996358,False,0.4317256882133214,,True,False,False,False,True
ZBTB14,Stim8hr,141.0,86,-5.70006170167103,False,0.5444750330129848,,True,False,False,False,True
ZBTB17,Stim8hr,108.0,103,-3.890945993786365,False,0.0222700189834938,,True,False,True,False,True
ZBTB32,Stim48hr,612.0,112,-22.430206441855866,True,0.713651165779793,0.8488512831546194,True,True,False,False,False
ZBTB33,Stim48hr,298.0,56,-10.48467175332027,False,0.4166529061163011,0.2186995163488345,True,True,False,False,False
ZBTB39,Rest,360.0,130,-3.994918153831857,False,0.0292572272824661,-0.3210033472675591,True,True,True,True,False
ZBTB39,Stim48hr,265.0,86,-1.959482058162389,False,0.3324368478864142,0.0581324843131998,True,True,False,True,False
ZBTB39,Stim8hr,323.0,259,-7.977099686313591,False,0.2446444955152617,-0.3849963630884575,True,True,False,True,False
ZBTB44,Rest,75.0,138,-6.2925875222856895,False,0.4702993630666598,,True,False,False,False,True
ZBTB44,Stim48hr,60.0,143,-5.510860058019418,False,0.2366562361616188,,True,False,False,False,True
ZBTB44,Stim8hr,89.0,211,-6.946520667849085,False,0.1459523259539069,,True,False,True,False,True
ZBTB7A,Rest,843.0,543,-9.691441830183363,False,0.4721729023519629,0.3028612566614962,True,True,False,False,False
ZBTB7A,Stim8hr,731.0,221,-6.419756333688941,False,0.2342966876570653,-0.3489164751292786,True,True,False,True,False
ZBTB8OS,Rest,90.0,276,-1.1147967336569162,False,-0.0371827589724847,,True,False,True,False,True
ZBTB9,Rest,440.0,1117,-4.621534793281625,False,0.2135395275196819,0.4493001978653201,True,True,False,False,False
ZC3H10,Rest,869.0,381,-9.987030323400814,True,0.47389399842323,0.8376582971386013,True,True,False,False,False
ZC3H10,Stim48hr,892.0,360,-9.241659409470405,False,0.4867154990722218,0.6325009176615995,True,True,False,False,False
ZC3H10,Stim8hr,856.0,323,-11.371514768222836,True,0.4707992522916524,0.7861549419683383,True,True,False,False,False
ZC3H12A,Rest,802.0,181,-6.122543931790236,False,0.7259025099866951,0.668462381802353,True,True,False,False,False
ZC3H12A,Stim48hr,735.0,796,-2.228703361447119,False,0.628271486692293,0.0672800058054526,True,True,False,True,False
ZC3H12A,Stim8hr,753.0,261,-7.238053867525023,False,0.7156756058957975,0.6285626978683413,True,True,False,False,False
ZC3H14,Stim48hr,260.0,67,-8.512968800227728,False,0.7001207933692846,0.9774717226475876,True,True,False,False,False
ZC3H3,Rest,177.0,218,-7.023116329609046,False,0.1757899366755194,0.3810919660632144,True,True,True,False,True
ZC3H3,Stim48hr,197.0,140,-7.11616651839977,False,0.1252915705258499,-0.1082702468546496,True,True,True,True,False
ZC3H3,Stim8hr,182.0,231,-6.518501073406332,False,0.1188002784693827,0.3823231330817866,True,True,True,False,True
ZC3H4,Rest,542.0,136,-10.671269807522371,False,0.5043563437392793,0.579021137525542,True,True,False,False,False
ZC3H4,Stim8hr,489.0,277,-9.057831561040478,False,0.5665678599148267,0.7178880117403171,True,True,False,False,False
ZC3HC1,Rest,314.0,59,-4.819367252238103,False,0.1360968667404082,-0.6892653657190252,True,True,True,True,False
ZC3HC1,Stim48hr,375.0,101,-3.9751212334433497,False,0.1599492999526058,-0.0190741032672158,True,True,True,True,False
ZCCHC17,Stim8hr,461.0,75,-10.902404070138797,True,0.660302386289824,0.936714809593882,True,True,False,False,False
ZCCHC4,Rest,160.0,466,-5.779322611412998,False,0.1692781413024172,,True,False,True,False,True
ZCCHC8,Stim48hr,191.0,128,-6.712984476737679,False,0.3548822801234351,,True,False,False,False,True
ZCCHC8,Stim8hr,238.0,119,-7.119795307819605,False,0.5732777152892868,,True,False,False,False,False
ZCRB1,Rest,91.0,73,-4.833571347593415,True,0.1401339984040676,,True,False,True,False,True
ZCRB1,Stim48hr,63.0,112,-6.178005614476497,True,0.3134309415045491,,True,False,False,False,True
ZCRB1,Stim8hr,99.0,126,-4.944611850180193,True,0.4111981612085943,,True,False,False,False,True
ZCWPW1,Stim48hr,1128.0,95,-4.462627202583376,True,0.0589820100941291,,True,False,True,False,False
ZDHHC12,Rest,230.0,138,-8.553946802688422,False,0.3898647316544106,0.1111888093599251,True,True,False,True,False
ZDHHC3,Stim8hr,225.0,130,-7.36649494218252,True,0.2341383338866295,0.5195453891327174,True,True,False,False,False
ZEB1,Rest,1011.0,253,-11.909309207876904,False,0.8350522344843924,0.8388279445630413,True,True,False,False,False
ZEB1,Stim48hr,1158.0,416,-15.701444962041569,False,0.7995969590710071,0.8842208813816295,True,True,False,False,False
ZEB1,Stim8hr,989.0,216,-15.778813725195413,False,0.8568907161794304,0.9443982165224084,True,True,False,False,False
ZFAT,Stim8hr,635.0,94,-6.518661115276294,False,0.3462564332000631,0.4654966618966624,True,True,False,False,False
ZFC3H1,Rest,119.0,239,-8.993310625532938,True,0.3966611610794554,0.3774932129656463,True,True,False,False,True
ZFC3H1,Stim48hr,210.0,367,-13.866931366467751,True,0.5690956714986769,0.6427343293816612,True,True,False,False,False
ZFC3H1,Stim8hr,181.0,591,-9.93535944785156,True,0.5631850807704792,0.4813052234551395,True,True,False,False,True
ZFP36L2,Stim8hr,164.0,93,-9.066895845523485,False,0.2472549039491559,0.0553444319601873,True,True,False,True,True
ZFP82,Stim8hr,790.0,55,-7.327491843709193,False,0.2087941783314166,0.1994773394053864,True,True,False,True,False
ZFPM1,Rest,239.0,2419,0.0,False,0.5554776052259509,,True,False,False,False,False
ZFPM1,Stim48hr,176.0,2060,0.0,False,0.5172114869577089,,True,False,False,False,True
ZFPM1,Stim8hr,239.0,3512,0.0,False,0.5719722751385091,,True,False,False,False,False
ZFR,Rest,174.0,123,-7.982171116487062,False,0.3429297108958047,,True,False,False,False,True
ZFX,Stim8hr,130.0,261,-3.6843260386509793,False,0.431135801428606,0.3946724415047697,True,True,False,False,True
ZFYVE21,Rest,156.0,160,-5.538132174540073,False,0.1854727156958987,0.19914584255527,True,True,True,True,True
ZFYVE21,Stim48hr,118.0,267,-4.915544750663034,False,0.1467235992917623,0.2567254312444151,True,True,True,False,True
ZFYVE21,Stim8hr,169.0,53,-7.102061752746391,False,0.3422395522873624,0.6275868328276758,True,True,False,False,True
ZHX1-C8orf76,Rest,116.0,361,0.0,False,0.3145444467096197,,True,False,False,False,True
ZHX3,Rest,372.0,127,-5.805464387534264,False,0.5324283251603684,0.7844353425190049,True,True,False,False,False
ZHX3,Stim48hr,222.0,120,-5.407964964116511,False,0.4398710620832786,0.3567828081009319,True,True,False,False,False
ZKSCAN2,Stim48hr,430.0,67,0.0,False,-0.100709719790872,,True,False,True,False,False
ZMAT1,Rest,1041.0,190,-3.504959915104679,False,-0.1490142439255935,-0.3932759168299653,True,True,True,True,False
ZMAT1,Stim48hr,944.0,243,-2.8236972580142514,False,-0.3582825915860079,-0.465732159035903,True,True,True,True,False
ZMAT1,Stim8hr,1128.0,170,-1.7952307509774312,False,-0.196154634270272,-0.3744586015186861,True,True,True,True,False
ZMYM2,Rest,580.0,2178,-13.08861999251485,False,0.0999496649864374,,True,False,True,False,False
ZMYM2,Stim48hr,1070.0,175,-22.799013539170723,False,-0.0365464762403988,,True,False,True,False,False
ZMYM2,Stim8hr,900.0,305,-18.29199677801317,False,-0.0421829301141762,,True,False,True,False,False
ZMYND19,Stim8hr,538.0,144,-9.183602336631644,False,0.3059568050836592,0.0728438838688526,True,True,False,True,False
ZMYND8,Rest,909.0,52,-16.277592064229744,False,0.8225636093077743,0.9087992272628008,True,True,False,False,False
ZMYND8,Stim8hr,882.0,55,-14.43937348243782,False,0.8938310717907446,0.9878457314211622,True,True,False,False,False
ZNF131,Stim8hr,82.0,79,-4.109063870921257,False,0.2077263224517909,,True,False,False,False,True
ZNF142,Stim48hr,275.0,201,-8.781504419185069,True,0.3523587826599543,0.6351601809119309,True,True,False,False,False
ZNF142,Stim8hr,394.0,479,-13.19504000511179,True,0.5053564106485148,0.5957850100611514,True,True,False,False,False
ZNF148,Rest,996.0,1355,-17.715670164586584,False,0.0779539232310373,0.3245827700715381,True,True,True,False,False
ZNF148,Stim48hr,1224.0,493,-12.387735151541872,False,0.154824147524195,-0.0873889964514315,True,True,True,True,False
ZNF148,Stim8hr,1096.0,595,-18.32829741335108,False,0.0850106702033372,-0.1512572244457982,True,True,True,True,False
ZNF154,Rest,624.0,79,-1.2778228324794538,False,0.0741840716407748,0.3060121988809337,True,True,True,False,False
ZNF154,Stim8hr,658.0,100,-0.6655588495221977,False,0.0626363787542168,-0.1987790805519249,True,True,True,True,False
ZNF165,Rest,529.0,87,-1.133966387967264,False,0.1464011186305265,-0.8041741214893736,True,True,True,True,False
ZNF18,Rest,427.0,128,-6.484570901061095,False,0.7733733296679706,,True,False,False,False,False
ZNF200,Stim48hr,948.0,57,-11.243801090377785,False,0.7329630557793166,0.7883911049792847,True,True,False,False,False
ZNF200,Stim8hr,930.0,54,-11.487172442369763,False,0.7654078405896638,0.7418342363639753,True,True,False,False,False
ZNF219,Stim48hr,171.0,57,-2.4694808918397024,False,0.1967210366817833,0.3168681150695806,True,True,True,False,True
ZNF221,Rest,319.0,663,-1.6558576528223454,False,0.3303398218689055,0.374776821834601,True,True,False,False,False
ZNF236,Stim8hr,212.0,104,-1.2247647045035468,False,0.2287986841247481,0.0253426048453996,True,True,False,True,False
ZNF254,Rest,271.0,78,-3.869058120271936,False,-0.1599770946317451,,True,False,True,False,False
