,variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
16453,GPR180,7.998260015871056,0.05352253235260721,0.46369076352807537,0.11542721262198821,0.9081065105603372,0.9994290447843712,cytotoxic_vs_rest,0.11542721262198821
16454,PPIF,18.68663394796061,-0.06764320174704974,0.5863779660281218,-0.11535767997088363,0.9081616214527541,0.9994290447843712,cytotoxic_vs_rest,-0.11535767997088363
16455,COA6,39.266222739286036,0.03444235710630425,0.29869619272674086,0.11530899269885735,0.908200210766773,0.9994290447843712,cytotoxic_vs_rest,0.11530899269885735
16456,INPP5E,2.3847011092282657,0.09255200831429779,0.8029538127012275,0.11526442349522242,0.908235536308141,0.9994290447843712,cytotoxic_vs_rest,0.11526442349522242
16457,POLR1D,119.82343152670288,-0.02401036233519691,0.20862302250696457,-0.11508970604812016,0.9083740190692094,0.9994290447843712,cytotoxic_vs_rest,-0.11508970604812016
16459,OSGEPL1,2.2773270505242467,-0.08013886680955841,0.6977168714448413,-0.11485872004729625,0.9085571051110836,0.9994290447843712,cytotoxic_vs_rest,-0.11485872004729625
16460,COPG2,5.8309802853752535,0.06690332221657176,0.5827628597484112,0.11480368231677475,0.9086007302909866,0.9994290447843712,cytotoxic_vs_rest,0.11480368231677475
16462,CACNB1,1.6781826123933807,-0.1296032035352319,1.129836157378426,-0.11470973263588231,0.9086751993277681,0.9994290447843712,cytotoxic_vs_rest,-0.11470973263588231
16463,DEF8,21.176105952248985,-0.03828849919629472,0.3345996595330468,-0.11443077751402538,0.908896317303916,0.9994290447843712,cytotoxic_vs_rest,-0.11443077751402538
16464,GLTPD1,10.735109080692895,0.050552015364876565,0.4418876836913178,0.11440014562657476,0.9089205985609757,0.9994290447843712,cytotoxic_vs_rest,0.11440014562657477
16467,MDM4,23.684152811738844,0.03446098572283461,0.30221619343254913,0.11402759505183786,0.9092159184201309,0.9994290447843712,cytotoxic_vs_rest,0.11402759505183785
16468,LRCH3,8.802171314931924,-0.04426915430121532,0.3886246101579017,-0.11391238008120064,0.9093072515656213,0.9994290447843712,cytotoxic_vs_rest,-0.11391238008120064
16469,RNASE1,1.4014501947025864,-0.16552547841730242,1.4533239775653386,-0.11389441100022085,0.9093214961132814,0.9994290447843712,cytotoxic_vs_rest,-0.11389441100022085
16471,NOL11,24.25156277124857,-0.033674609589634724,0.2964275570201385,-0.11360148134725193,0.9095537130098983,0.9994290447843712,cytotoxic_vs_rest,-0.11360148134725194
16472,TAX1BP3,27.229995243650393,-0.030881208253866147,0.27186284640845404,-0.11359113119660857,0.9095619181242516,0.9994290447843712,cytotoxic_vs_rest,-0.11359113119660856
16473,PRKAA1,31.241703664930203,-0.032893279060302316,0.29005461972608926,-0.11340374130694701,0.9097104737139597,0.9994290447843712,cytotoxic_vs_rest,-0.11340374130694701
16474,LEPRE1,9.08909534953161,0.06341127014811754,0.559546438430245,0.11332619742163295,0.9097719484858311,0.9994290447843712,cytotoxic_vs_rest,0.11332619742163297
16475,IFIT5,14.702258048540333,0.05457781540124356,0.48180759272863566,0.11327720074345726,0.9098107920542183,0.9994290447843712,cytotoxic_vs_rest,0.11327720074345726
16477,GALK1,15.828854696247308,-0.04934553062357585,0.43620921252353256,-0.1131235407388691,0.9099326119736109,0.9994290447843712,cytotoxic_vs_rest,-0.11312354073886911
16478,MPHOSPH8,141.0684238084088,0.020785802360833786,0.1837912949546717,0.11309459659642841,0.9099555588005337,0.9994290447843712,cytotoxic_vs_rest,0.11309459659642843
16479,BPTF,49.704193990909125,-0.026201357698351954,0.23203466830310612,-0.1129200127289824,0.9100939699448651,0.9994290447843712,cytotoxic_vs_rest,-0.1129200127289824
16480,GSDMB,2.375651785284698,-0.07128051416104263,0.6313020347647729,-0.11291031904815925,0.9101016552335554,0.9994290447843712,cytotoxic_vs_rest,-0.11291031904815925
16481,KPNB1,56.36110471954574,-0.022255943340675276,0.19730997521526641,-0.11279684829109071,0.9101916170967194,0.9994290447843712,cytotoxic_vs_rest,-0.11279684829109073
16482,ANK3,11.583678038170794,0.05729778563856845,0.5083989024854296,0.11270241803917067,0.9102664841482414,0.9994290447843712,cytotoxic_vs_rest,0.11270241803917067
16483,NDUFAF7,18.037715903846404,0.03715665717458921,0.329755539902685,0.11267940240080455,0.9102847317368553,0.9994290447843712,cytotoxic_vs_rest,0.11267940240080455
16484,SH2D1A,227.38653283415684,0.03373636643991066,0.2994083822304855,0.11267676004454778,0.9102868266906812,0.9994290447843712,cytotoxic_vs_rest,0.1126767600445478
16486,CCDC50,34.32754279537845,0.07513873385761442,0.6675821307582783,0.11255354269633837,0.9103845184701677,0.9994290447843712,cytotoxic_vs_rest,0.11255354269633837
16487,RPN2,150.6927890633945,0.018368455127736938,0.163250080074243,0.1125172809678459,0.9104132685174382,0.9994290447843712,cytotoxic_vs_rest,0.11251728096784588
16489,ZNF267,82.2524306796254,0.03561207663512156,0.3168066643815353,0.11240949335659609,0.9104987284267083,0.9994290447843712,cytotoxic_vs_rest,0.11240949335659609
16491,SNF8,72.2416780573118,0.026681679315859286,0.2375457155198405,0.11232229239525374,0.9105678668725299,0.9994290447843712,cytotoxic_vs_rest,0.11232229239525374
16492,KIAA1731,7.857349496717885,-0.04865200822551114,0.4333587701598657,-0.1122672750053344,0.9106114884927308,0.9994290447843712,cytotoxic_vs_rest,-0.1122672750053344
16493,CMTM3,71.29484728632403,0.0493887823815445,0.4402193101022814,0.11219131293915621,0.9106717169544338,0.9994290447843712,cytotoxic_vs_rest,0.11219131293915621
16494,RC3H2,16.677704970402676,-0.03548845984941168,0.3164633496385643,-0.11214082101432399,0.9107117510489171,0.9994290447843712,cytotoxic_vs_rest,-0.11214082101432402
16495,BAG2,25.068041642018574,0.044749355013600854,0.3993581542622941,0.11205318968949851,0.9107812328109326,0.9994290447843712,cytotoxic_vs_rest,0.11205318968949853
16497,ACBD3,16.772940687991312,0.03611565919360924,0.32266944943811804,0.11192773055056626,0.9108807089527307,0.9994290447843712,cytotoxic_vs_rest,0.11192773055056626
16498,FAM173B,3.878449278536208,0.06763944547386815,0.6043761104073935,0.11191614676542101,0.9108898937686323,0.9994290447843712,cytotoxic_vs_rest,0.11191614676542101
16500,ARL2BP,50.025456372862195,0.031581241047122774,0.28247848910672524,0.1118005167295795,0.910981577802527,0.9994290447843712,cytotoxic_vs_rest,0.1118005167295795
16501,SMAD3,8.376731412943352,0.049094238152684225,0.4393586345157736,0.11174069267306426,0.9110290132684953,0.9994290447843712,cytotoxic_vs_rest,0.11174069267306426
16502,POLR2H,36.040819030831365,-0.025888921910023108,0.23180493675401803,-0.1116840834908334,0.9110738999004299,0.9994290447843712,cytotoxic_vs_rest,-0.1116840834908334
16503,ZNF354A,7.859861680955765,0.05344500147313796,0.4792973504487002,0.11150698292637076,0.9112143285596958,0.9994290447843712,cytotoxic_vs_rest,0.11150698292637076
16505,TBC1D9B,10.085896672687053,0.04414329544302411,0.3964654232547678,0.11134210665997404,0.9113450666777618,0.9994290447843712,cytotoxic_vs_rest,0.11134210665997404
16506,CCP110,10.417324732606717,0.03752753396629259,0.3374311777669979,0.11121537201937519,0.9114455621449826,0.9994290447843712,cytotoxic_vs_rest,0.11121537201937519
16507,SIRPB1,4.017806217880644,0.10122632792528898,0.9108256184286965,0.11113689149402578,0.911507794751956,0.9994290447843712,cytotoxic_vs_rest,0.1111368914940258
16508,GEMIN7,10.013111932270025,0.044000026298658554,0.39596439656254245,0.11112116816722123,0.9115202629246166,0.9994290447843712,cytotoxic_vs_rest,0.11112116816722123
16509,MTF1,8.372642345471355,0.047045851173502254,0.42354456826858333,0.11107650693248639,0.9115556781939731,0.9994290447843712,cytotoxic_vs_rest,0.1110765069324864
16511,CDC16,10.6664363330259,0.05516867772940645,0.4967537775700509,0.1110583959708826,0.9115700397946677,0.9994290447843712,cytotoxic_vs_rest,0.1110583959708826
16512,FERMT3,65.33307739646929,0.03075830409653494,0.27706230756612804,0.1110158374364715,0.9116037879053257,0.9994290447843712,cytotoxic_vs_rest,0.1110158374364715
16513,RNF149,109.16021721843553,-0.04420115659483374,0.39821179131385415,-0.11099911544305882,0.9116170481726031,0.9994290447843712,cytotoxic_vs_rest,-0.11099911544305882
16514,OSBPL3,7.67381459585522,-0.050167434461451006,0.4525179965513342,-0.11086284930937537,0.9117251059050568,0.9994290447843712,cytotoxic_vs_rest,-0.11086284930937537
16515,HAUS2,23.486393560180563,0.041010495720256404,0.3702645491624201,0.11075998448413908,0.9118066778027653,0.9994290447843712,cytotoxic_vs_rest,0.1107599844841391
16516,C11orf84,3.1084212074970323,0.08182943600672243,0.7389919331962341,0.11073116272433409,0.9118295336505905,0.9994290447843712,cytotoxic_vs_rest,0.1107311627243341
16517,TOE1,10.946740958584119,0.040730391482274364,0.368944603939316,0.11039703805770716,0.9120945020600575,0.9994290447843712,cytotoxic_vs_rest,0.11039703805770716
16518,RITA1,9.794580071042002,0.03832950833439421,0.3472777433759297,0.11037133552466778,0.9121148851546709,0.9994290447843712,cytotoxic_vs_rest,0.11037133552466778
16519,UBE2Q1,12.890225461736437,0.03722140121766905,0.3374851332180942,0.11029049150326671,0.9121789979416147,0.9994290447843712,cytotoxic_vs_rest,0.11029049150326671
16521,TNFRSF1A,6.976758161639495,0.04591751353509466,0.41651625805615056,0.11024182765251031,0.912217590744467,0.9994290447843712,cytotoxic_vs_rest,0.11024182765251032
16523,RAB3D,1.862682997783035,-0.08090075569984517,0.7353923862732709,-0.11001032538536856,0.9124011861466931,0.9994290447843712,cytotoxic_vs_rest,-0.11001032538536856
16524,JMJD7-PLA2G4B,0.9419855397137871,0.10700676331119807,0.973412655222303,0.10992949674232498,0.9124652892869209,0.9994290447843712,cytotoxic_vs_rest,0.10992949674232498
16525,NSMCE1,70.20886531827824,0.032295649201047466,0.2939583866971682,0.10986469739445806,0.9125166804123604,0.9994290447843712,cytotoxic_vs_rest,0.10986469739445806
16526,MRPL15,26.057688863241395,-0.03126775237740063,0.2846584477396939,-0.10984305094642209,0.9125338478784886,0.9994290447843712,cytotoxic_vs_rest,-0.10984305094642209
16527,THUMPD3,16.00970062950251,0.04363497540104181,0.39725333237617694,0.1098416850024606,0.9125349311890757,0.9994290447843712,cytotoxic_vs_rest,0.1098416850024606
16529,GTPBP10,6.574075882928275,-0.0559264404087963,0.5101817640403515,-0.10962061827904328,0.912710258180773,0.9994290447843712,cytotoxic_vs_rest,-0.10962061827904328
16530,NIFK-AS1,11.334226600707543,0.03421268447249539,0.3122069902208699,0.10958333907992174,0.9127398245593606,0.9994290447843712,cytotoxic_vs_rest,0.10958333907992172
16531,FOXN2,25.02883064596085,-0.03809601262009595,0.3477117097965035,-0.10956206405125511,0.9127566979789897,0.9994290447843712,cytotoxic_vs_rest,-0.10956206405125513
16533,ZNF738,3.8502744935484214,-0.05552212913132715,0.5079415512007465,-0.10930810641514918,0.9129581171353768,0.9994290447843712,cytotoxic_vs_rest,-0.1093081064151492
16534,WNT10A,4.788601630370026,0.09332072366819258,0.8549849723191638,0.10914896365378007,0.9130843394658418,0.9994290447843712,cytotoxic_vs_rest,0.10914896365378007
16535,BZRAP1-AS1,7.068880446022611,-0.05236165894549941,0.48011772284685145,-0.10906004184769867,0.9131548677731242,0.9994290447843712,cytotoxic_vs_rest,-0.10906004184769867
