gene,breadth_max_de,ctx_specific_de,ctx_specific_eff,max_abs_effect,passes_gate,de_Rest,de_Stim8hr,de_Stim48hr,eff_Rest,eff_Stim8hr,eff_Stim48hr,loeuf,pli,druggability_tractability,n_concept_modules,stimulation_gated
SLC16A1,387.0,382.0,6.591235520620771,18.37971559937495,True,5.0,1.0,387.0,-11.78848007875418,-18.37971559937495,-16.362101372237944,,,,0,False
SLC17A5,267.0,232.0,0.4671514726297223,7.112778561099504,True,237.0,267.0,5.0,-6.645627088469782,-7.112778561099504,-6.69816563784185,,,,0,False
SLC25A1,377.0,367.0,2.9992788159221746,15.204495213075706,True,10.0,87.0,377.0,-12.205216397153531,-10.128860007983365,-15.204495213075706,,,,0,False
SLC25A10,315.0,167.0,1.143864954329933,3.2201038129357205,True,148.0,179.0,315.0,-3.2201038129357205,-2.103052674308782,-2.0762388586057874,,,,0,False
SLC25A26,203.0,191.0,3.2880944973519632,9.456634497901996,True,12.0,83.0,203.0,-6.168540000550033,-9.456634497901996,-6.392634679698242,,,,0,False
SLC25A28,142.0,136.0,1.6220005515282896,9.32219171647386,True,6.0,20.0,142.0,-7.70019116494557,-9.32219171647386,-8.573428623245434,,,,0,False
SLC25A3,76.0,71.0,10.966391965165611,28.301443107247945,True,76.0,26.0,5.0,-17.33505114208233,-28.301443107247945,-26.32134180630837,,,,0,False
SLC25A32,76.0,73.0,8.393017309675772,16.97233961953148,True,3.0,2.0,76.0,-8.579322309855707,-16.97233961953148,-7.633373454260275,,,,0,False
SLC25A51,193.0,125.0,3.2276326324499465,13.70939417689341,True,193.0,68.0,103.0,-10.481761544443463,-13.70939417689341,-11.305298991030185,,,,0,False
SLC27A3,188.0,188.0,2.650892201270386,6.721557852088997,True,188.0,0.0,1.0,-6.721557852088997,-4.070665650818611,-5.394675403412508,,,,0,False
SLC35A2,64.0,56.0,0.5153198839127264,2.4211410468727848,True,64.0,9.0,8.0,-1.9058211629600583,-2.4211410468727848,-1.974016415266318,,,,0,False
SLC35D2,89.0,88.0,1.1484742598635602,8.238745253409073,True,89.0,1.0,2.0,-8.238745253409073,-7.090270993545513,-8.09822570643684,,,,0,False
SLC3A2,2492.0,2489.0,4.859613715003247,13.36924455990757,True,3.0,2492.0,52.0,-8.509630844904322,-13.36924455990757,-6.087162829524916,0.8854389501607435,1.5144790542070419e-07,,0,True
SLC4A7,148.0,133.0,7.515024048001354,27.577509963451565,True,15.0,46.0,148.0,-20.06248591545021,-26.054886440537725,-27.577509963451565,,,,0,False
SLC5A3,170.0,169.0,3.2236711475167095,11.02811592145912,True,1.0,10.0,170.0,-7.804444773942411,-11.02811592145912,-6.256689091161304,,,,0,False
SLC7A6,262.0,256.0,2.06586091379366,9.335289578892796,True,6.0,262.0,6.0,-9.335289578892796,-8.457862474209948,-7.269428665099136,,,,0,False
SLC9A6,62.0,42.0,1.6333252904113067,13.86602532654155,True,20.0,12.0,62.0,-13.86602532654155,-12.232700036130243,-13.415242961388286,,,,0,False
SLF1,113.0,95.0,1.2679965146554195,7.292570350609234,True,18.0,113.0,9.0,-6.024573835953814,-6.287724540564649,-7.292570350609234,,,,0,False
SLTM,343.0,311.0,2.7259588600583005,17.618235618493017,True,32.0,32.0,343.0,-14.892276758434717,-16.060665993333174,-17.618235618493017,,,,0,False
SMAD3,529.0,128.0,4.778919910178008,3.305442032566178,True,529.0,471.0,401.0,1.4734778776118302,-3.305442032566178,1.996823284493032,,,,0,False
SMAD4,114.0,89.0,1.3324254017415544,16.59756262061963,True,114.0,25.0,74.0,-15.265137218878076,-16.59756262061963,-16.24972528412738,,,,0,False
SMAD7,335.0,335.0,1.15396599199505,2.37761591395118,True,335.0,0.0,3.0,-2.37761591395118,-1.7837603058792475,-1.22364992195613,,,,0,False
SMAGP,72.0,56.0,3.6324748116723335,5.883617237582289,True,72.0,28.0,16.0,-5.883617237582289,-2.2511424259099555,-3.1363274241534365,,,,0,False
SMARCA4,301.0,261.0,7.208050549240134,17.150574755451615,True,40.0,165.0,301.0,-9.94252420621148,-17.150574755451615,-13.701886698377317,,,,1,False
SMARCA5,2786.0,2650.0,6.941117791901135,17.33923894126353,True,2786.0,1996.0,136.0,-15.575834259022333,-17.33923894126353,-8.634716467121198,0.1901104812110659,1.0,,0,False
SMARCB1,2130.0,1093.0,0.9998228267755956,10.37765530337537,True,2130.0,1921.0,1037.0,-9.377832476599774,-10.37765530337537,-9.545705876056294,,,,0,False
SMARCC1,201.0,63.0,5.5237116063588445,18.179111641698004,True,138.0,131.0,201.0,-12.65540003533916,-18.179111641698004,-13.637394044750708,,,,0,False
SMARCD1,101.0,47.0,0.7253319455039211,11.359309892023305,True,101.0,54.0,84.0,-10.633977946519384,-11.359309892023305,-11.264238495192266,,,,0,False
SMARCD2,61.0,50.0,3.895864578672033,18.21939309039933,True,61.0,24.0,11.0,-14.323528511727297,-18.21939309039933,-17.47715299527907,,,,0,False
SMG1,2684.0,650.0,3.669038032521052,7.140505165083504,True,2034.0,2684.0,1705.0,-7.140505165083504,-3.471467132562452,-4.47884926532794,0.0748237416869631,1.0,,0,False
SMG7,1765.0,763.0,1.6409130376491827,6.238777427335317,True,1668.0,1765.0,905.0,-4.597864389686134,-6.238777427335317,-4.490440371915524,,,,0,False
SMG8,756.0,180.0,3.187228223610626,13.741947944759028,True,576.0,756.0,645.0,-10.554719721148402,-13.741947944759028,-10.660493547874683,,,,0,False
SMG9,1012.0,592.0,2.205550359765427,10.106620109064746,True,420.0,941.0,1012.0,-7.901069749299319,-9.756020232095496,-10.106620109064746,,,,0,False
SMIM7,132.0,,,9.953645721387232,True,,46.0,132.0,,-8.137619950556784,-9.953645721387232,,,,0,
SMS,74.0,42.0,13.071618016436174,27.262478864701727,True,74.0,53.0,32.0,-14.190860848265553,-27.262478864701727,-26.76077167305443,,,,0,False
SNAP23,188.0,100.0,1.423712115248506,11.607741905132704,True,88.0,36.0,188.0,-10.184029789884198,-11.109492340510783,-11.607741905132704,,,,0,False
SND1,363.0,337.0,8.142880727589427,22.551538041008904,True,26.0,105.0,363.0,-14.408657313419477,-21.66368269172751,-22.551538041008904,,,,0,False
SNPH,181.0,171.0,1.894100250271982,5.343996709456395,True,181.0,10.0,12.0,-5.116559276732283,-3.222459026460301,-5.343996709456395,,,,0,False
SNRPB2,154.0,142.0,10.4591359481859,28.90615611507806,True,12.0,154.0,48.0,-18.44702016689216,-28.90615611507806,-24.650250600287965,,,,0,False
SNTB1,197.0,,,3.973605981033877,True,197.0,16.0,,-3.973605981033877,-3.840528081443129,,,,,0,False
SNX1,64.0,63.0,2.896395940616994,29.726812760563835,True,64.0,3.0,1.0,-26.83041681994684,-28.28130259600991,-29.726812760563835,,,,0,False
SOD2,73.0,67.0,3.1299970473765235,14.395687713896962,True,6.0,73.0,7.0,-11.72603435299338,-14.395687713896962,-8.596037305616857,,,,0,False
SOS2,327.0,321.0,1.6158072097072589,9.258733784718808,True,6.0,327.0,2.0,-8.665628841057927,-7.049821631350668,-9.258733784718808,,,,0,False
SP1,407.0,278.0,3.0060911782545965,19.07873932191358,True,129.0,222.0,407.0,-16.072648143658984,-14.4896800947641,-19.07873932191358,,,,0,False
SP100,307.0,104.0,4.3638532531055745,23.705029944304965,True,230.0,307.0,126.0,-23.705029944304965,-19.34117669119939,-20.61939002945204,,,,0,False
SP140L,1170.0,1168.0,1.863321980393529,19.908713840316924,True,1170.0,3.0,2.0,-18.045391859923395,-17.01743225042223,-19.908713840316924,,,,0,False
SP2,1671.0,1289.0,6.114961102910167,18.34783069936641,True,382.0,1671.0,1021.0,-18.34783069936641,-16.90072084948037,-12.232869596456242,,,,0,False
SP3,113.0,97.0,1.888193968599435,20.58035085008473,True,16.0,14.0,113.0,-18.692156881485296,-20.58035085008473,-18.271309045053133,,,,0,False
SPAG7,61.0,55.0,2.971253953370791,27.659779717770736,True,6.0,61.0,21.0,-24.688525764399945,-26.22024667172074,-27.659779717770736,,,,0,False
SPOP,149.0,125.0,2.3833419173776607,10.31859066323362,True,149.0,54.0,24.0,-7.935248745855959,-10.31859066323362,-8.354803261992384,,,,0,False
SPSB2,52.0,49.0,4.449818598388571,13.699345348750356,True,52.0,35.0,3.0,-13.699345348750356,-9.352203613642258,-9.249526750361785,,,,0,False
SRD5A3,54.0,45.0,7.527781624205605,17.29209781312745,True,54.0,9.0,9.0,-9.764316188921846,-17.29209781312745,-16.2111861029317,,,,0,False
SREBF2,93.0,86.0,4.059596892300931,18.45008662170208,True,7.0,12.0,93.0,-14.39048972940115,-18.11953832145799,-18.45008662170208,,,,0,False
SRM,115.0,109.0,26.02981930530679,40.23273480646634,True,6.0,115.0,29.0,-14.202915501159548,-40.23273480646634,-19.1030428908942,,,,0,False
SRP9,235.0,233.0,2.3666476126149383,6.417895297548121,True,2.0,235.0,3.0,-6.025061186476666,-6.417895297548121,-3.658413573861728,,,,0,False
SRR,813.0,347.0,1.1017506925600005,5.430933390567737,True,466.0,813.0,278.0,-5.430933390567737,-4.329182698007736,-4.888937315519318,,,,0,False
SRRD,201.0,164.0,6.84863721489452,16.510806512956837,True,37.0,133.0,201.0,-9.662169298062317,-16.510806512956837,-10.021793907060347,,,,0,False
SRSF10,1147.0,770.0,1.6547029630778347,11.34532244279904,True,377.0,1147.0,824.0,-9.690619479721205,-11.34532244279904,-8.55470028797118,,,,0,False
SRSF11,507.0,428.0,1.1408171540433756,5.291842991119749,True,507.0,79.0,88.0,-4.151025837076373,-4.369969676423178,-5.291842991119749,,,,0,False
SRSF6,99.0,87.0,2.6110325042318516,6.518138278938774,True,12.0,53.0,99.0,-3.907105774706922,-6.518138278938774,-2.519913821428381,,,,0,False
SS18L2,432.0,424.0,1.4383413979633772,9.999955183444602,True,8.0,4.0,432.0,-8.561613785481224,-8.673863831523638,-9.999955183444602,,,,0,False
SSBP1,1363.0,1231.0,1.6103019104663896,4.992399591072123,True,132.0,952.0,1363.0,-3.382097680605733,-4.992399591072123,-1.8461207210547343,,,,0,False
SSR2,82.0,32.0,3.272437329636176,35.070263792385816,True,82.0,50.0,72.0,-31.79782646274964,-28.74186466318261,-35.070263792385816,,,,0,False
SSR3,66.0,35.0,3.348001872505229,37.84414893356635,True,66.0,31.0,31.0,-34.49614706106112,-34.776009949252526,-37.84414893356635,,,,0,False
STAG2,271.0,106.0,0.7993477757170311,17.302787005751775,True,271.0,165.0,187.0,-17.302787005751775,-16.957688247884835,-16.503439230034743,,,,0,False
STAP1,74.0,74.0,5.159692080756269,8.266817067870186,True,74.0,0.0,1.0,-3.107124987113916,-3.581448420878381,-8.266817067870186,,,,0,False
STARD7,149.0,147.0,6.0408285223672955,14.188896693343862,True,2.0,4.0,149.0,-8.148068170976567,-14.188896693343862,-7.60298291675474,,,,0,False
STAT3,1593.0,668.0,7.2849585155254815,17.634071718623293,True,925.0,1370.0,1593.0,-10.349113203097811,-17.634071718623293,-14.569750579234713,,,,1,False
STAT5A,261.0,252.0,12.49843149656513,23.76705479015187,True,9.0,19.0,261.0,-11.26862329358674,-23.76705479015187,-11.875015398301178,,,,1,False
STAT6,1128.0,1125.0,4.3111952231601,18.74440345713411,True,3.0,233.0,1128.0,-14.433208233974009,-18.74440345713411,-13.180099597182386,,,,1,True
STIM1,81.0,76.0,4.8835680957984415,25.01738737728523,True,5.0,81.0,10.0,-25.01738737728523,-20.13381928148679,-22.24206479804744,,,,0,False
STIP1,1446.0,417.0,3.4720087087378726,18.10570482241809,True,1029.0,1008.0,1446.0,-14.633696113680218,-17.397163913477165,-18.10570482241809,,,,0,False
STK11,1171.0,681.0,1.6201674837546296,9.537633408520572,True,1086.0,1171.0,405.0,-7.917465924765942,-9.537633408520572,-7.939233050606053,,,,0,False
STK35,95.0,61.0,2.1739206817413557,11.995992577245492,True,95.0,34.0,37.0,-9.822071895504136,-11.277928049118476,-11.995992577245492,,,,0,False
STOM,94.0,52.0,3.1635250810782445,17.044694258695642,True,59.0,94.0,7.0,-15.915496127469932,-12.751971046391688,-17.044694258695642,,,,0,False
STRAP,1700.0,850.0,4.997990904548651,18.62099475836208,True,1700.0,1216.0,850.0,-13.62300385381343,-18.62099475836208,-14.150744313024008,,,,0,False
STX16,1145.0,929.0,8.417842446056145,34.45971075850095,True,216.0,1145.0,522.0,-26.0418683124448,-26.567044034059084,-34.45971075850095,,,,0,False
SUCLG1,110.0,108.0,3.493441679847777,27.784521663807578,True,2.0,110.0,69.0,-24.2910799839598,-21.84624168176316,-27.784521663807578,,,,0,False
SUGP1,107.0,79.0,4.110076849682669,6.869560126454761,True,95.0,107.0,16.0,-6.869560126454761,-6.501480911779658,-2.759483276772092,,,,0,False
SUPT20H,3948.0,876.0,1.6689861596253197,20.27250338401841,True,3072.0,3948.0,3312.0,-20.27250338401841,-18.60351722439309,-20.173712607911632,0.8022851299965428,4.354538789554109e-18,2.0,0,False
SUPT3H,558.0,557.0,2.9399806794531873,6.292157981684758,True,558.0,1.0,2.0,-3.3521773022315706,-4.811894232432176,-6.292157981684758,,,,0,False
SYNCRIP,55.0,23.0,2.21617121874736,5.530923264869359,True,37.0,14.0,55.0,-3.314752046121999,-5.530923264869359,-5.4270672357826,,,,0,False
SYVN1,201.0,87.0,4.236401331715253,4.526682179154463,True,114.0,201.0,93.0,-0.2902808474392094,-4.526682179154463,-3.35425413155344,,,,0,False
SZRD1,319.0,283.0,4.248695797465796,22.524098025834576,True,36.0,88.0,319.0,-18.27540222836878,-22.524098025834576,-17.65150077194884,,,,0,False
TADA1,3649.0,705.0,1.546475470305216,8.596299314782403,True,2944.0,3649.0,3114.0,-7.049823844477187,-8.596299314782403,-6.162167313403799,0.8285647409891969,9.554752210681992e-05,2.0,0,False
TADA2A,281.0,272.0,3.418079290471145,12.576927686338946,True,9.0,53.0,281.0,-9.158848395867802,-12.576927686338946,-8.9448627189889,,,,0,False
TADA2B,5920.0,1239.0,9.12151447613082,26.45606279357548,True,4681.0,5920.0,5260.0,-26.45606279357548,-23.50878062599965,-17.33454831744466,0.5988324325843294,0.6498382645866219,2.0,0,False
TAF13,3342.0,1152.0,5.157218590256253,18.79031052926205,True,2190.0,3342.0,2100.0,-17.35612012400698,-18.79031052926205,-12.198901533750728,,,,0,False
TAF6L,4639.0,1271.0,4.137620118058114,9.505512887153154,True,3368.0,4639.0,3486.0,-9.456345125102144,-9.505512887153154,-5.318725007044031,,,,0,False
TARS2,1824.0,1161.0,5.005069108549045,11.925387213815345,True,663.0,1824.0,777.0,-6.9203181052663,-11.925387213815345,-5.5044884252040935,,,,0,False
TASOR,374.0,88.0,3.4442000829941435,27.796509250579643,True,286.0,374.0,360.0,-24.3523091675855,-26.923527935656168,-27.796509250579643,,,,0,False
TASP1,68.0,45.0,2.2950001814475147,9.969375751181856,True,23.0,35.0,68.0,-7.674375569734341,-9.969375751181856,-7.010290655533674,,,,0,False
TATDN2,199.0,167.0,3.286210730750053,17.067893841724235,True,199.0,53.0,32.0,-13.781683110974182,-17.067893841724235,-14.301313504109762,,,,0,False
TBC1D10A,125.0,122.0,5.561860517560408,13.93078695496064,True,125.0,6.0,3.0,-13.93078695496064,-8.368926437400232,-13.24733023767818,,,,0,False
TBC1D14,103.0,102.0,0.8803094012821,4.388988362830509,True,103.0,1.0,2.0,-3.508678961548409,-3.259791805843877,-4.388988362830509,,,,0,False
TBC1D31,68.0,50.0,2.28469048932185,11.373484096664416,True,18.0,68.0,10.0,-9.088793607342566,-9.22555324098047,-11.373484096664416,,,,0,False
TBL1X,133.0,72.0,1.8238749192443109,3.846453995547782,True,61.0,133.0,61.0,-2.022579076303471,-3.846453995547782,-3.3249345947547626,,,,0,False
TBL1XR1,427.0,292.0,5.189160522141666,24.575320370135,True,135.0,125.0,427.0,-19.386159847993333,-23.164779509766195,-24.575320370135,,,,0,False
TBPL1,58.0,34.0,3.7734100190947633,14.710477477881096,True,24.0,26.0,58.0,-10.937067458786332,-14.710477477881096,-14.655765885282028,,,,0,False
TBX21,403.0,363.0,10.090547438816262,15.850480772722758,True,40.0,308.0,403.0,-5.759933333906496,-15.850480772722758,-9.218963761500984,,,,1,False
TCEAL1,1027.0,543.0,1.253342112009685,4.405358548629942,True,484.0,1027.0,25.0,-3.152016436620257,-2.582524692877778,-4.405358548629942,,,,0,False
TCEAL3,454.0,454.0,0.3260747590134596,0.4226654927299343,True,454.0,0.0,44.0,-0.4226654927299343,-0.0965907337164747,-0.2812651411491691,,,,0,False
TEFM,88.0,58.0,2.3881827358503003,8.52875767641486,True,30.0,69.0,88.0,-6.14057494056456,-8.52875767641486,-5.631956362635786,,,,0,False
TENT2,1358.0,1202.0,1.684718168865377,21.881301654139804,True,156.0,1358.0,61.0,-20.196583485274427,-19.19494801909782,-21.881301654139804,,,,0,False
TENT5C,107.0,59.0,2.8779496436297025,10.534837040175605,True,48.0,107.0,66.0,-10.534837040175605,-7.656887396545902,-9.789318475628694,,,,0,False
TEP1,1363.0,1359.0,3.9639945701025807,8.816284199200977,True,1363.0,192.0,4.0,-4.852289629098396,-5.945920509909386,-8.816284199200977,,,,0,False
TESK2,71.0,62.0,2.162042026616728,6.707992716701207,True,9.0,7.0,71.0,-4.545950690084479,-5.889562174923992,-6.707992716701207,,,,0,False
TESPA1,1975.0,1521.0,3.4856474823239907,22.38967924680117,True,454.0,1975.0,141.0,-18.90403176447718,-22.38967924680117,-15.606332419687927,0.7618234638627701,4.831720331482248e-06,,0,False
TET2,125.0,69.0,2.7269962576198647,17.607142058516015,True,125.0,58.0,56.0,-14.88014580089615,-17.607142058516015,-16.678659357802136,,,,0,False
TFAM,2961.0,2620.0,12.236249045047296,28.321201288121472,True,341.0,818.0,2961.0,-16.084952243074177,-28.321201288121472,-13.697047653998643,0.6748343213970932,0.2102456557495484,,0,False
TFAP4,472.0,359.0,4.147848643613111,7.742769982960174,True,113.0,199.0,472.0,-3.5949213393470627,-7.742769982960174,-4.022820213518194,,,,0,False
TFB1M,866.0,865.0,3.682420651959213,11.79719375259502,True,1.0,7.0,866.0,-8.114773100635807,-11.557262090296764,-11.79719375259502,,,,0,True
TFDP1,440.0,160.0,1.5453535087973211,9.58644358697644,True,280.0,440.0,122.0,-8.041090078179119,-9.58644358697644,-9.00838747714923,,,,0,False
TFG,434.0,427.0,3.442341789869376,17.266836307779688,True,7.0,434.0,156.0,-13.824494517910312,-15.743929457616094,-17.266836307779688,,,,0,False
TGFBRAP1,51.0,49.0,3.792946673651656,12.938677448194706,True,2.0,3.0,51.0,-9.14573077454305,-12.938677448194706,-6.90520857748641,,,,0,False
TGIF2,106.0,102.0,4.551646226619704,11.457499392680502,True,4.0,2.0,106.0,-6.905853166060798,-11.457499392680502,-9.33113908287935,,,,0,False
THAP11,1547.0,1105.0,4.979047551978184,18.85555853997336,True,1547.0,1298.0,442.0,-13.876510987995175,-18.85555853997336,-11.62629046619655,,,,0,False
THAP5,90.0,85.0,1.442506664865773,12.74837202945027,True,90.0,5.0,66.0,-11.305865364584497,-12.099200975958064,-12.74837202945027,,,,0,False
THRA,337.0,334.0,2.1490654527651896,4.593607884233816,True,337.0,3.0,101.0,-2.444542431468627,-3.171639619094243,-4.593607884233816,,,,0,False
THRAP3,1200.0,940.0,2.292933207859271,19.791007494712648,True,1200.0,836.0,260.0,-19.791007494712648,-18.70452356846613,-17.498074286853377,,,,0,False
TIA1,228.0,160.0,4.639143912869919,21.939732068585865,True,68.0,228.0,5.0,-21.939732068585865,-17.300588155715946,-19.619067437779822,,,,0,False
TIAL1,238.0,184.0,5.417487482164702,25.12644658786791,True,54.0,216.0,238.0,-19.708959105703208,-25.12644658786791,-21.751882248364925,,,,0,False
TIGAR,1012.0,1010.0,2.831530547863764,12.082045152694128,True,1012.0,2.0,8.0,-12.082045152694128,-11.29906790597404,-9.250514604830364,,,,0,False
TIMM10,1352.0,1227.0,6.444581905212576,7.73646371386508,True,1352.0,1056.0,125.0,-1.2918818086525037,-7.73646371386508,-3.322142629437212,,,,0,False
TIMMDC1,120.0,117.0,7.050112733768561,21.254089964300487,True,3.0,5.0,120.0,-14.203977230531926,-21.254089964300487,-16.66680062562093,,,,0,False
TIPARP,364.0,345.0,1.1822765115640514,5.602064914146486,True,364.0,19.0,89.0,-5.156452678271585,-5.602064914146486,-3.974176166707534,,,,0,False
TIPRL,1290.0,505.0,6.60950909368216,26.64101042376592,True,894.0,1290.0,389.0,-20.03150133008376,-23.19457402413144,-26.64101042376592,,,,0,False
TM2D1,1185.0,803.0,2.372992071558862,18.0749007559932,True,382.0,334.0,1185.0,-15.701908684434336,-15.28835355206518,-18.0749007559932,,,,0,False
TM9SF3,96.0,45.0,5.291982265960325,23.24126408403649,True,96.0,51.0,65.0,-17.949281818076166,-23.24126408403649,-20.99196037868237,,,,0,False
TMED10,616.0,247.0,2.98429663037623,12.971073014303864,True,534.0,616.0,287.0,-9.986776383927634,-12.971073014303864,-12.490061057408264,,,,0,False
TMED2,159.0,30.0,3.564187678338101,11.356907833063543,True,129.0,159.0,123.0,-7.792720154725442,-10.04072622150292,-11.356907833063543,,,,0,False
TMED4,95.0,51.0,1.4365771905821312,25.647916047379045,True,92.0,95.0,41.0,-25.47702569956908,-25.647916047379045,-24.040448508986948,,,,0,False
TMEM123,142.0,70.0,3.7884049111785383,31.5271202802814,True,72.0,142.0,35.0,-27.738715369102863,-31.5271202802814,-29.458389848500083,,,,0,False
TMEM126B,441.0,413.0,6.035966989554716,23.53188227003874,True,28.0,50.0,441.0,-17.495915280484024,-23.53188227003874,-21.26444647142018,,,,0,False
TMEM131,91.0,79.0,3.986339485333069,18.68780530494274,True,91.0,12.0,33.0,-18.05396466663859,-18.68780530494274,-14.06762518130552,,,,0,False
TMEM131L,262.0,179.0,2.9951663864248745,8.2115756401594,True,83.0,204.0,262.0,-5.216409253734525,-8.2115756401594,-2.8218652940738376,,,,0,False
TMEM140,230.0,218.0,5.2899032401248505,12.464599556664837,True,12.0,11.0,230.0,-12.464599556664837,-7.174696316539986,-9.860827436977225,,,,0,False
TMEM167A,469.0,414.0,12.147187156955098,34.84289480099782,True,55.0,205.0,469.0,-22.69570764404272,-31.03634608747436,-34.84289480099782,,,,0,False
TMEM185A,65.0,37.0,0.6332734715929078,20.81611234938507,True,65.0,34.0,28.0,-20.18283887779216,-20.81611234938507,-20.35768531133532,,,,0,False
TMEM205,110.0,63.0,5.757289612064266,14.464843617865936,True,68.0,110.0,5.0,-8.70755400580167,-10.509688762016616,-14.464843617865936,,,,0,False
TMEM214,755.0,645.0,2.066655427388449,14.138778571457282,True,110.0,649.0,755.0,-12.072123144068833,-14.138778571457282,-14.024439019486255,,,,0,False
TMEM245,202.0,199.0,3.1934819495916624,12.354685949983107,True,202.0,12.0,3.0,-9.161204000391445,-9.871370576343942,-12.354685949983107,,,,0,False
TMEM263,251.0,244.0,6.081175263301407,19.42912360715481,True,7.0,13.0,251.0,-13.347948343853403,-13.27530053281566,-19.42912360715481,,,,0,False
TMEM265,278.0,263.0,0.5080302253130866,1.0564919166597695,True,278.0,23.0,15.0,-0.8501873043546998,-1.0564919166597695,-0.3421570790416132,,,,0,False
TMEM30A,791.0,459.0,4.586396213939377,18.05049975120091,True,332.0,791.0,44.0,-18.05049975120091,-16.849529926321814,-13.464103537261533,,,,0,False
TMEM33,86.0,61.0,7.275207354504769,25.04180076591512,True,25.0,5.0,86.0,-17.76659341141035,-25.04180076591512,-18.94719755532602,,,,0,False
TMEM44,55.0,55.0,1.3878786019718112,4.75269309679431,True,0.0,4.0,55.0,-3.364814494822499,-2.094198013520032,-4.75269309679431,,,,0,False
TMEM79,630.0,379.0,0.6008098298166171,5.741249090823089,True,251.0,630.0,58.0,-5.140439261006472,-5.741249090823089,-5.215198865572295,,,,0,False
TMEM86A,119.0,60.0,0.9694397035626682,1.4704909756560265,True,59.0,70.0,119.0,-1.4704909756560265,-0.5010512720933583,-0.6466370937869516,,,,0,False
TMEM87B,120.0,119.0,1.4936189926730543,6.47236907865474,True,120.0,34.0,1.0,-4.978750085981686,-5.282574226289789,-6.47236907865474,,,,0,False
TMX1,2347.0,2346.0,5.786336753448097,24.148269500459005,True,1.0,2347.0,1960.0,-18.361932747010908,-23.881790020529383,-24.148269500459005,0.953116590555264,2.0870547825830695e-06,,0,True
TMX2,119.0,80.0,3.3531287536824705,8.537312363402744,True,39.0,119.0,0.0,-7.202018899620335,-8.537312363402744,-3.848890145937865,,,,0,False
TNFRSF10B,267.0,266.0,2.4712080903186013,13.870647876117337,True,267.0,8.0,1.0,-11.399439785798736,-10.519758824343366,-13.870647876117337,,,,0,False
TNPO1,1449.0,738.0,5.235909313836319,9.680566006383824,True,711.0,769.0,1449.0,-4.444656692547505,-9.680566006383824,-7.205555788931617,,,,0,False
TNRC6A,1547.0,1490.0,1.9681229087497805,9.85445847844434,True,57.0,45.0,1547.0,-7.886335569694559,-9.85445847844434,-7.76336855552497,0.2557160301054788,1.0,,0,False
TOP2B,99.0,95.0,2.932854470967394,15.114921123682285,True,99.0,4.0,4.0,-12.18206665271489,-13.704114698276667,-15.114921123682285,,,,0,False
TOR1A,78.0,49.0,5.462560699612599,29.87962187127416,True,78.0,29.0,59.0,-24.41706117166156,-29.87962187127416,-25.609867693226764,,,,0,False
TP53INP2,1693.0,1184.0,4.189122055691054,4.661145245731017,True,509.0,927.0,1693.0,-4.661145245731017,-0.4720231900399638,-3.2562773470586355,,,,0,False
TP53RK,78.0,,,6.668321225371076,True,3.0,78.0,,-6.668321225371076,-6.631054567883426,,,,,0,False
TP73,110.0,7.0,1.1283656371207986,1.6271533955214537,True,103.0,110.0,96.0,-1.6271533955214537,-0.7357798061190931,-0.4987877584006551,,,,0,False
TPD52,434.0,341.0,3.931373516969917,11.56488794641084,True,434.0,121.0,93.0,-7.633514429440924,-7.347855220641023,-11.56488794641084,,,,0,False
TPRG1L,59.0,50.0,5.5977494489208315,13.408247286985988,True,9.0,7.0,59.0,-13.408247286985988,-9.46537365611264,-7.810497838065157,,,,0,False
TRAF3,1626.0,737.0,15.504704746078833,32.8951748253116,True,1344.0,1626.0,607.0,-32.8951748253116,-23.20830108949733,-17.390470079232767,,,,0,False
TRAPPC13,126.0,123.0,1.89861849945647,15.234902179959352,True,3.0,126.0,6.0,-13.336283680502882,-14.540549287890242,-15.234902179959352,,,,0,False
TRIB2,108.0,105.0,6.162742659769102,13.877780229116112,True,108.0,101.0,3.0,-13.877780229116112,-9.02062101181448,-7.71503756934701,,,,0,False
TRIM14,139.0,127.0,5.9602612239586925,15.533328550131568,True,139.0,12.0,21.0,-15.533328550131568,-9.573067326172875,-10.057371358729393,,,,0,False
TRIM25,50.0,23.0,7.078700381586575,26.651237144800096,True,27.0,50.0,44.0,-19.57253676321352,-21.323580337072983,-26.651237144800096,,,,0,False
TRIM39,53.0,14.0,0.6206632404333856,5.386992251433232,True,53.0,39.0,39.0,-4.766329010999846,-5.386992251433232,-4.475566980401211,,,,0,False
TRIP12,2013.0,1249.0,5.846202367637808,43.7815685587192,True,2013.0,1830.0,764.0,-37.93536619108139,-41.751281166806415,-43.7815685587192,,,,0,False
TRMT10C,342.0,333.0,6.014983624021785,13.394496196839786,True,9.0,10.0,342.0,-7.379512572818,-13.394496196839786,-7.994176205055662,,,,0,False
TRMT61A,241.0,98.0,3.963908551765065,7.615067932508333,True,148.0,241.0,50.0,-3.6511593807432674,-7.615067932508333,-3.0092970339425933,,,,0,False
TRRAP,1257.0,689.0,2.807286300928384,11.884656966999591,True,568.0,1257.0,35.0,-11.884656966999591,-10.53860740763177,-9.077370666071207,,,,0,False
TRUB1,109.0,108.0,8.850316484327438,19.090821168648223,True,109.0,2.0,1.0,-10.240504684320785,-19.090821168648223,-19.025795245927466,,,,0,False
