flagship,direction,pathway_name,overlap,query_size,p_value,fdr,expression_artifact_flag,pathway_size_bg
PLCG1,up,DNA Double Strand Break Response,17,3601,0.9929292445424404,1.0,False,75
PLCG1,up,DNA Double-Strand Break Repair,29,3601,0.9999973627965608,1.0,False,154
PLCG1,up,DNA Repair,53,3601,0.999999998815909,1.0,False,277
PLCG1,up,DNA Replication,21,3601,0.9999733574791412,1.0,True,114
PLCG1,up,DNA Replication Pre-Initiation,16,3601,0.9996925932964532,1.0,True,85
PLCG1,up,Deadenylation of mRNA,3,3601,0.994011300242186,1.0,True,22
PLCG1,up,Deadenylation-dependent mRNA decay,10,3601,0.98945601111505,1.0,True,48
PLCG1,up,Dectin-1 mediated noncanonical NF-kB signaling,6,3601,0.9969082284811877,1.0,False,37
PLCG1,up,Defective CFTR causes cystic fibrosis,7,3601,0.992620504812992,1.0,False,38
PLCG1,up,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,3,3601,0.995777039145572,1.0,False,23
PLCG1,up,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,3,3601,0.995777039145572,1.0,False,23
PLCG1,up,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,3,3601,0.995777039145572,1.0,False,23
PLCG1,up,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,6,3601,0.9969082284811877,1.0,False,37
PLCG1,up,Defective homologous recombination repair (HRR) due to PALB2 loss of function,3,3601,0.995777039145572,1.0,False,23
PLCG1,up,Defective pyroptosis,4,3601,0.956219084402276,1.0,False,20
PLCG1,up,Degradation of AXIN,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,Degradation of CDH1,7,3601,0.9957802716652254,1.0,False,40
PLCG1,up,Degradation of CRY and PER proteins,7,3601,0.992620504812992,1.0,False,38
PLCG1,up,Degradation of DVL,5,3601,0.9984636815275678,1.0,False,35
PLCG1,up,Degradation of GLI1 by the proteasome,7,3601,0.9873024354595892,1.0,False,36
PLCG1,up,Degradation of GLI2 by the proteasome,6,3601,0.99253525153541,1.0,False,34
PLCG1,up,Degradation of beta-catenin by the destruction complex,16,3601,0.8955452493691223,1.0,False,57
PLCG1,up,Dengue Virus Genome Translation and Replication,19,3601,0.868904768094461,1.0,True,65
PLCG1,up,Dengue Virus Infection,68,3601,0.9949862638340798,1.0,False,246
PLCG1,up,Dengue Virus-Host Interactions,36,3601,0.999845106203998,1.0,False,161
PLCG1,up,Deposition of new CENPA-containing nucleosomes at the centromere,5,3601,0.9945958542505408,1.0,False,31
PLCG1,up,Depurination,4,3601,0.8672739560045061,1.0,False,16
PLCG1,up,Depyrimidination,4,3601,0.967403337006146,1.0,False,21
PLCG1,up,Deubiquitination,64,3601,0.8830167969486056,1.0,False,204
PLCG1,up,Diseases associated with N-glycosylation of proteins,5,3601,0.8128642634656964,1.0,False,18
PLCG1,up,Diseases associated with O-glycosylation of proteins,6,3601,0.8386410288227847,1.0,False,22
PLCG1,up,Diseases associated with glycosaminoglycan metabolism,3,3601,0.9554321350331652,1.0,False,16
PLCG1,up,Diseases associated with glycosylation precursor biosynthesis,3,3601,0.9554321350331652,1.0,False,16
PLCG1,up,Diseases of DNA Double-Strand Break Repair,6,3601,0.9969082284811877,1.0,False,37
PLCG1,up,Diseases of DNA repair,6,3601,0.9998669701800558,1.0,False,47
PLCG1,up,Diseases of glycosylation,16,3601,0.9922101082203814,1.0,False,71
PLCG1,up,Diseases of metabolism,42,3601,0.9768348356319456,1.0,False,151
PLCG1,up,Disorders of transmembrane transporters,15,3601,0.9999826214973347,1.0,False,92
PLCG1,up,Dopamine Neurotransmitter Release Cycle,3,3601,0.7396592297638998,1.0,False,10
PLCG1,up,Downstream TCR signaling,16,3601,0.9622948726585416,1.0,False,63
PLCG1,up,Downstream signaling events of B Cell Receptor (BCR),12,3601,0.9886988943730056,1.0,False,55
PLCG1,up,Drug ADME,8,3601,0.974458243327088,1.0,False,37
PLCG1,up,Dual Incision in GG-NER,9,3601,0.9123741579140175,1.0,False,35
PLCG1,up,Dual incision in TC-NER,10,3601,0.98945601111505,1.0,False,48
PLCG1,up,E2F mediated regulation of DNA replication,4,3601,0.967403337006146,1.0,True,21
PLCG1,up,ECM proteoglycans,4,3601,0.941574955698046,1.0,False,19
PLCG1,up,EML4 and NUDC in mitotic spindle formation,27,3601,0.9101017318185224,1.0,True,93
PLCG1,up,Epigenetic regulation of gene expression,66,3601,0.9426485681420418,1.0,False,218
PLCG1,up,Eukaryotic Translation Initiation,4,3601,0.967403337006146,1.0,True,21
PLCG1,up,Extension of Telomeres,6,3601,0.9993357565172007,1.0,False,42
PLCG1,up,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,3,3601,0.9997669717887973,1.0,True,31
PLCG1,up,FCERI mediated NF-kB activation,10,3601,0.9976831766253624,1.0,False,54
PLCG1,up,FRS-mediated FGFR1 signaling,3,3601,0.8010355416582357,1.0,False,11
PLCG1,up,Fanconi Anemia Pathway,5,3601,0.9970984269172694,1.0,False,33
PLCG1,up,Fatty acyl-CoA biosynthesis,9,3601,0.7377224577069628,1.0,False,29
PLCG1,up,Formation of HIV elongation complex in the absence of HIV Tat,3,3601,0.999296511652669,1.0,False,28
PLCG1,up,Formation of HIV-1 elongation complex containing HIV-1 Tat,3,3601,0.998547285044668,1.0,False,26
PLCG1,up,Formation of RNA Pol II elongation complex,7,3601,0.9944089327878094,1.0,False,39
PLCG1,up,Formation of TC-NER Pre-Incision Complex,8,3601,0.9675092704949024,1.0,False,36
PLCG1,up,Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF),5,3601,0.8513475885758137,1.0,False,19
PLCG1,up,Formation of paraxial mesoderm,10,3601,0.973205782163079,1.0,False,44
PLCG1,up,Formation of the embryonic stem cell BAF (esBAF) complex,3,3601,0.9389024764652916,1.0,False,15
PLCG1,up,G0 and Early G1,7,3601,0.8599334428285359,1.0,False,26
PLCG1,up,G1/S DNA Damage Checkpoints,14,3601,0.9605301179976276,1.0,False,56
PLCG1,up,G1/S Transition,17,3601,0.9999954817282752,1.0,False,105
PLCG1,up,G1/S-Specific Transcription,4,3601,0.9931159797887344,1.0,False,26
PLCG1,up,G2/M Checkpoints,19,3601,0.999998448496644,1.0,False,117
PLCG1,up,G2/M DNA damage checkpoint,15,3601,0.9869354726638968,1.0,False,65
PLCG1,up,G2/M Transition,39,3601,0.9974753893615776,1.0,False,156
PLCG1,up,GLI3 is processed to GLI3R by the proteasome,6,3601,0.99253525153541,1.0,False,34
PLCG1,up,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,5,3601,0.9960328285211262,1.0,False,32
PLCG1,up,GSK3B-mediated proteasomal degradation of PD-L1(CD274),7,3601,0.9785398653501892,1.0,False,34
PLCG1,up,GTP hydrolysis and joining of the 60S ribosomal subunit,4,3601,0.941574955698046,1.0,True,19
PLCG1,up,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",6,3601,0.9977121766689742,1.0,False,38
PLCG1,up,Gap junction trafficking and regulation,5,3601,0.7667691625491463,1.0,False,17
PLCG1,up,Gap-filling DNA repair synthesis and ligation in GG-NER,4,3601,0.9758735283111152,1.0,False,22
PLCG1,up,Gap-filling DNA repair synthesis and ligation in TC-NER,8,3601,0.998187011640547,1.0,False,47
PLCG1,up,Gastrulation,14,3601,0.967453735248681,1.0,False,57
PLCG1,up,Gene Silencing by RNA,9,3601,0.953600547676984,1.0,False,38
PLCG1,up,Gene expression (Transcription),354,3601,0.9666888196279044,1.0,False,1086
PLCG1,up,Generic Transcription Pathway,304,3601,0.7804743936715841,1.0,False,896
PLCG1,up,Global Genome Nucleotide Excision Repair (GG-NER),18,3601,0.9827816825023168,1.0,False,74
PLCG1,up,Gluconeogenesis,3,3601,0.8497495584960015,1.0,False,12
PLCG1,up,Glucose metabolism,11,3601,0.9977691730258624,1.0,False,58
PLCG1,up,Glutathione conjugation,5,3601,0.945634176912426,1.0,False,23
PLCG1,up,Glycogen breakdown (glycogenolysis),3,3601,0.8497495584960015,1.0,False,12
PLCG1,up,Glycolysis,11,3601,0.9922999882465928,1.0,False,53
PLCG1,up,HATs acetylate histones,24,3601,0.8193973718325333,1.0,False,78
PLCG1,up,HCMV Early Events,13,3601,0.997985771808015,1.0,False,66
PLCG1,up,HCMV Infection,24,3601,0.903400531966443,1.0,False,83
PLCG1,up,HCMV Late Events,16,3601,0.7552782488460394,1.0,False,51
PLCG1,up,HDR through Homologous Recombination (HRR),11,3601,0.9977691730258624,1.0,False,58
PLCG1,up,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),19,3601,0.9994691732118492,1.0,False,94
PLCG1,up,HDR through Single Strand Annealing (SSA),6,3601,0.994414179888757,1.0,False,35
PLCG1,up,HIV Infection,46,3601,0.9744814093409936,1.0,False,163
PLCG1,up,HIV Life Cycle,28,3601,0.983909416826948,1.0,False,108
PLCG1,up,HIV Transcription Elongation,3,3601,0.998547285044668,1.0,False,26
PLCG1,up,HIV Transcription Initiation,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,HS-GAG degradation,3,3601,0.8010355416582357,1.0,False,11
PLCG1,up,HSF1-dependent transactivation,8,3601,0.7836751044480776,1.0,False,27
PLCG1,up,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,11,3601,0.8015510534747001,1.0,False,37
PLCG1,up,Hedgehog 'off' state,17,3601,0.9893494780965648,1.0,False,73
PLCG1,up,Hedgehog 'on' state,10,3601,0.9961063607268232,1.0,False,52
PLCG1,up,Hedgehog ligand biogenesis,5,3601,0.9988874158425642,1.0,False,36
PLCG1,up,Heparan sulfate/heparin (HS-GAG) metabolism,4,3601,0.9822397075529444,1.0,False,23
PLCG1,up,Hh mutants abrogate ligand secretion,5,3601,0.997885181293452,1.0,False,34
PLCG1,up,Hh mutants are degraded by ERAD,5,3601,0.9970984269172694,1.0,False,33
PLCG1,up,Homologous DNA Pairing and Strand Exchange,6,3601,0.9977121766689742,1.0,False,38
PLCG1,up,Homology Directed Repair,19,3601,0.9998724122701772,1.0,False,100
PLCG1,up,Host Interactions of HIV factors,24,3601,0.9819365745174092,1.0,False,94
PLCG1,up,Immunoglobulin maturation,66,3601,0.8826749803140539,1.0,False,210
PLCG1,up,Impaired BRCA2 binding to PALB2,3,3601,0.994011300242186,1.0,False,22
PLCG1,up,Impaired BRCA2 binding to RAD51,6,3601,0.9868361931893797,1.0,False,32
PLCG1,up,Influenza Infection,8,3601,0.9992349657279296,1.0,False,50
PLCG1,up,Inhibition of replication initiation of damaged DNA by RB1/E2F1,3,3601,0.8497495584960015,1.0,False,12
PLCG1,up,Initiation of Nuclear Envelope (NE) Reformation,4,3601,0.9225797205144182,1.0,False,18
PLCG1,up,Inositol phosphate metabolism,12,3601,0.9858559371030696,1.0,False,54
PLCG1,up,Interconversion of nucleotide di- and triphosphates,6,3601,0.870439353330672,1.0,False,23
PLCG1,up,Interleukin-1 signaling,24,3601,0.8745543636921022,1.0,False,81
PLCG1,up,Intraflagellar transport,11,3601,0.9001671462248876,1.0,False,41
PLCG1,up,Ion transport by P-type ATPases,10,3601,0.7723653714736227,1.0,False,33
PLCG1,up,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,4,3601,0.8672739560045061,1.0,False,16
PLCG1,up,KEAP1-NFE2L2 pathway,29,3601,0.7718286846063895,1.0,False,91
PLCG1,up,L13a-mediated translational silencing of Ceruloplasmin expression,4,3601,0.8981985078369245,1.0,True,17
PLCG1,up,Laminin interactions,3,3601,0.7396592297638998,1.0,False,10
PLCG1,up,Late Phase of HIV Life Cycle,23,3601,0.994280250406219,1.0,False,97
PLCG1,up,M Phase,82,3601,0.9970765442689736,1.0,False,295
PLCG1,up,MAPK6/MAPK4 signaling,15,3601,0.9144643342587556,1.0,False,55
PLCG1,up,MET promotes cell motility,5,3601,0.7667691625491463,1.0,False,17
PLCG1,up,Maturation of DENV proteins,11,3601,0.880366312655745,1.0,False,40
PLCG1,up,Maturation of TCA enzymes and regulation of TCA cycle,5,3601,0.7667691625491463,1.0,False,17
PLCG1,up,Meiosis,15,3601,0.927759597737742,1.0,False,56
PLCG1,up,Meiotic recombination,7,3601,0.9546037313707368,1.0,False,31
PLCG1,up,Metabolic disorders of biological oxidation enzymes,4,3601,0.8672739560045061,1.0,False,16
PLCG1,up,Metabolism,463,3601,0.8975994338861965,1.0,False,1379
PLCG1,up,Metabolism of RNA,63,3601,1.0,1.0,True,452
PLCG1,up,Metabolism of amino acids and derivatives,28,3601,0.999999983359412,1.0,False,170
PLCG1,up,Metabolism of carbohydrates and carbohydrate derivatives,60,3601,0.8382210266616569,1.0,False,188
PLCG1,up,Metabolism of cofactors,5,3601,0.945634176912426,1.0,False,23
PLCG1,up,Metabolism of fat-soluble vitamins,4,3601,0.8981985078369245,1.0,False,17
PLCG1,up,Metabolism of nucleotides,19,3601,0.955201180277572,1.0,False,72
PLCG1,up,Metabolism of polyamines,3,3601,0.9999922950613036,1.0,False,40
PLCG1,up,Metabolism of proteins,428,3601,0.9484187906415829,1.0,False,1294
PLCG1,up,Metabolism of steroid hormones,4,3601,0.8981985078369245,1.0,False,17
PLCG1,up,Metabolism of vitamins and cofactors,37,3601,0.9800182680519754,1.0,False,136
PLCG1,up,Metabolism of water-soluble vitamins and cofactors,28,3601,0.908435592860502,1.0,False,96
PLCG1,up,Miscellaneous transport and binding events,5,3601,0.8829984408811257,1.0,False,20
PLCG1,up,Mitochondrial Fatty Acid Beta-Oxidation,9,3601,0.7774708438779815,1.0,False,30
PLCG1,up,Mitochondrial calcium ion transport,6,3601,0.7563950316598775,1.0,False,20
PLCG1,up,Mitochondrial iron-sulfur cluster biogenesis,3,3601,0.8010355416582357,1.0,False,11
PLCG1,up,Mitochondrial protein degradation,18,3601,0.9903910901004116,1.0,False,77
PLCG1,up,Mitochondrial protein import,7,3601,0.9999689609039228,1.0,False,56
PLCG1,up,Mitotic Anaphase,45,3601,0.9981551342175978,1.0,True,178
PLCG1,up,Mitotic G1 phase and G1/S transition,25,3601,0.9998606063179082,1.0,True,122
PLCG1,up,Mitotic G2-G2/M phases,41,3601,0.994677192155713,1.0,True,158
PLCG1,up,Mitotic Metaphase and Anaphase,45,3601,0.9984304770384193,1.0,True,179
PLCG1,up,Mitotic Prometaphase,45,3601,0.9915570513964068,1.0,True,168
PLCG1,up,Mitotic Prophase,22,3601,0.9683487924941184,1.0,True,84
PLCG1,up,Mitotic Spindle Checkpoint,29,3601,0.8503783947906203,1.0,True,95
PLCG1,up,Myogenesis,5,3601,0.7667691625491463,1.0,False,17
PLCG1,up,NCAM1 interactions,3,3601,0.8010355416582357,1.0,False,11
PLCG1,up,NGF-stimulated transcription,9,3601,0.7377224577069628,1.0,False,29
PLCG1,up,NIK-->noncanonical NF-kB signaling,5,3601,0.9988874158425642,1.0,False,36
PLCG1,up,NS1 Mediated Effects on Host Pathways,5,3601,0.9970984269172694,1.0,False,33
PLCG1,up,Negative Regulation of DNA Double Strand Break Response,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,Negative epigenetic regulation of rRNA expression,9,3601,0.9911896993720538,1.0,True,45
PLCG1,up,Negative regulation of NOTCH4 signaling,7,3601,0.9723044137793294,1.0,False,33
PLCG1,up,Netrin-1 signaling,4,3601,0.8981985078369245,1.0,False,17
PLCG1,up,Neurexins and neuroligins,7,3601,0.7485457760504374,1.0,False,23
PLCG1,up,Neurotransmitter release cycle,6,3601,0.7563950316598775,1.0,False,20
PLCG1,up,NoRC negatively regulates rRNA expression,9,3601,0.9855145593926412,1.0,True,43
PLCG1,up,Nonhomologous End-Joining (NHEJ),10,3601,0.905968376504466,1.0,False,38
PLCG1,up,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),3,3601,0.9833095014826972,1.0,True,19
PLCG1,up,Nonsense-Mediated Decay (NMD),3,3601,0.9833095014826972,1.0,True,19
PLCG1,up,Nuclear Envelope (NE) Reassembly,14,3601,0.9426970488156632,1.0,False,54
PLCG1,up,Nuclear Envelope Breakdown,4,3601,0.9999937552934086,1.0,False,46
PLCG1,up,Nuclear RNA decay,6,3601,0.8968198982672562,1.0,False,24
PLCG1,up,Nuclear Receptor transcription pathway,9,3601,0.8434654395960861,1.0,False,32
PLCG1,up,Nuclear events mediated by NFE2L2,17,3601,0.9664163285882914,1.0,False,67
PLCG1,up,Nucleosome assembly,5,3601,0.9945958542505408,1.0,False,31
PLCG1,up,Nucleotide Excision Repair,19,3601,0.9979654395455412,1.0,False,88
PLCG1,up,Nucleotide catabolism,6,3601,0.870439353330672,1.0,False,23
PLCG1,up,O-linked glycosylation,14,3601,0.8434746334766201,1.0,False,48
PLCG1,up,Orc1 removal from chromatin,4,3601,0.9999970276323856,1.0,False,48
PLCG1,up,Organelle biogenesis and maintenance,77,3601,0.9684708754316408,1.0,False,258
PLCG1,up,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,11,3601,0.9171669526488077,1.0,False,42
PLCG1,up,PCNA-Dependent Long Patch Base Excision Repair,3,3601,0.9880901633204188,1.0,False,20
PLCG1,up,PCP/CE pathway,15,3601,0.927759597737742,1.0,False,56
PLCG1,up,PECAM1 interactions,3,3601,0.8497495584960015,1.0,False,12
PLCG1,up,PERK regulates gene expression,4,3601,0.9758735283111152,1.0,False,22
PLCG1,up,PI3K Cascade,6,3601,0.8386410288227847,1.0,False,22
PLCG1,up,PIWI-interacting RNA (piRNA) biogenesis,3,3601,0.9168374505527768,1.0,False,14
PLCG1,up,PRC2 methylates histones and DNA,7,3601,0.7485457760504374,1.0,False,23
PLCG1,up,PTEN Regulation,33,3601,0.8617597908664651,1.0,False,108
PLCG1,up,Peptide ligand-binding receptors,16,3601,0.7552782488460394,1.0,False,51
PLCG1,up,Phase II - Conjugation of compounds,11,3601,0.9316499577539192,1.0,False,43
PLCG1,up,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,4,3601,0.7809028456367058,1.0,False,14
PLCG1,up,Polymerase switching on the C-strand of the telomere,4,3601,0.967403337006146,1.0,False,21
PLCG1,up,Post-translational protein phosphorylation,13,3601,0.7616276353777822,1.0,True,42
PLCG1,up,Prefoldin mediated transfer of substrate  to CCT/TriC,5,3601,0.8128642634656964,1.0,False,18
PLCG1,up,Presynaptic phase of homologous DNA pairing and strand exchange,6,3601,0.9969082284811877,1.0,False,37
PLCG1,up,Processing of Capped Intron-Containing Pre-mRNA,21,3601,0.9999999999999992,1.0,True,196
PLCG1,up,Processing of DNA double-strand break ends,16,3601,0.9622948726585416,1.0,True,63
PLCG1,up,Processive synthesis on the C-strand of the telomere,3,3601,0.9554321350331652,1.0,False,16
PLCG1,up,Proteasome assembly,6,3601,0.9996482243238508,1.0,False,44
PLCG1,up,Protein localization,38,3601,0.964560562615549,1.0,False,135
PLCG1,up,RHOBTB GTPase Cycle,8,3601,0.9004618751894214,1.0,False,31
PLCG1,up,RHOBTB1 GTPase cycle,5,3601,0.8513475885758137,1.0,False,19
PLCG1,up,RHOBTB2 GTPase cycle,5,3601,0.9086860108358294,1.0,False,21
PLCG1,up,RMTs methylate histone arginines,6,3601,0.970244992739505,1.0,False,29
PLCG1,up,RNA Polymerase I Promoter Escape,5,3601,0.9866694448529544,1.0,False,28
PLCG1,up,RNA Polymerase I Transcription,13,3601,0.8901148121807743,1.0,False,47
PLCG1,up,RNA Polymerase I Transcription Initiation,8,3601,0.9352471580656608,1.0,False,33
PLCG1,up,RNA Polymerase II HIV Promoter Escape,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,RNA Polymerase II Pre-transcription Events,10,3601,0.9992098255340977,1.0,False,58
PLCG1,up,RNA Polymerase II Promoter Escape,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,RNA Polymerase II Transcription,317,3601,0.8600415709640459,1.0,False,946
PLCG1,up,RNA Polymerase II Transcription Elongation,7,3601,0.9944089327878094,1.0,False,39
PLCG1,up,RNA Polymerase II Transcription Initiation,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,RNA Polymerase II Transcription Initiation And Promoter Clearance,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,4,3601,0.9995319046454432,1.0,False,34
PLCG1,up,RNA Polymerase III Abortive And Retractive Initiation,3,3601,0.994011300242186,1.0,False,22
PLCG1,up,RNA Polymerase III Transcription,3,3601,0.994011300242186,1.0,False,22
PLCG1,up,RNA polymerase II transcribes snRNA genes,9,3601,0.9911896993720538,1.0,False,45
PLCG1,up,RND2 GTPase cycle,11,3601,0.7681290934786272,1.0,False,36
PLCG1,up,RUNX1 regulates transcription of genes involved in differentiation of HSCs,12,3601,0.9729262753619394,1.0,False,51
PLCG1,up,Recognition and association of DNA glycosylase with site containing an affected purine,4,3601,0.8672739560045061,1.0,False,16
PLCG1,up,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,4,3601,0.967403337006146,1.0,False,21
PLCG1,up,Recognition of DNA damage by PCNA-containing replication complex,8,3601,0.7836751044480776,1.0,False,27
PLCG1,up,Recruitment of NuMA to mitotic centrosomes,23,3601,0.7748312876290383,1.0,True,73
PLCG1,up,Recruitment of mitotic centrosome proteins and complexes,22,3601,0.7495003379022418,1.0,True,69
PLCG1,up,Regulation of APC/C activators between G1/S and early anaphase,9,3601,0.9992145833977056,1.0,False,54
PLCG1,up,Regulation of Apoptosis,4,3601,0.9990666881749772,1.0,False,32
PLCG1,up,Regulation of CDH1 Expression and Function,30,3601,0.9907002903029954,1.0,False,118
PLCG1,up,Regulation of CDH1 Function,9,3601,0.9855145593926412,1.0,False,43
PLCG1,up,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,6,3601,0.961362103613326,1.0,True,28
PLCG1,up,Regulation of Expression and Function of Type I Classical Cadherins,30,3601,0.9907002903029954,1.0,False,118
PLCG1,up,Regulation of HSF1-mediated heat shock response,11,3601,0.9996535880160586,1.0,False,65
PLCG1,up,Regulation of Homotypic Cell-Cell Adhesion,33,3601,0.9799633441612504,1.0,False,123
PLCG1,up,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),13,3601,0.8476135915121186,1.0,False,45
PLCG1,up,Regulation of PD-L1(CD274) Post-translational modification,17,3601,0.972019123453678,1.0,True,68
PLCG1,up,Regulation of PTEN stability and activity,8,3601,0.997597876164505,1.0,False,46
PLCG1,up,Regulation of RAS by GAPs,9,3601,0.9765911762037572,1.0,False,41
PLCG1,up,Regulation of RUNX2 expression and activity,9,3601,0.9855145593926412,1.0,False,43
PLCG1,up,Regulation of RUNX3 expression and activity,8,3601,0.974458243327088,1.0,False,37
PLCG1,up,Regulation of TP53 Activity,46,3601,0.8087285118532669,1.0,False,144
PLCG1,up,Regulation of TP53 Activity through Association with Co-factors,3,3601,0.8497495584960015,1.0,False,12
PLCG1,up,Regulation of TP53 Activity through Phosphorylation,22,3601,0.9404249619036716,1.0,False,80
PLCG1,up,Regulation of activated PAK-2p34 by proteasome mediated degradation,3,3601,0.9995122029566592,1.0,False,29
PLCG1,up,Regulation of clotting cascade,4,3601,0.8672739560045061,1.0,False,16
PLCG1,up,Regulation of endogenous retroelements,25,3601,0.7965987010605142,1.0,False,80
PLCG1,up,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,6,3601,0.7563950316598775,1.0,False,20
PLCG1,up,Regulation of expression of SLITs and ROBOs,7,3601,0.9992743059122738,1.0,False,46
PLCG1,up,Regulation of mRNA stability by proteins that bind AU-rich elements,14,3601,0.9781409581215016,1.0,True,59
PLCG1,up,Regulation of mitotic cell cycle,12,3601,0.9972722277560968,1.0,True,61
PLCG1,up,Removal of the Flap Intermediate from the C-strand,3,3601,0.9168374505527768,1.0,False,14
PLCG1,up,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,3,3601,0.995777039145572,1.0,False,23
PLCG1,up,Resolution of Abasic Sites (AP sites),3,3601,0.9999479998072972,1.0,False,35
PLCG1,up,Resolution of D-Loop Structures,4,3601,0.998159507141768,1.0,False,30
PLCG1,up,Resolution of D-loop Structures through Holliday Junction Intermediates,4,3601,0.998159507141768,1.0,False,30
PLCG1,up,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),3,3601,0.995777039145572,1.0,False,23
PLCG1,up,Resolution of Sister Chromatid Cohesion,27,3601,0.9752614154885496,1.0,False,102
PLCG1,up,Respiratory electron transport,42,3601,0.8684650588822316,1.0,False,136
PLCG1,up,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",4,3601,0.8672739560045061,1.0,True,16
PLCG1,up,Response of EIF2AK4 (GCN2) to amino acid deficiency,3,3601,0.8497495584960015,1.0,False,12
PLCG1,up,Retinoid metabolism and transport,4,3601,0.7809028456367058,1.0,False,14
PLCG1,up,Ribosomal scanning and start codon recognition,4,3601,0.9225797205144182,1.0,True,18
PLCG1,up,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,8,3601,0.9928496820764502,1.0,True,42
PLCG1,up,Ribosome-associated quality control,9,3601,0.9959419552427428,1.0,True,48
PLCG1,up,S Phase,27,3601,0.999880200274907,1.0,False,130
PLCG1,up,SARS-CoV-2 activates/modulates innate and adaptive immune responses,25,3601,0.8560905890866028,1.0,False,83
PLCG1,up,SARS-CoV-2-host interactions,38,3601,0.7514534268097642,1.0,False,117
PLCG1,up,SCF(Skp2)-mediated degradation of p27/p21,5,3601,0.9994215861706286,1.0,False,38
PLCG1,up,SCF-beta-TrCP mediated degradation of Emi1,3,3601,0.9998394149212612,1.0,False,32
PLCG1,up,SIRT1 negatively regulates rRNA expression,4,3601,0.8285773469027184,1.0,True,15
PLCG1,up,SLC transporter disorders,7,3601,0.9996060437861196,1.0,False,48
PLCG1,up,SLC-mediated transport of amino acids,3,3601,0.976719836358805,1.0,False,18
PLCG1,up,SPOP-mediated proteasomal degradation of PD-L1(CD274),4,3601,0.9998367263342696,1.0,False,37
PLCG1,up,SRP-dependent cotranslational protein targeting to membrane,6,3601,0.7563950316598775,1.0,True,20
PLCG1,up,SUMO E3 ligases SUMOylate target proteins,44,3601,0.8248092561845326,1.0,False,139
PLCG1,up,SUMOylation,45,3601,0.8667829688728483,1.0,False,145
PLCG1,up,SUMOylation of DNA damage response and repair proteins,15,3601,0.99309171723587,1.0,False,68
PLCG1,up,SUMOylation of DNA replication proteins,5,3601,0.9995846478919638,1.0,True,39
PLCG1,up,SUMOylation of RNA binding proteins,6,3601,0.9969082284811877,1.0,False,37
PLCG1,up,SUMOylation of chromatin organization proteins,11,3601,0.9757598558397974,1.0,False,48
PLCG1,up,SUMOylation of ubiquitinylation proteins,4,3601,0.9990666881749772,1.0,False,32
PLCG1,up,Selenoamino acid metabolism,3,3601,0.9915379677061308,1.0,False,21
PLCG1,up,Separation of Sister Chromatids,34,3601,0.998735403298396,1.0,False,143
PLCG1,up,Signaling by FGFR in disease,10,3601,0.8634063434033825,1.0,False,36
PLCG1,up,Signaling by FGFR2 in disease,4,3601,0.9225797205144182,1.0,False,18
PLCG1,up,Signaling by Hedgehog,24,3601,0.9872025598975342,1.0,False,96
PLCG1,up,Signaling by NTRK2 (TRKB),6,3601,0.8007982170260736,1.0,False,21
PLCG1,up,Signaling by ROBO receptors,23,3601,0.8208511300388929,1.0,False,75
PLCG1,up,Signaling by Retinoic Acid,7,3601,0.7485457760504374,1.0,False,23
PLCG1,up,Signaling by the B Cell Receptor (BCR),25,3601,0.8180837299517352,1.0,False,81
PLCG1,up,Somatic hypermutation of immunoglobulin genes,31,3601,0.997030471986848,1.0,False,128
