gene,is_ctx_specific,delivery_modality,polarity,kinetic_archetype,avoid_tier,n_avoid_flags,avoid_flags,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,pli,breadth_max_de
CCNA2,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0,False,351.0,467.0,818.0,384.0,0.132,0.99962,818.0
CCNC,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.15); 劑量敏感(pLI 1.00),0,False,1360.0,2731.0,2271.0,4091.0,0.146,0.99914,4091.0
CCND2,False,小分子 (胞內可成藥口袋),activator,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 0.99),0,False,1284.0,1287.0,1321.0,3.0,0.229,0.98658,1321.0
CCND3,True,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 0.98),1,False,199.0,1.0,1.0,200.0,0.24,0.98347,200.0
CCNF,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,490.0,615.0,125.0,197.0,0.419,0.12679,615.0
CCNK,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,514.0,148.0,662.0,368.0,0.165,0.9998,662.0
CCNQ,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,311.0,466.0,777.0,412.0,,,777.0
CCR4,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,other(其他),clear,0,,0,False,503.0,508.0,61.0,5.0,0.973,0.06863,508.0
CD2,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,True,985.0,4.0,669.0,989.0,0.624,0.47108,989.0
CD247,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),1,True,4325.0,5.0,4330.0,828.0,0.6885845464824588,0.1639353679412317,4330.0
CD274,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,other(其他),clear,0,,0,False,143.0,24.0,167.0,102.0,0.801,0.01916,167.0
CD28,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),1,True,1793.0,5.0,1506.0,1798.0,0.6754854307844184,0.5463803561379975,1798.0
CD3E,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),1,True,5707.0,4.0,5711.0,1586.0,0.7007847405093005,0.0481985216488277,5711.0
CD5,True,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,late_sustained(晚期持續),clear,0,,0,True,1193.0,8.0,358.0,1201.0,1.03,2.3074e-10,1201.0
CD99L2,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,unknown,clear,0,,0,,,,50.0,113.0,1.037,0.00017021,113.0
CDADC1,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,169.0,173.0,36.0,4.0,1.1,3.1468e-10,173.0
CDC25B,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,1225.0,1256.0,1208.0,31.0,0.425,0.3643,1256.0
CDCA3,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,57.0,127.0,74.0,70.0,0.504,0.6885,127.0
CDIPT,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,False,352.0,24.0,376.0,1.0,0.794,0.13014,376.0
CDK13,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.32); 劑量敏感(pLI 0.91),0,False,332.0,558.0,672.0,890.0,0.324,0.90753,890.0
CDK2,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,False,346.0,1.0,58.0,347.0,0.485,0.61054,347.0
CDK5RAP3,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,108.0,132.0,240.0,52.0,1.081,7.6348e-15,240.0
CDKN2AIP,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.33); 劑量敏感(pLI 0.96),0,False,11.0,113.0,102.0,120.0,0.329,0.96386,120.0
CEP104,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,54.0,58.0,4.0,7.0,0.743,1.2281e-12,58.0
CEP135,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,123.0,2.0,38.0,125.0,0.813,3.5892e-22,125.0
CEP43,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,766.0,995.0,229.0,483.0,0.729,0.00062816,995.0
CEP44,False,待新模態 (無已知遞送方式),activator,other(其他),clear,0,,0,False,70.0,72.0,2.0,3.0,1.16,1.2728e-07,72.0
CEP89,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,145.0,31.0,49.0,176.0,1.223,8.350399999999999e-26,176.0
CFAP20,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,838.0,455.0,863.0,1293.0,,,1293.0
CFAP298,False,待新模態 (無已知遞送方式),mixed,unknown,clear,0,,0,False,,487.0,1425.0,,,,1425.0
CFAP97,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,600.0,601.0,1.0,3.0,,,601.0
CHD4,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.16); 劑量敏感(pLI 1.00),0,False,783.0,1200.0,1517.0,417.0,0.156,1.0,1517.0
CHD7,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.08); 劑量敏感(pLI 1.00),0,False,1024.0,1254.0,2278.0,1030.0,0.076,1.0,2278.0
CHIC2,False,小分子 (胞內可成藥口袋),activator,other(其他),clear,0,,0,False,43.0,32.0,75.0,59.0,0.581,0.54245,75.0
CHMP1A,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,563.0,570.0,87.0,7.0,1.177,0.00028502,570.0
CHMP4A,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,59.0,41.0,100.0,20.0,1.582,3.3901e-09,100.0
CHTF18,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,722.0,136.0,86.0,858.0,1.161,3.074699999999999e-28,858.0
CIT,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,39.0,74.0,54.0,35.0,0.261,0.9997,74.0
CKAP4,False,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,other(其他),clear,0,,0,False,437.0,441.0,16.0,4.0,0.521,0.50863,441.0
CLCC1,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),caution,1,泛效應(breadth top10%),0,False,1493.0,239.0,680.0,1732.0,0.8051613354337509,4.419423940838039e-08,1732.0
CLPB,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,281.0,5.0,5.0,286.0,0.536,0.00049945,286.0
CLUH,False,待新模態 (無已知遞送方式),activator,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.28); 劑量敏感(pLI 0.99),0,False,71.0,32.0,27.0,103.0,0.284,0.99474,103.0
CMTM7,False,抗體 (表面但胞外域有限),repressor,late_sustained(晚期持續),clear,0,,0,False,35.0,82.0,47.0,92.0,1.19,0.038169,92.0
CMTR1,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,130.0,154.0,195.0,24.0,0.289,0.99252,195.0
CNBP,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.96),0,False,209.0,53.0,262.0,252.0,0.298,0.95994,262.0
CNOT10,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.98),0,False,48.0,43.0,81.0,91.0,0.305,0.98194,91.0
CNOT4,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0,False,815.0,143.0,505.0,958.0,0.143,0.99996,958.0
CNOT6L,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,103.0,6.0,29.0,109.0,0.231,0.99821,109.0
COA3,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,422.0,112.0,253.0,534.0,1.534,0.064758,534.0
COA6,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,101.0,5.0,10.0,106.0,1.454,0.0056851,106.0
COA7,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,501.0,43.0,200.0,544.0,1.02,0.059686,544.0
COLGALT1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,321.0,5.0,9.0,326.0,0.878,5.9074e-08,326.0
COMMD10,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,80.0,99.0,143.0,179.0,1.866,6.4803e-12,179.0
COMMD4,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,75.0,36.0,8.0,111.0,1.152,0.00032013,111.0
COMMD5,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,215.0,7.0,124.0,222.0,1.813,1.497e-05,222.0
COMMD7,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,111.0,2.0,3.0,113.0,1.358,9.7494e-08,113.0
COMMD8,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,227.0,57.0,6.0,284.0,1.766,7.3184e-10,284.0
COP1,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,142.0,71.0,213.0,40.0,0.202,0.99994,213.0
COPRS,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,385.0,76.0,182.0,461.0,0.832,0.25305,461.0
COPS9,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,79.0,10.0,45.0,89.0,,,89.0
COQ6,True,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),clear,0,,0,True,780.0,20.0,229.0,800.0,1.328,4.3324e-15,800.0
COX15,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,232.0,15.0,98.0,247.0,1.327,1.1031e-13,247.0
COX16,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),clear,0,,0,False,60.0,2.0,4.0,62.0,1.78,1.8748e-05,62.0
COX17,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,97.0,1.0,90.0,98.0,1.541,0.19879,98.0
COX18,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,395.0,3.0,5.0,398.0,1.697,6.0435e-15,398.0
COX19,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,458.0,26.0,310.0,484.0,1.908,0.0043158,484.0
COX20,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,107.0,111.0,4.0,6.0,1.48,0.020118,111.0
COX6B1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,100.0,31.0,131.0,20.0,1.169,0.12065,131.0
COX6C,False,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,False,1227.0,267.0,1494.0,568.0,1.68,0.048848,1494.0
COX7C,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,112.0,3.0,35.0,115.0,1.141,0.56366,115.0
CPOX,False,待新模態 (無已知遞送方式),activator,other(其他),clear,0,,0,False,322.0,326.0,4.0,13.0,0.542,0.17152,326.0
CPSF6,False,待新模態 (無已知遞送方式),repressor,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 1.00),0,False,768.0,2158.0,2487.0,1390.0,0.2992907577699072,0.9999997861097684,2487.0
CREB1,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.22); 劑量敏感(pLI 1.00),0,False,289.0,200.0,436.0,489.0,0.223,0.99673,489.0
CREBBP,False,小分子 (胞內可成藥口袋),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.11); 劑量敏感(pLI 1.00),0,False,1407.0,1562.0,2969.0,1957.0,0.1051924869763193,1.0,2969.0
CRLS1,False,抗體 (表面但胞外域有限),mixed,late_sustained(晚期持續),clear,0,,0,False,724.0,111.0,50.0,835.0,0.932,0.0031076,835.0
CROT,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,137.0,146.0,283.0,46.0,1.173,4.431500000000001e-25,283.0
CRTAP,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),clear,0,,0,False,84.0,77.0,161.0,8.0,0.857,0.00055361,161.0
CRTC2,False,待新模態 (無已知遞送方式),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,364.0,367.0,3.0,7.0,0.235,0.99891,367.0
CRY1,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,191.0,197.0,6.0,6.0,0.814,1.662e-09,197.0
CRYZL1,False,小分子 (胞內可成藥口袋),repressor,other(其他),clear,0,,0,False,1195.0,1212.0,736.0,17.0,1.166,2.0125e-09,1212.0
CSDE1,False,待新模態 (無已知遞送方式),mixed,other(其他),avoid,3,泛效應(breadth top10%); 高遺傳約束(LOEUF 0.14); 劑量敏感(pLI 1.00),0,False,1124.0,1814.0,1053.0,690.0,0.144,1.0,1814.0
CSK,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,499.0,548.0,326.0,49.0,0.168,0.99977,548.0
CSNK2A1,False,小分子 (胞內可成藥口袋),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.30); 劑量敏感(pLI 0.99),0,False,157.0,296.0,139.0,293.0,0.297,0.98711,296.0
CSNK2A2,False,小分子 (胞內可成藥口袋),activator,other(其他),high_risk,2,高遺傳約束(LOEUF 0.18); 劑量敏感(pLI 1.00),0,False,98.0,110.0,23.0,12.0,0.184,0.9994,110.0
CTDSP2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,118.0,2.0,3.0,120.0,0.667,0.11425,120.0
CTDSPL2,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,328.0,409.0,478.0,737.0,0.174,0.99966,737.0
CTH,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,152.0,2.0,0.0,154.0,0.959,7.482e-08,154.0
CTNNB1,False,小分子 (胞內可成藥口袋),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0,False,53.0,7.0,24.0,60.0,0.129,0.99999,60.0
CTPS1,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.29); 劑量敏感(pLI 0.99),0,False,813.0,79.0,892.0,253.0,0.287,0.99259,892.0
CTSF,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,284.0,284.0,0.0,0.0,1.201,1.9431e-13,284.0
CTSO,False,小分子 (胞內可成藥口袋),activator,late_sustained(晚期持續),clear,0,,0,False,96.0,2.0,3.0,98.0,1.332,5.9474e-09,98.0
CTU1,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,404.0,454.0,297.0,50.0,1.513,0.067155,454.0
CUL3,False,小分子 (胞內可成藥口袋),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.23); 劑量敏感(pLI 1.00),0,False,108.0,693.0,585.0,670.0,0.228,0.9996,693.0
CUL4A,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,96.0,7.0,13.0,103.0,0.124,0.99999,103.0
CUL4B,False,待新模態 (無已知遞送方式),activator,other(其他),high_risk,2,高遺傳約束(LOEUF 0.09); 劑量敏感(pLI 1.00),0,False,550.0,572.0,99.0,22.0,0.085,1.0,572.0
CYB561D2,False,抗體 (表面但胞外域有限),mixed,other(其他),clear,0,,0,False,386.0,393.0,88.0,7.0,1.344,0.00013776,393.0
CYB5R4,False,待新模態 (無已知遞送方式),mixed,other(其他),caution,1,泛效應(breadth top10%),0,False,1417.0,258.0,1675.0,1028.0,0.941,2.6203e-09,1675.0
CYB5RL,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,378.0,11.0,1.0,389.0,1.075,3.3734e-06,389.0
CYLD,False,小分子 (胞內可成藥口袋),repressor,other(其他),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,94.0,96.0,46.0,2.0,0.204,0.99993,96.0
CYP4V2,False,小分子 (胞內可成藥口袋),mixed,other(其他),clear,0,,0,False,210.0,265.0,80.0,55.0,1.034,2.1975e-10,265.0
CYTH3,False,待新模態 (無已知遞送方式),activator,early_transient(早期瞬態),clear,0,,0,False,63.0,36.0,99.0,1.0,0.421,0.72252,99.0
DAP,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,260.0,6.0,227.0,266.0,1.634,0.0035018,266.0
DAXX,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,186.0,65.0,251.0,5.0,0.496,0.098633,251.0
DCAF11,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,117.0,20.0,137.0,8.0,0.498,0.0063315,137.0
DCAF4,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,125.0,1.0,1.0,126.0,0.741,9.2807e-06,126.0
DCAF5,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.08); 劑量敏感(pLI 1.00),0,False,107.0,52.0,67.0,159.0,0.078,1.0,159.0
DCAKD,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),caution,1,泛效應(breadth top10%),0,False,952.0,546.0,1498.0,112.0,0.992,0.064871,1498.0
DCTPP1,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,175.0,177.0,2.0,6.0,0.838,0.46087,177.0
DDIT4,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,314.0,4.0,1.0,318.0,1.278,0.00068309,318.0
DDX17,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.13); 劑量敏感(pLI 1.00),0,False,750.0,891.0,763.0,141.0,0.126,0.99999,891.0
DDX31,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,69.0,7.0,39.0,76.0,0.817,1.9816e-12,76.0
DDX6,False,待新模態 (無已知遞送方式),repressor,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.17); 劑量敏感(pLI 1.00),0,False,486.0,669.0,986.0,1155.0,0.174,0.99964,1155.0
DDX60L,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),clear,0,,0,False,191.0,6.0,197.0,67.0,1.005,1.0665e-38,197.0
DEF6,False,待新模態 (無已知遞送方式),mixed,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.26); 劑量敏感(pLI 1.00),0,False,59.0,1.0,60.0,23.0,0.259,0.99768,60.0
DEF8,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,142.0,103.0,104.0,245.0,0.571,0.0025904,245.0
DEGS1,False,抗體 (表面但胞外域有限),repressor,early_transient(早期瞬態),clear,0,,0,False,57.0,28.0,85.0,3.0,0.779,0.13877,85.0
DEK,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,48.0,94.0,46.0,82.0,0.567,0.13065,94.0
DENND2D,False,待新模態 (無已知遞送方式),repressor,other(其他),clear,0,,0,False,309.0,317.0,8.0,8.0,0.637,0.00081369,317.0
DENR,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 1.00),0,False,1740.0,1897.0,3637.0,1483.0,0.3874194075618192,0.9992814483738396,3637.0
DEPDC5,False,待新模態 (無已知遞送方式),mixed,other(其他),caution,1,高遺傳約束(LOEUF 0.33),0,False,69.0,70.0,9.0,1.0,0.331,0.1165,70.0
DGKZ,False,待新模態 (無已知遞送方式),mixed,other(其他),clear,0,,0,False,100.0,28.0,128.0,94.0,0.375,0.039507,128.0
DHRS7,False,小分子 (胞內可成藥口袋),mixed,early_transient(早期瞬態),clear,0,,0,False,137.0,41.0,178.0,29.0,1.488,9.8631e-12,178.0
DHX30,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.12); 劑量敏感(pLI 1.00),0,False,272.0,5.0,26.0,277.0,0.115,1.0,277.0
DHX36,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,泛效應(breadth top10%); 劑量敏感(pLI 1.00),0,False,518.0,2327.0,1809.0,2299.0,0.4553339341486281,0.999362616857637,2327.0
DIPK1A,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,141.0,1.0,142.0,1.0,0.494,0.58405,142.0
DIS3L,False,待新模態 (無已知遞送方式),repressor,early_transient(早期瞬態),clear,0,,0,False,250.0,20.0,270.0,27.0,0.924,1.4172e-18,270.0
DIS3L2,False,小分子 (胞內可成藥口袋),repressor,early_transient(早期瞬態),high_risk,2,高遺傳約束(LOEUF 0.33); 劑量敏感(pLI 0.94),0,False,456.0,474.0,581.0,18.0,0.325,0.944,581.0
DLAT,True,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,True,1113.0,3.0,1.0,1116.0,0.863,2.2998e-08,1116.0
DLG4,False,待新模態 (無已知遞送方式),mixed,other(其他),high_risk,2,高遺傳約束(LOEUF 0.24); 劑量敏感(pLI 1.00),0,False,1257.0,1286.0,41.0,29.0,0.238,0.99954,1286.0
DMXL1,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),high_risk,2,高遺傳約束(LOEUF 0.20); 劑量敏感(pLI 1.00),0,False,50.0,1.0,14.0,51.0,0.202,1.0,51.0
DNAAF5,False,待新模態 (無已知遞送方式),mixed,late_sustained(晚期持續),clear,0,,0,False,143.0,2.0,10.0,145.0,0.935,8.1011e-11,145.0
