gene,kinetic_archetype,de_Rest,de_Stim8hr,de_Stim48hr,is_ctx_specific
SMAGP,other(其他),72.0,28.0,16.0,False
SMARCA4,late_sustained(晚期持續),40.0,165.0,301.0,True
SMARCA5,other(其他),2786.0,1996.0,136.0,False
SMARCB1,other(其他),2130.0,1921.0,1037.0,False
SMARCC1,late_sustained(晚期持續),138.0,131.0,201.0,False
SMARCD1,other(其他),101.0,54.0,84.0,False
SMARCD2,other(其他),61.0,24.0,11.0,False
SMG1,other(其他),2034.0,2684.0,1705.0,False
SMG7,other(其他),1668.0,1765.0,905.0,False
SMG8,other(其他),576.0,756.0,645.0,False
SMG9,late_sustained(晚期持續),420.0,941.0,1012.0,False
SMIM7,unknown,,46.0,132.0,False
SMS,other(其他),74.0,53.0,32.0,False
SNAP23,late_sustained(晚期持續),88.0,36.0,188.0,False
SND1,late_sustained(晚期持續),26.0,105.0,363.0,False
SNPH,other(其他),181.0,10.0,12.0,False
SNRPB2,early_transient(早期瞬態),12.0,154.0,48.0,False
SNTB1,unknown,197.0,16.0,,False
SNX1,other(其他),64.0,3.0,1.0,False
SOD2,early_transient(早期瞬態),6.0,73.0,7.0,False
SOS2,early_transient(早期瞬態),6.0,327.0,2.0,False
SP1,late_sustained(晚期持續),129.0,222.0,407.0,False
SP100,early_transient(早期瞬態),230.0,307.0,126.0,False
SP140L,other(其他),1170.0,3.0,2.0,False
SP2,other(其他),382.0,1671.0,1021.0,False
SP3,late_sustained(晚期持續),16.0,14.0,113.0,False
SPAG7,early_transient(早期瞬態),6.0,61.0,21.0,False
SPOP,other(其他),149.0,54.0,24.0,False
SPSB2,other(其他),52.0,35.0,3.0,False
SRD5A3,other(其他),54.0,9.0,9.0,False
SREBF2,late_sustained(晚期持續),7.0,12.0,93.0,False
SRM,early_transient(早期瞬態),6.0,115.0,29.0,False
SRP9,early_transient(早期瞬態),2.0,235.0,3.0,False
SRR,early_transient(早期瞬態),466.0,813.0,278.0,False
SRRD,late_sustained(晚期持續),37.0,133.0,201.0,False
SRSF10,other(其他),377.0,1147.0,824.0,False
SRSF11,other(其他),507.0,79.0,88.0,False
SRSF6,late_sustained(晚期持續),12.0,53.0,99.0,False
SS18L2,late_sustained(晚期持續),8.0,4.0,432.0,False
SSBP1,late_sustained(晚期持續),132.0,952.0,1363.0,False
SSR2,other(其他),82.0,50.0,72.0,False
SSR3,other(其他),66.0,31.0,31.0,False
STAG2,other(其他),271.0,165.0,187.0,False
STAP1,other(其他),74.0,0.0,1.0,False
STARD7,late_sustained(晚期持續),2.0,4.0,149.0,False
STAT3,late_sustained(晚期持續),925.0,1370.0,1593.0,True
STAT5A,late_sustained(晚期持續),9.0,19.0,261.0,True
STAT6,late_sustained(晚期持續),3.0,233.0,1128.0,True
STIM1,early_transient(早期瞬態),5.0,81.0,10.0,False
STIP1,late_sustained(晚期持續),1029.0,1008.0,1446.0,False
STK11,early_transient(早期瞬態),1086.0,1171.0,405.0,False
STK35,other(其他),95.0,34.0,37.0,False
STOM,early_transient(早期瞬態),59.0,94.0,7.0,False
STRAP,other(其他),1700.0,1216.0,850.0,False
STX16,early_transient(早期瞬態),216.0,1145.0,522.0,False
SUCLG1,other(其他),2.0,110.0,69.0,False
SUGP1,early_transient(早期瞬態),95.0,107.0,16.0,False
SUPT20H,other(其他),3072.0,3948.0,3312.0,False
SUPT3H,other(其他),558.0,1.0,2.0,False
SYNCRIP,late_sustained(晚期持續),37.0,14.0,55.0,False
SYVN1,early_transient(早期瞬態),114.0,201.0,93.0,False
SZRD1,late_sustained(晚期持續),36.0,88.0,319.0,False
TADA1,other(其他),2944.0,3649.0,3114.0,False
TADA2A,late_sustained(晚期持續),9.0,53.0,281.0,False
TADA2B,other(其他),4681.0,5920.0,5260.0,False
TAF13,other(其他),2190.0,3342.0,2100.0,False
TAF6L,other(其他),3368.0,4639.0,3486.0,False
TARS2,early_transient(早期瞬態),663.0,1824.0,777.0,False
TASOR,other(其他),286.0,374.0,360.0,False
TASP1,late_sustained(晚期持續),23.0,35.0,68.0,False
TATDN2,other(其他),199.0,53.0,32.0,False
TBC1D10A,other(其他),125.0,6.0,3.0,False
TBC1D14,other(其他),103.0,1.0,2.0,False
TBC1D31,early_transient(早期瞬態),18.0,68.0,10.0,False
TBL1X,early_transient(早期瞬態),61.0,133.0,61.0,False
TBL1XR1,late_sustained(晚期持續),135.0,125.0,427.0,False
TBPL1,late_sustained(晚期持續),24.0,26.0,58.0,False
TBX21,late_sustained(晚期持續),40.0,308.0,403.0,True
TCEAL1,early_transient(早期瞬態),484.0,1027.0,25.0,False
TCEAL3,other(其他),454.0,0.0,44.0,False
TEFM,late_sustained(晚期持續),30.0,69.0,88.0,False
TENT2,early_transient(早期瞬態),156.0,1358.0,61.0,False
TENT5C,other(其他),48.0,107.0,66.0,False
TEP1,other(其他),1363.0,192.0,4.0,False
TESK2,late_sustained(晚期持續),9.0,7.0,71.0,False
TESPA1,early_transient(早期瞬態),454.0,1975.0,141.0,False
TET2,other(其他),125.0,58.0,56.0,False
TFAM,late_sustained(晚期持續),341.0,818.0,2961.0,False
TFAP4,late_sustained(晚期持續),113.0,199.0,472.0,False
TFB1M,late_sustained(晚期持續),1.0,7.0,866.0,True
TFDP1,early_transient(早期瞬態),280.0,440.0,122.0,False
TFG,early_transient(早期瞬態),7.0,434.0,156.0,False
TGFBRAP1,late_sustained(晚期持續),2.0,3.0,51.0,False
TGIF2,late_sustained(晚期持續),4.0,2.0,106.0,False
THAP11,other(其他),1547.0,1298.0,442.0,False
THAP5,other(其他),90.0,5.0,66.0,False
THRA,other(其他),337.0,3.0,101.0,False
THRAP3,other(其他),1200.0,836.0,260.0,False
TIA1,early_transient(早期瞬態),68.0,228.0,5.0,False
TIAL1,late_sustained(晚期持續),54.0,216.0,238.0,False
TIGAR,other(其他),1012.0,2.0,8.0,False
TIMM10,other(其他),1352.0,1056.0,125.0,False
TIMMDC1,late_sustained(晚期持續),3.0,5.0,120.0,False
TIPARP,other(其他),364.0,19.0,89.0,False
TIPRL,early_transient(早期瞬態),894.0,1290.0,389.0,False
TM2D1,late_sustained(晚期持續),382.0,334.0,1185.0,False
TM9SF3,other(其他),96.0,51.0,65.0,False
TMED10,early_transient(早期瞬態),534.0,616.0,287.0,False
TMED2,other(其他),129.0,159.0,123.0,False
TMED4,early_transient(早期瞬態),92.0,95.0,41.0,False
TMEM123,early_transient(早期瞬態),72.0,142.0,35.0,False
TMEM126B,late_sustained(晚期持續),28.0,50.0,441.0,False
TMEM131,other(其他),91.0,12.0,33.0,False
TMEM131L,late_sustained(晚期持續),83.0,204.0,262.0,False
TMEM140,late_sustained(晚期持續),12.0,11.0,230.0,False
TMEM167A,late_sustained(晚期持續),55.0,205.0,469.0,False
TMEM185A,other(其他),65.0,34.0,28.0,False
TMEM205,early_transient(早期瞬態),68.0,110.0,5.0,False
TMEM214,late_sustained(晚期持續),110.0,649.0,755.0,False
TMEM245,other(其他),202.0,12.0,3.0,False
TMEM263,late_sustained(晚期持續),7.0,13.0,251.0,False
TMEM265,other(其他),278.0,23.0,15.0,False
TMEM30A,early_transient(早期瞬態),332.0,791.0,44.0,False
TMEM33,late_sustained(晚期持續),25.0,5.0,86.0,False
TMEM44,late_sustained(晚期持續),0.0,4.0,55.0,False
TMEM79,early_transient(早期瞬態),251.0,630.0,58.0,False
TMEM86A,late_sustained(晚期持續),59.0,70.0,119.0,False
TMEM87B,other(其他),120.0,34.0,1.0,False
TMX1,stim_switch(刺激開關),1.0,2347.0,1960.0,True
TMX2,early_transient(早期瞬態),39.0,119.0,0.0,False
TNFRSF10B,other(其他),267.0,8.0,1.0,False
TNPO1,late_sustained(晚期持續),711.0,769.0,1449.0,False
TNRC6A,late_sustained(晚期持續),57.0,45.0,1547.0,False
TOP2B,other(其他),99.0,4.0,4.0,False
TOR1A,other(其他),78.0,29.0,59.0,False
TP53INP2,late_sustained(晚期持續),509.0,927.0,1693.0,False
TP53RK,unknown,3.0,78.0,,False
TP73,other(其他),103.0,110.0,96.0,False
TPD52,other(其他),434.0,121.0,93.0,False
TPRG1L,late_sustained(晚期持續),9.0,7.0,59.0,False
TRAF3,early_transient(早期瞬態),1344.0,1626.0,607.0,False
TRAPPC13,early_transient(早期瞬態),3.0,126.0,6.0,False
TRIB2,other(其他),108.0,101.0,3.0,False
TRIM14,other(其他),139.0,12.0,21.0,False
TRIM25,other(其他),27.0,50.0,44.0,False
TRIM39,other(其他),53.0,39.0,39.0,False
TRIP12,other(其他),2013.0,1830.0,764.0,False
TRMT10C,late_sustained(晚期持續),9.0,10.0,342.0,False
TRMT61A,early_transient(早期瞬態),148.0,241.0,50.0,False
TRRAP,early_transient(早期瞬態),568.0,1257.0,35.0,False
TRUB1,other(其他),109.0,2.0,1.0,False
TSC1,other(其他),1676.0,347.0,1199.0,False
TSFM,late_sustained(晚期持續),1.0,4.0,367.0,False
TSPYL1,late_sustained(晚期持續),2.0,7.0,50.0,False
TSPYL5,other(其他),1799.0,2233.0,1594.0,False
TTC39C,other(其他),333.0,4.0,2.0,False
TTC5,early_transient(早期瞬態),170.0,231.0,25.0,False
TTC7A,early_transient(早期瞬態),4.0,110.0,2.0,False
TWF1,other(其他),234.0,117.0,1.0,False
TWNK,late_sustained(晚期持續),232.0,219.0,802.0,False
TXNIP,late_sustained(晚期持續),22.0,48.0,57.0,False
TXNL1,early_transient(早期瞬態),173.0,201.0,3.0,False
TYK2,late_sustained(晚期持續),34.0,29.0,54.0,False
U2SURP,other(其他),68.0,15.0,10.0,False
UBAC1,early_transient(早期瞬態),22.0,58.0,22.0,False
UBC,other(其他),1272.0,373.0,49.0,False
UBE2E1,late_sustained(晚期持續),60.0,27.0,156.0,False
UBE2E2,early_transient(早期瞬態),4.0,1524.0,128.0,True
UBE2F,early_transient(早期瞬態),8.0,102.0,27.0,False
UBE2G2,early_transient(早期瞬態),130.0,245.0,74.0,False
UBE2H,other(其他),237.0,191.0,8.0,False
UBE2I,late_sustained(晚期持續),438.0,730.0,734.0,False
UBE2J1,late_sustained(晚期持續),2.0,14.0,53.0,False
UBE2L3,early_transient(早期瞬態),1905.0,2874.0,1071.0,False
UBE2V2,late_sustained(晚期持續),43.0,32.0,1444.0,True
UBIAD1,late_sustained(晚期持續),4.0,90.0,154.0,False
UBL3,other(其他),75.0,8.0,10.0,False
UBL7,early_transient(早期瞬態),1.0,296.0,1.0,False
UBR4,other(其他),1209.0,585.0,510.0,False
UBR5,other(其他),1197.0,1706.0,1303.0,False
UBXN1,other(其他),4440.0,3444.0,540.0,False
UBXN6,late_sustained(晚期持續),27.0,21.0,162.0,False
UFC1,other(其他),123.0,31.0,11.0,False
UFL1,other(其他),650.0,1321.0,734.0,False
UFM1,other(其他),1670.0,2279.0,1385.0,False
UGDH,other(其他),966.0,194.0,12.0,False
UGGT1,other(其他),52.0,22.0,18.0,False
ULK4,early_transient(早期瞬態),39.0,98.0,3.0,False
UQCC1,unknown,3.0,153.0,,False
UQCRB,late_sustained(晚期持續),360.0,440.0,579.0,False
UQCRQ,other(其他),267.0,208.0,161.0,False
URM1,early_transient(早期瞬態),431.0,438.0,53.0,False
USF2,early_transient(早期瞬態),44.0,99.0,25.0,False
USP10,other(其他),112.0,119.0,74.0,False
USP13,other(其他),797.0,2.0,2.0,False
USP22,other(其他),1783.0,2381.0,1849.0,False
USP24,late_sustained(晚期持續),5.0,3.0,149.0,False
USP28,late_sustained(晚期持續),38.0,19.0,221.0,False
USP4,late_sustained(晚期持續),13.0,18.0,76.0,False
UXS1,other(其他),172.0,28.0,11.0,False
VARS2,late_sustained(晚期持續),54.0,784.0,1147.0,False
VAV1,other(其他),70.0,4898.0,3575.0,True
VBP1,late_sustained(晚期持續),11.0,14.0,52.0,False
VHL,late_sustained(晚期持續),240.0,217.0,334.0,False
VPS13A,late_sustained(晚期持續),1.0,1.0,84.0,False
VPS29,other(其他),277.0,460.0,300.0,False
VPS4A,late_sustained(晚期持續),1.0,5.0,50.0,False
VPS8,late_sustained(晚期持續),2.0,4.0,537.0,True
WAC,other(其他),1165.0,2476.0,1669.0,False
WARS2,late_sustained(晚期持續),59.0,68.0,939.0,False
WAS,early_transient(早期瞬態),33.0,495.0,44.0,False
WASF2,other(其他),723.0,42.0,169.0,False
WASHC4,other(其他),64.0,7.0,3.0,False
WASL,other(其他),38.0,50.0,31.0,False
WBP4,early_transient(早期瞬態),142.0,203.0,41.0,False
WDFY1,late_sustained(晚期持續),6.0,20.0,55.0,False
WDR54,late_sustained(晚期持續),10.0,103.0,166.0,False
WDR59,late_sustained(晚期持續),547.0,958.0,1287.0,False
WDR82,other(其他),1253.0,1792.0,1563.0,False
WIZ,early_transient(早期瞬態),232.0,653.0,313.0,False
WNK1,early_transient(早期瞬態),332.0,377.0,99.0,False
WRN,other(其他),58.0,31.0,12.0,False
XBP1,late_sustained(晚期持續),180.0,238.0,492.0,False
XPR1,early_transient(早期瞬態),273.0,814.0,95.0,False
XRN1,early_transient(早期瞬態),76.0,448.0,100.0,False
YEATS2,late_sustained(晚期持續),512.0,505.0,698.0,False
YIPF1,early_transient(早期瞬態),10.0,92.0,36.0,False
YIPF3,late_sustained(晚期持續),3.0,28.0,187.0,False
YME1L1,late_sustained(晚期持續),15.0,15.0,81.0,False
YPEL2,early_transient(早期瞬態),22.0,126.0,31.0,False
YPEL5,other(其他),57.0,38.0,4.0,False
YTHDF2,late_sustained(晚期持續),902.0,1484.0,2618.0,False
YY1,early_transient(早期瞬態),510.0,961.0,474.0,False
ZBTB33,late_sustained(晚期持續),17.0,15.0,56.0,False
ZBTB39,early_transient(早期瞬態),130.0,259.0,86.0,False
ZBTB7A,other(其他),543.0,221.0,46.0,False
ZBTB9,other(其他),1117.0,3.0,0.0,False
ZC3H10,other(其他),381.0,323.0,360.0,False
ZC3H12A,late_sustained(晚期持續),181.0,261.0,796.0,False
ZC3H14,late_sustained(晚期持續),1.0,26.0,67.0,False
ZC3H4,early_transient(早期瞬態),136.0,277.0,37.0,False
ZC3HC1,late_sustained(晚期持續),59.0,25.0,101.0,False
ZCCHC8,late_sustained(晚期持續),42.0,119.0,128.0,False
ZDHHC12,other(其他),138.0,8.0,3.0,False
ZEB1,late_sustained(晚期持續),253.0,216.0,416.0,False
ZFAT,early_transient(早期瞬態),45.0,94.0,31.0,False
ZFP82,early_transient(早期瞬態),13.0,55.0,12.0,False
ZHX3,other(其他),127.0,3.0,120.0,False
ZMAT1,late_sustained(晚期持續),190.0,170.0,243.0,False
ZMYM2,other(其他),2178.0,305.0,175.0,False
ZMYND19,early_transient(早期瞬態),24.0,144.0,28.0,False
ZMYND8,other(其他),52.0,55.0,37.0,False
ZNF148,other(其他),1355.0,595.0,493.0,False
ZNF18,other(其他),128.0,4.0,3.0,False
ZNF200,late_sustained(晚期持續),10.0,54.0,57.0,False
ZNF221,other(其他),663.0,0.0,0.0,False
ZNF254,other(其他),78.0,1.0,2.0,False
ZNF274,other(其他),146.0,152.0,144.0,False
ZNF280D,other(其他),66.0,146.0,130.0,False
ZNF304,other(其他),814.0,1.0,1.0,False
ZNF330,late_sustained(晚期持續),4.0,2.0,125.0,False
ZNF35,other(其他),110.0,0.0,0.0,False
ZNF384,other(其他),73.0,36.0,70.0,False
ZNF470,other(其他),355.0,25.0,1.0,False
ZNF507,late_sustained(晚期持續),16.0,37.0,72.0,False
ZNF512B,other(其他),493.0,2.0,3.0,False
ZNF554,late_sustained(晚期持續),512.0,219.0,659.0,False
ZNF589,other(其他),53.0,14.0,13.0,False
ZNF613,early_transient(早期瞬態),789.0,1621.0,676.0,False
ZNF622,late_sustained(晚期持續),4.0,22.0,68.0,False
ZNF627,other(其他),54.0,3.0,1.0,False
ZNF641,late_sustained(晚期持續),58.0,96.0,766.0,False
ZNF644,late_sustained(晚期持續),431.0,275.0,444.0,False
ZNF649,late_sustained(晚期持續),105.0,281.0,1174.0,False
ZNF653,other(其他),121.0,5.0,2.0,False
ZNF655,late_sustained(晚期持續),19.0,36.0,68.0,False
ZNF70,other(其他),687.0,19.0,4.0,False
ZNF785,late_sustained(晚期持續),10.0,6.0,248.0,False
ZNF790,early_transient(早期瞬態),1.0,277.0,2.0,False
ZNF837,late_sustained(晚期持續),0.0,0.0,758.0,True
ZNF92,other(其他),122.0,342.0,245.0,False
ZRANB2,late_sustained(晚期持續),39.0,130.0,172.0,False
ZRSR2,early_transient(早期瞬態),291.0,424.0,28.0,False
ZSCAN2,other(其他),197.0,28.0,3.0,False
ZSCAN25,other(其他),155.0,4.0,2.0,False
ZSWIM4,other(其他),472.0,19.0,19.0,False
