target,pass_fraction,in_baseline,stability_class
MUC12,0.0,False,NEVER
MUC13,0.0,False,NEVER
MUC16,0.0,False,NEVER
MUC19,0.0,False,NEVER
MUC2,0.0,False,NEVER
MUC20,0.0,False,NEVER
MUC3A,0.0,False,NEVER
MUC4,0.0,False,NEVER
MUC5AC,0.0,False,NEVER
MUC5B,0.0,False,NEVER
MUCL1,0.0,False,NEVER
MUL1,0.0,False,NEVER
MUS81,0.0,False,NEVER
MUSTN1,0.0,False,NEVER
MUTYH,0.0,False,NEVER
MVB12A,0.0,False,NEVER
MVB12B,0.8333,True,BOUNDARY
MVD,0.0,False,NEVER
MVP,0.0,False,NEVER
MX1,0.0,False,NEVER
MX2,0.0,False,NEVER
MXD1,0.0,False,NEVER
MXD3,0.0,False,NEVER
MXD4,0.0,False,NEVER
MXI1,0.2,False,BOUNDARY
MXRA7,0.0,False,NEVER
MXRA8,0.0,False,NEVER
MYADM,0.0,False,NEVER
MYB,1.0,True,CORE
MYBL1,0.0,False,NEVER
MYC,0.6667,True,BOUNDARY
MYCBP,0.0,False,NEVER
MYCBP2,0.0,False,NEVER
MYCBPAP,0.0,False,NEVER
MYCL,0.0,False,NEVER
MYCN,0.0,False,NEVER
MYD88,0.0,False,NEVER
MYDGF,0.0,False,NEVER
MYEF2,0.0,False,NEVER
MYF5,0.0,False,NEVER
MYF6,0.0,False,NEVER
MYG1,0.0,False,NEVER
MYH10,0.0,False,NEVER
MYH11,0.0,False,NEVER
MYH14,0.0,False,NEVER
MYH3,0.0,False,NEVER
MYH9,1.0,True,CORE
MYL11,0.0,False,NEVER
MYL12A,0.0,False,NEVER
MYL12B,0.0,False,NEVER
MYL5,0.0,False,NEVER
MYL6,0.0,False,NEVER
MYL6B,0.0,False,NEVER
MYL9,0.0,False,NEVER
MYLIP,0.0,False,NEVER
MYLK,0.0,False,NEVER
MYNN,0.0,False,NEVER
MYO15A,0.0,False,NEVER
MYO15B,0.0,False,NEVER
MYO16,0.0,False,NEVER
MYO18A,0.6,True,BOUNDARY
MYO19,0.0,False,NEVER
MYO1B,0.0,False,NEVER
MYO1C,0.0,False,NEVER
MYO1D,0.0,False,NEVER
MYO1E,0.0,False,NEVER
MYO1F,0.0,False,NEVER
MYO1G,0.0,False,NEVER
MYO3B,0.0,False,NEVER
MYO5A,0.0,False,NEVER
MYO6,0.0,False,NEVER
MYO9A,1.0,True,CORE
MYO9B,0.0,False,NEVER
MYOD1,0.0,False,NEVER
MYOF,0.0,False,NEVER
MYOG,0.0,False,NEVER
MYOM1,0.0,False,NEVER
MYOM2,0.0,False,NEVER
MYPOP,0.0,False,NEVER
MYRF,0.0,False,NEVER
MYRFL,0.0,False,NEVER
MYSM1,0.2,False,BOUNDARY
MYT1,0.0,False,NEVER
MYT1L,0.0,False,NEVER
MZB1,0.0,False,NEVER
MZF1,0.0,False,NEVER
MZT2A,0.0,False,NEVER
MZT2B,0.0,False,NEVER
N4BP1,0.0,False,NEVER
N4BP2,0.0,False,NEVER
N4BP2L1,0.0,False,NEVER
N4BP2L2,0.0,False,NEVER
N4BP3,0.0,False,NEVER
N6AMT1,0.5,True,BOUNDARY
NAA16,0.0,False,NEVER
NAA20,0.0,False,NEVER
NAA25,0.0,False,NEVER
NAA30,0.1667,False,BOUNDARY
NAA35,0.0,False,NEVER
NAA38,0.0,False,NEVER
NAA40,1.0,True,CORE
NAA60,0.0,False,NEVER
NAA80,0.0,False,NEVER
NAAA,0.0,False,NEVER
NAALAD2,0.0,False,NEVER
NAALADL1,0.0,False,NEVER
NAB1,0.0,False,NEVER
NAB2,1.0,True,CORE
NABP1,1.0,True,CORE
NABP2,0.0,False,NEVER
NACC1,0.0,False,NEVER
NACC2,0.2,False,BOUNDARY
NADK,0.0,False,NEVER
NADK2,0.8,True,BOUNDARY
NADSYN1,0.0,False,NEVER
NAE1,0.0,False,NEVER
NAF1,0.1667,False,BOUNDARY
NAGA,0.0,False,NEVER
NAGK,0.0,False,NEVER
NAGLU,0.0,False,NEVER
NAGPA,0.0,False,NEVER
NAIF1,0.0,False,NEVER
NAMPT,0.0,False,NEVER
NANOG,0.0,False,NEVER
NANOGNB,0.0,False,NEVER
NANOS1,0.0,False,NEVER
NANP,0.0,False,NEVER
NANS,0.0,False,NEVER
NAP1L1,0.0,False,NEVER
NAP1L2,0.0,False,NEVER
NAP1L3,0.0,False,NEVER
NAP1L4,0.0,False,NEVER
NAP1L5,0.0,False,NEVER
NAPB,0.4,False,BOUNDARY
NAPEPLD,0.0,False,NEVER
NAPG,0.0,False,NEVER
NAPRT,0.0,False,NEVER
NAPSA,0.0,False,NEVER
NARF,0.0,False,NEVER
NARS1,0.0,False,NEVER
NARS2,0.8667,True,BOUNDARY
NASP,1.0,True,CORE
NAT1,0.0,False,NEVER
NAT14,0.0,False,NEVER
NAT9,0.0,False,NEVER
NATD1,1.0,True,CORE
NAV1,0.0,False,NEVER
NAXD,0.0,False,NEVER
NAXE,0.0,False,NEVER
NBAS,0.0,False,NEVER
NBEA,0.0,False,NEVER
NBEAL1,0.0,False,NEVER
NBEAL2,0.0,False,NEVER
NBL1,0.0,False,NEVER
NBN,0.0,False,NEVER
NBPF11,0.0,False,NEVER
NBPF14,0.0,False,NEVER
NBPF15,0.0,False,NEVER
NBPF20,0.0,False,NEVER
NBPF26,0.0,False,NEVER
NBPF3,0.0,False,NEVER
NBPF9,0.0,False,NEVER
NBR1,0.0,False,NEVER
NCALD,0.0,False,NEVER
NCAM1,0.0,False,NEVER
NCAPD3,0.1333,False,BOUNDARY
NCAPG2,1.0,True,CORE
NCAPH2,0.0,False,NEVER
NCBP3,1.0,True,CORE
NCDN,0.0,False,NEVER
NCEH1,0.0,False,NEVER
NCF1,0.0,False,NEVER
NCF2,0.0,False,NEVER
NCF4,0.0,False,NEVER
NCK1,0.0,False,NEVER
NCK2,0.0,False,NEVER
NCKAP1,0.0,False,NEVER
NCKAP1L,1.0,True,CORE
NCKAP5L,0.0,False,NEVER
NCKIPSD,0.0,False,NEVER
NCLN,0.0,False,NEVER
NCOA1,0.0,False,NEVER
NCOA2,0.0,False,NEVER
NCOA3,0.0,False,NEVER
NCOA4,0.0,False,NEVER
NCOA5,0.0,False,NEVER
NCOA6,0.8,True,BOUNDARY
NCOA7,0.0,False,NEVER
NCOR1,0.0,False,NEVER
NCR3,0.6667,True,BOUNDARY
NCR3LG1,0.0,False,NEVER
NCS1,0.0,False,NEVER
NDC1,0.0,False,NEVER
NDE1,0.0,False,NEVER
NDEL1,0.0,False,NEVER
NDFIP1,0.0,False,NEVER
NDFIP2,1.0,True,CORE
NDOR1,0.0,False,NEVER
NDRG1,0.7667,True,BOUNDARY
NDRG2,0.0,False,NEVER
NDRG3,0.0,False,NEVER
NDST1,0.0,False,NEVER
NDST2,1.0,True,CORE
NDUFA10,1.0,True,CORE
NDUFA11,0.0,False,NEVER
NDUFA12,0.0,False,NEVER
NDUFA13,0.0,False,NEVER
NDUFA3,0.3,True,BOUNDARY
NDUFA4,0.0,False,NEVER
NDUFA5,0.0,False,NEVER
NDUFA6,0.8333,True,BOUNDARY
NDUFA8,0.8333,True,BOUNDARY
NDUFA9,0.5,True,BOUNDARY
NDUFAF1,0.0,False,NEVER
NDUFAF2,0.0,False,NEVER
NDUFAF3,1.0,True,CORE
NDUFAF4,0.0,False,NEVER
NDUFAF5,0.4,True,BOUNDARY
NDUFAF6,0.6,True,BOUNDARY
NDUFAF8,0.0,False,NEVER
NDUFB1,0.0,False,NEVER
NDUFB10,0.0667,False,FRAGILE
NDUFB11,0.0,False,NEVER
NDUFB2,1.0,True,CORE
NDUFB3,0.0,False,NEVER
NDUFB4,0.8333,True,BOUNDARY
NDUFB5,0.0,False,NEVER
NDUFB6,1.0,True,CORE
NDUFB7,0.2,False,BOUNDARY
NDUFB8,0.0,False,NEVER
NDUFB9,0.0,False,NEVER
NDUFC1,0.8333,True,BOUNDARY
NDUFC2,0.0,False,NEVER
NDUFS1,0.0,False,NEVER
NDUFS2,0.8,True,BOUNDARY
NDUFS3,0.0,False,NEVER
NDUFS4,0.0,False,NEVER
NDUFS5,0.8333,True,BOUNDARY
NDUFS6,0.0,False,NEVER
NDUFS7,0.6,True,BOUNDARY
NDUFS8,0.5,True,BOUNDARY
NDUFV1,0.4,False,BOUNDARY
NDUFV2,0.0,False,NEVER
NDUFV3,0.0,False,NEVER
NEB,1.0,True,CORE
NECAB3,0.0,False,NEVER
NECAP1,0.0,False,NEVER
NECAP2,0.0,False,NEVER
NECTIN1,0.0,False,NEVER
NECTIN2,0.0,False,NEVER
NECTIN3,0.0,False,NEVER
NEDD4,0.0,False,NEVER
NEDD4L,0.0,False,NEVER
NEDD9,0.0,False,NEVER
NEFL,0.0,False,NEVER
NEFM,0.0,False,NEVER
NEIL1,0.8,True,BOUNDARY
NEIL2,0.0,False,NEVER
NEIL3,0.0,False,NEVER
NEK1,0.6,True,BOUNDARY
NEK10,0.0,False,NEVER
NEK11,0.0,False,NEVER
NEK2,0.0,False,NEVER
NEK3,0.5,True,BOUNDARY
NEK4,0.0,False,NEVER
NEK6,0.0,False,NEVER
NEK7,0.0,False,NEVER
NEK8,0.0,False,NEVER
NEK9,0.0,False,NEVER
NELFA,0.0,False,NEVER
NELFB,0.0,False,NEVER
NELFCD,0.3333,False,BOUNDARY
NELFE,0.0,False,NEVER
NELL2,0.0,False,NEVER
NEMF,0.4,False,BOUNDARY
NEMP1,0.0,False,NEVER
NEMP2,0.6,True,BOUNDARY
NENF,0.0,False,NEVER
NEO1,0.0,False,NEVER
NET1,0.0,False,NEVER
NETO2,0.0,False,NEVER
NEU1,0.0,False,NEVER
NEU3,0.0,False,NEVER
NEURL1,0.0,False,NEVER
NEURL4,0.0,False,NEVER
NEUROD2,0.0,False,NEVER
NEUROD4,0.0,False,NEVER
NEUROD6,0.0,False,NEVER
NEUROG1,0.0,False,NEVER
NEUROG2,0.0,False,NEVER
NEUROG3,0.0,False,NEVER
NEXN,0.0,False,NEVER
NF1,0.0,False,NEVER
NF2,0.0,False,NEVER
NFAM1,0.0,False,NEVER
NFASC,0.0,False,NEVER
NFAT5,0.8333,True,BOUNDARY
NFATC1,0.0,False,NEVER
NFATC2,1.0,True,CORE
NFATC2IP,0.4333,True,BOUNDARY
NFATC3,0.0,False,NEVER
NFATC4,0.0,False,NEVER
NFE2,0.0,False,NEVER
NFE2L1,0.5,True,BOUNDARY
NFE2L2,0.0,False,NEVER
NFE2L3,0.0,False,NEVER
NFE4,0.0,False,NEVER
NFIA,0.0,False,NEVER
NFIB,0.0,False,NEVER
NFIC,0.0,False,NEVER
NFIX,0.2,False,BOUNDARY
NFKB1,0.6667,True,BOUNDARY
NFKB2,1.0,True,CORE
NFKBIA,0.0,False,NEVER
NFKBIB,0.0,False,NEVER
NFKBID,0.0,False,NEVER
NFKBIL1,1.0,True,CORE
NFKBIZ,0.0,False,NEVER
NFRKB,1.0,True,CORE
NFS1,0.0,False,NEVER
NFU1,0.6667,True,BOUNDARY
NFX1,0.0,False,NEVER
NFXL1,0.0,False,NEVER
NGLY1,0.1333,False,BOUNDARY
NGRN,1.0,True,CORE
NHEJ1,0.0,False,NEVER
NHERF1,0.0,False,NEVER
NHERF2,0.0,False,NEVER
NHLH1,0.0,False,NEVER
NHLH2,0.0,False,NEVER
NHLRC2,0.0667,False,FRAGILE
NHLRC3,0.0,False,NEVER
NIBAN1,0.0,False,NEVER
NIBAN2,0.0,False,NEVER
NIBAN3,0.0,False,NEVER
NICOL1,0.0,False,NEVER
NID2,0.0,False,NEVER
NIF3L1,0.0,False,NEVER
NIN,0.0,False,NEVER
NINJ1,0.0,False,NEVER
NINJ2,0.0,False,NEVER
NIP7,0.0,False,NEVER
NIPA1,0.0,False,NEVER
NIPA2,0.0,False,NEVER
NIPAL1,0.0,False,NEVER
NIPAL2,0.0,False,NEVER
NIPAL3,0.0,False,NEVER
NIPAL4,0.4,False,BOUNDARY
NIPBL,1.0,True,CORE
NIPSNAP1,0.0,False,NEVER
NIPSNAP2,0.0,False,NEVER
NIPSNAP3A,0.5,True,BOUNDARY
NISCH,0.0,False,NEVER
NIT1,0.0,False,NEVER
NIT2,0.0,False,NEVER
NKAPD1,1.0,True,CORE
NKD1,0.0,False,NEVER
NKD2,0.0,False,NEVER
NKG7,0.0,False,NEVER
NKIRAS1,0.0,False,NEVER
NKIRAS2,0.0,False,NEVER
NKRF,0.0,False,NEVER
NKTR,0.2,False,BOUNDARY
NKX1-1,0.0,False,NEVER
NKX1-2,0.0,False,NEVER
NKX2-1,0.0,False,NEVER
NKX2-2,0.0,False,NEVER
NKX2-3,0.0,False,NEVER
NKX2-4,0.0,False,NEVER
NKX2-5,0.0,False,NEVER
NKX2-6,0.0,False,NEVER
NKX2-8,0.0,False,NEVER
NKX3-1,0.0,False,NEVER
NKX3-2,0.0,False,NEVER
NKX6-1,0.0,False,NEVER
NKX6-2,0.0,False,NEVER
NKX6-3,0.0,False,NEVER
NLGN2,0.4333,True,BOUNDARY
NLGN3,0.0,False,NEVER
NLK,0.0,False,NEVER
NLN,0.0,False,NEVER
NLRC5,0.0,False,NEVER
NLRP1,0.0,False,NEVER
NLRP2,0.0,False,NEVER
NLRP3,0.0,False,NEVER
NLRP6,0.0,False,NEVER
NLRX1,1.0,True,CORE
NMB,0.0,False,NEVER
NME1,0.0,False,NEVER
NME3,0.0,False,NEVER
NME4,0.0,False,NEVER
NME6,0.0,False,NEVER
NME7,0.0,False,NEVER
NME9,0.0,False,NEVER
NMI,0.0,False,NEVER
NMNAT3,0.0,False,NEVER
NMRAL1,0.0,False,NEVER
NMRK1,0.0,False,NEVER
NMT1,0.0,False,NEVER
NMT2,1.0,True,CORE
NMUR1,0.0,False,NEVER
NNAT,0.0,False,NEVER
NNMT,0.0,False,NEVER
NNT,0.0,False,NEVER
NOA1,0.0,False,NEVER
NOBOX,0.0,False,NEVER
NOC2L,0.0,False,NEVER
NOCT,0.0,False,NEVER
NOD1,0.0,False,NEVER
NOD2,0.0,False,NEVER
NOG,0.0,False,NEVER
NOL12,0.0,False,NEVER
NOL3,0.0,False,NEVER
NOL4L,0.0,False,NEVER
NOL7,0.0,False,NEVER
NOLC1,0.0,False,NEVER
NOM1,0.0,False,NEVER
NOMO1,0.0,False,NEVER
NOMO2,0.0,False,NEVER
NONO,0.6,True,BOUNDARY
NOP14,0.0,False,NEVER
NOP53,0.1667,False,BOUNDARY
NOP9,0.0,False,NEVER
NOS1,0.0,False,NEVER
NOS3,0.0,False,NEVER
NOSIP,0.0,False,NEVER
NOTCH1,0.0,False,NEVER
NOTCH2,0.0,False,NEVER
NOTCH2NLA,0.0,False,NEVER
NOTO,0.0,False,NEVER
NOXA1,0.0,False,NEVER
NPAS1,0.0,False,NEVER
NPAS2,0.2667,False,BOUNDARY
NPAS3,0.0,False,NEVER
NPAS4,0.0,False,NEVER
NPAT,0.0,False,NEVER
NPC1,0.1333,False,BOUNDARY
NPC2,0.0,False,NEVER
NPDC1,0.0,False,NEVER
NPEPL1,0.0,False,NEVER
NPEPPS,0.1333,False,BOUNDARY
NPHP3,0.0,False,NEVER
NPHP4,1.0,True,CORE
NPIPA1,0.0,False,NEVER
NPIPA5,0.0,False,NEVER
NPIPA7,0.0,False,NEVER
NPIPA8,0.0,False,NEVER
NPIPB3,0.0,False,NEVER
NPIPB4,0.0,False,NEVER
NPIPB5,0.0,False,NEVER
NPL,0.0,False,NEVER
NPLOC4,0.0,False,NEVER
NPM1,0.0,False,NEVER
NPM3,0.0,False,NEVER
NPR2,0.0,False,NEVER
NPRL2,0.0,False,NEVER
NPRL3,0.6,True,BOUNDARY
NPTN,0.0,False,NEVER
NPTX1,0.0,False,NEVER
NPTXR,0.0,False,NEVER
NQO1,0.0,False,NEVER
NQO2,0.0,False,NEVER
NR0B1,0.0,False,NEVER
NR1D1,0.0,False,NEVER
NR1D2,0.0,False,NEVER
NR1H2,0.0,False,NEVER
NR1H3,0.0,False,NEVER
NR1H4,0.0,False,NEVER
NR1I2,0.0,False,NEVER
NR1I3,0.0,False,NEVER
NR2C1,0.0,False,NEVER
NR2C2,1.0,True,CORE
NR2C2AP,0.0,False,NEVER
NR2E1,0.0,False,NEVER
NR2E3,0.0,False,NEVER
NR2F1,0.0,False,NEVER
NR2F2,0.0,False,NEVER
NR2F6,0.0,False,NEVER
NR3C1,0.0,False,NEVER
NR3C2,0.0,False,NEVER
NR4A1,0.2,False,BOUNDARY
NR4A2,0.0,False,NEVER
NR4A3,0.5333,True,BOUNDARY
NR5A1,0.0,False,NEVER
NR5A2,0.0,False,NEVER
NR6A1,0.0,False,NEVER
NRARP,0.0,False,NEVER
NRAS,1.0,True,CORE
NRBF2,0.0,False,NEVER
NRBP1,0.8333,True,BOUNDARY
NRBP2,0.0,False,NEVER
NRCAM,0.0,False,NEVER
NRDC,0.0,False,NEVER
NREP,0.0,False,NEVER
NRG2,0.0,False,NEVER
NRG4,0.0,False,NEVER
NRGN,0.0,False,NEVER
NRIP1,0.0,False,NEVER
NRIP2,0.0,False,NEVER
NRIP3,0.0,False,NEVER
NRM,0.0,False,NEVER
NRN1,0.0,False,NEVER
NRP2,0.0,False,NEVER
NRROS,0.0,False,NEVER
NSD1,1.0,True,CORE
NSD2,0.5,True,BOUNDARY
NSD3,0.0,False,NEVER
NSDHL,0.0,False,NEVER
NSFL1C,0.0,False,NEVER
NSG1,0.0,False,NEVER
NSL1,0.0,False,NEVER
NSMAF,0.0,False,NEVER
NSMCE2,0.0,False,NEVER
NSMF,0.0,False,NEVER
NSUN2,0.0,False,NEVER
NSUN3,0.0,False,NEVER
NSUN4,1.0,True,CORE
NSUN5,0.0,False,NEVER
NSUN6,0.0,False,NEVER
NT5C,0.0,False,NEVER
NT5C2,0.0,False,NEVER
NT5C3B,0.0,False,NEVER
NT5DC1,0.0,False,NEVER
NT5DC2,0.0,False,NEVER
NT5DC3,0.0,False,NEVER
NT5E,0.0,False,NEVER
NT5M,0.0,False,NEVER
NTAN1,0.0,False,NEVER
NTAQ1,0.0,False,NEVER
NTHL1,0.0,False,NEVER
NTMT1,0.0,False,NEVER
NTN4,0.0,False,NEVER
NTN5,0.0,False,NEVER
NTNG2,0.0,False,NEVER
NTPCR,0.0,False,NEVER
NTRK1,0.0,False,NEVER
NTRK2,0.0,False,NEVER
NTRK3,0.0,False,NEVER
NUAK1,0.0,False,NEVER
NUAK2,0.0,False,NEVER
NUB1,0.0,False,NEVER
NUBP2,0.0,False,NEVER
NUBPL,1.0,True,CORE
NUCB2,0.0,False,NEVER
NUCKS1,0.0,False,NEVER
NUDCD1,0.0,False,NEVER
NUDCD2,0.0,False,NEVER
NUDCD3,0.0,False,NEVER
NUDT1,0.0,False,NEVER
NUDT11,0.0,False,NEVER
NUDT12,0.0,False,NEVER
NUDT13,0.0,False,NEVER
NUDT14,0.0,False,NEVER
NUDT15,0.0,False,NEVER
NUDT16,0.0,False,NEVER
NUDT16L1,0.0,False,NEVER
NUDT17,0.0,False,NEVER
NUDT18,0.0,False,NEVER
NUDT19,1.0,True,CORE
NUDT2,0.0,False,NEVER
NUDT22,0.0,False,NEVER
NUDT3,0.0,False,NEVER
NUDT4,0.0,False,NEVER
NUDT5,0.0,False,NEVER
NUDT6,0.0,False,NEVER
NUDT7,0.0,False,NEVER
NUDT8,0.0,False,NEVER
NUDT9,0.0,False,NEVER
NUFIP1,0.0,False,NEVER
NUFIP2,0.6,True,BOUNDARY
NUGGC,0.0,False,NEVER
NUMA1,0.0,False,NEVER
NUMB,0.0,False,NEVER
NUMBL,0.0,False,NEVER
NUP133,0.0,False,NEVER
NUP188,0.3333,False,BOUNDARY
NUP210,0.0,False,NEVER
NUP35,0.2,False,BOUNDARY
NUP37,0.0,False,NEVER
NUP42,0.8,True,BOUNDARY
NUP50,0.0,False,NEVER
NUP62CL,0.0,False,NEVER
NUPR1,0.0,False,NEVER
NUS1,0.0,False,NEVER
NUSAP1,0.0,False,NEVER
NXPE3,0.0,False,NEVER
NXT1,0.5,True,BOUNDARY
NXT2,0.0,False,NEVER
OAF,0.1667,False,BOUNDARY
OARD1,0.0,False,NEVER
OAS1,0.0,False,NEVER
OAS2,0.0,False,NEVER
OAS3,0.0,False,NEVER
OASL,0.0,False,NEVER
OAT,0.0,False,NEVER
OAZ1,0.0,False,NEVER
OAZ2,0.0,False,NEVER
OAZ3,1.0,True,CORE
OBI1,0.0,False,NEVER
OBSCN,0.0,False,NEVER
OCEL1,0.0,False,NEVER
OCIAD1,0.0,False,NEVER
OCIAD2,0.0,False,NEVER
OCLM,0.0,False,NEVER
OCM,0.0,False,NEVER
ODC1,0.2,False,BOUNDARY
ODF2,0.0,False,NEVER
ODF2L,0.0,False,NEVER
ODR4,0.0,False,NEVER
OFD1,0.0,False,NEVER
OGA,0.0,False,NEVER
OGDH,0.0,False,NEVER
OGFOD2,0.0,False,NEVER
OGFR,0.0,False,NEVER
OGFRL1,0.0,False,NEVER
OGG1,0.0,False,NEVER
OGT,0.2667,False,BOUNDARY
OIP5,0.0,False,NEVER
OLA1,0.0,False,NEVER
OLAH,0.0,False,NEVER
OLFM4,0.0,False,NEVER
OLIG1,0.0,False,NEVER
OLIG2,0.0,False,NEVER
OLIG3,0.0,False,NEVER
OMA1,0.0,False,NEVER
ONECUT1,0.0,False,NEVER
ONECUT2,0.0,False,NEVER
ONECUT3,0.0,False,NEVER
OPA1,0.0,False,NEVER
OPA3,0.0,False,NEVER
OPN1SW,0.0,False,NEVER
OPN3,0.0,False,NEVER
OPRL1,0.0,False,NEVER
OPRM1,0.0,False,NEVER
OPTN,0.0,False,NEVER
OR4D1,0.0,False,NEVER
ORAI1,0.8333,True,BOUNDARY
ORAI2,0.4,False,BOUNDARY
ORAI3,0.0,False,NEVER
ORC4,0.0,False,NEVER
ORC5,0.0,False,NEVER
ORC6,0.0,False,NEVER
ORM2,0.0,False,NEVER
ORMDL1,0.0,False,NEVER
ORMDL2,0.6667,True,BOUNDARY
ORMDL3,0.0,False,NEVER
OS9,0.2,False,BOUNDARY
OSBP2,0.0,False,NEVER
OSBPL10,0.0,False,NEVER
OSBPL11,0.0,False,NEVER
OSBPL1A,0.0,False,NEVER
OSBPL2,0.0,False,NEVER
OSBPL3,0.0,False,NEVER
OSBPL5,0.0,False,NEVER
OSBPL7,0.0,False,NEVER
OSBPL8,0.0,False,NEVER
OSBPL9,0.0,False,NEVER
OSCAR,0.0,False,NEVER
OSER1,0.0,False,NEVER
OSGEP,0.0,False,NEVER
OSGEPL1,0.0,False,NEVER
OSGIN2,0.0,False,NEVER
OSM,0.0,False,NEVER
OSMR,0.0,False,NEVER
OSR1,0.0,False,NEVER
OSR2,0.0,False,NEVER
OST4,1.0,True,CORE
OSTC,0.0,False,NEVER
OSTF1,0.0,False,NEVER
OSTM1,0.0,False,NEVER
OTOF,0.0,False,NEVER
OTOG,0.0,False,NEVER
OTP,0.0,False,NEVER
OTUB1,1.0,True,CORE
OTUB2,0.0,False,NEVER
OTUD1,1.0,True,CORE
OTUD3,0.0,False,NEVER
OTUD4,0.1667,False,BOUNDARY
OTUD5,0.0,False,NEVER
OTUD6B,0.0,False,NEVER
OTUD7B,0.0,False,NEVER
OTULIN,0.0,False,NEVER
OTULINL,0.0,False,NEVER
OTX1,0.0,False,NEVER
OTX2,0.0,False,NEVER
OVCA2,0.0,False,NEVER
OVGP1,0.0,False,NEVER
OVOL1,0.0,False,NEVER
OVOL2,0.0,False,NEVER
OVOL3,0.0,False,NEVER
OXA1L,1.0,True,CORE
OXCT1,0.0,False,NEVER
OXLD1,0.0,False,NEVER
OXNAD1,0.0,False,NEVER
OXR1,0.0,False,NEVER
OXSM,0.0,False,NEVER
OXSR1,0.0,False,NEVER
P2RX1,0.0,False,NEVER
P2RX4,0.0,False,NEVER
P2RX5,0.0,False,NEVER
P2RX7,0.0,False,NEVER
P2RY10,0.0,False,NEVER
P2RY11,0.0,False,NEVER
P2RY12,0.0,False,NEVER
P2RY13,0.0,False,NEVER
P2RY14,0.0,False,NEVER
P2RY8,0.0,False,NEVER
P3H1,0.0,False,NEVER
P3H3,0.0,False,NEVER
P3H4,0.0,False,NEVER
P4HA1,0.0,False,NEVER
P4HA2,0.0,False,NEVER
P4HB,1.0,True,CORE
P4HTM,0.0,False,NEVER
PA2G4,0.3,True,BOUNDARY
PAAF1,0.0,False,NEVER
PABIR1,0.3,True,BOUNDARY
PABIR2,0.0,False,NEVER
PABIR3,0.0,False,NEVER
PABPC1,0.0,False,NEVER
PABPC1L,0.0,False,NEVER
PABPC4,0.0,False,NEVER
PABPN1,0.0,False,NEVER
PACC1,0.0,False,NEVER
PACRGL,0.0,False,NEVER
PACS1,0.0,False,NEVER
PACS2,0.8333,True,BOUNDARY
PACSIN2,0.6667,True,BOUNDARY
PACSIN3,0.0,False,NEVER
PADI4,0.0,False,NEVER
PAFAH1B1,0.0,False,NEVER
PAFAH1B2,0.0,False,NEVER
PAFAH1B3,0.0,False,NEVER
PAFAH2,0.0,False,NEVER
PAGE5,0.0,False,NEVER
PAGR1,1.0,True,CORE
PAICS,0.5333,True,BOUNDARY
PAIP1,0.3333,False,BOUNDARY
PAIP2,0.0,False,NEVER
PAIP2B,0.0,False,NEVER
PAK1,1.0,True,CORE
PAK2,1.0,True,CORE
PAK3,0.0,False,NEVER
PAK4,0.0,False,NEVER
PALD1,0.0,False,NEVER
PALLD,0.0,False,NEVER
PALM2AKAP2,0.0,False,NEVER
PALS1,0.4,False,BOUNDARY
PALS2,0.0,False,NEVER
PAN2,0.0,False,NEVER
PAN3,1.0,True,CORE
PANK1,0.0,False,NEVER
PANK2,0.0,False,NEVER
PANK3,0.0,False,NEVER
PANK4,0.0,False,NEVER
PANX1,0.0,False,NEVER
PANX2,0.0,False,NEVER
PAOX,0.0,False,NEVER
PAPOLA,0.6,True,BOUNDARY
PAPOLG,0.0,False,NEVER
PAPSS1,1.0,True,CORE
PAPSS2,0.0,False,NEVER
PAQR3,0.0,False,NEVER
PAQR4,0.0,False,NEVER
PAQR6,0.0,False,NEVER
PAQR7,0.0,False,NEVER
PAQR8,0.0,False,NEVER
PARD6A,1.0,True,CORE
PARD6B,0.0,False,NEVER
PARD6G,0.0,False,NEVER
PARK7,0.8,True,BOUNDARY
PARL,1.0,True,CORE
PARN,0.0,False,NEVER
PARP1,0.0,False,NEVER
PARP10,0.0,False,NEVER
PARP11,0.0,False,NEVER
PARP12,0.0,False,NEVER
PARP14,1.0,True,CORE
PARP15,0.0,False,NEVER
PARP16,0.0,False,NEVER
PARP2,0.3333,False,BOUNDARY
PARP3,0.0,False,NEVER
PARP4,0.0,False,NEVER
PARP6,0.0,False,NEVER
PARP8,0.0,False,NEVER
PARP9,0.0,False,NEVER
PARPBP,0.0,False,NEVER
PARS2,0.8333,True,BOUNDARY
PARVB,0.0,False,NEVER
PARVG,0.0,False,NEVER
PASK,0.0,False,NEVER
PATJ,0.0,False,NEVER
PATL1,0.6667,True,BOUNDARY
PATL2,0.0,False,NEVER
PATZ1,0.0,False,NEVER
PAWR,0.0,False,NEVER
PAX1,0.0,False,NEVER
PAX2,0.0,False,NEVER
PAX3,0.0,False,NEVER
PAX4,0.0,False,NEVER
PAX5,0.0,False,NEVER
PAX6,0.0,False,NEVER
PAX7,0.0,False,NEVER
PAX8,0.0,False,NEVER
PAX9,0.0,False,NEVER
PAXIP1,1.0,True,CORE
PAXX,0.0,False,NEVER
PBDC1,0.0,False,NEVER
PBK,0.0,False,NEVER
PBLD,0.0,False,NEVER
PBRM1,0.0,False,NEVER
PBX1,0.0,False,NEVER
PBX2,0.0,False,NEVER
PBX3,0.0,False,NEVER
PBX4,0.0,False,NEVER
PBXIP1,0.0,False,NEVER
PC,0.0,False,NEVER
